enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,8101,8101,0.155,2216.427712482392,122.0,0.0007035004024198934,0.0011639984643073361,0.17277484596482828
0.51,8102,8102,0.155,2214.410488149059,157.0,0.0002528081621101745,0.0008515994685571369,0.1736946364697215
0.52,8103,8103,0.143,2322.970352064754,123.0,0.00014570479045788445,0.0007883437165869416,0.18611780323791738
0.53,8104,8104,0.143,2238.1163566427376,132.0,0.00011707708822754462,0.0008007583237018976,0.1814237306319172
0.54,8105,8105,0.155,2519.921877931583,137.0,0.0001594441092482831,0.0004282111045737999,0.21190948528509812
0.55,8106,8106,0.143,2345.937249998504,119.0,0.00012079351394795996,0.0006535598961851317,0.19387960373411783
0.56,8107,8107,0.155,2007.2479870293919,154.0,0.0003482579526998739,0.00102722503936445,0.12728834367133135
0.57,8108,8108,0.143,2656.7747119826513,116.0,7.678102901266997e-05,0.00045625833960566604,0.23110164493289986
0.58,8109,8109,0.143,2279.461242984625,128.0,0.00014344584706040686,0.0006743061142948076,0.16756896986147474
0.59,8110,8110,0.143,2343.7555030433246,133.0,0.0001256053805104364,0.0005170084317229992,0.17666160564755184
0.6,8111,8111,0.143,2440.306251411454,117.0,0.00010014134035018913,0.0005089929589330467,0.19310453580063913
0.61,8112,8112,0.143,2376.625941293524,124.0,0.00010014134035018913,0.0005634038468379861,0.1805272097413564
0.62,8113,8113,0.143,2316.92374322914,112.0,8.632723138328348e-05,0.0004286150442431497,0.15395018256270465
0.63,8114,8114,0.143,2496.984325819723,142.0,0.00010332016772443152,0.0006957108880600041,0.24068796988140995
0.64,8115,8115,0.143,2241.7886232344977,120.0,0.00013370623156362885,0.0008391875180295108,0.17797514036618223
0.65,8116,8116,0.155,2253.5028755301546,120.0,0.0001588224955761578,0.0004487613845569456,0.16493925625215966
0.66,8117,8117,0.143,2518.3316944179114,115.0,7.678102901266997e-05,0.00044918470969578184,0.2047876248465038
0.67,8118,8118,0.155,2418.4127018217227,123.0,0.00011848880085777178,0.00044180398416192686,0.18671803645787954
0.68,8119,8119,0.155,2199.256894336336,114.0,0.00020473028881593246,0.000558492566670072,0.16624855080448409
0.69,8120,8120,0.155,2626.2863204418336,107.0,0.00012613067195691978,0.0003662683673983498,0.22297526377607124
0.7,8121,8121,0.155,2031.7732679614276,111.0,0.00022310242001033327,0.0009878726660905546,0.12924895697827699
0.71,8122,8122,0.143,2041.3582010516213,107.0,0.00013475490253489025,0.0010443857403740486,0.15045369807012354
0.72,8123,8123,0.143,2284.3345069140732,112.0,8.432746322215949e-05,0.0006535598961851317,0.16498335238144712
0.73,8124,8124,0.155,2030.436401849176,111.0,0.00020795432174307377,0.0008253985073879695,0.13140542994798488
0.74,8125,8125,0.143,2219.3683797337794,112.0,7.559064949258249e-05,0.0005251501298426324,0.15377673250486434
0.75,8126,8126,0.155,2674.3279481044196,150.0,9.22791708932244e-05,0.00035499947441987247,0.2306487283918507
