evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,265.25,9572.25
0.051,500.0,27084.5
0.054,695.0,14875.0
0.055,388.5,48030.5
0.057,242.0,13823.0
0.058,499.0,47165.0
0.059,243.0,30235.0
0.062,84.0,2390.0
0.063,243.0,12817.0
0.067,263.0,8430.0
0.073,103.5,320.0
0.074,258.0,20174.0
0.075,323.0,74728.5
0.076,100.0,278.0
0.078,491.0,140723.0
0.082,707.0,37202.0
0.083,795.5,44335.5
0.084,499.0,16609.0
0.085,496.5,47428.5
0.087,995.0,29071.0
0.088,499.0,28474.0
0.093,370.0,18431.0
0.094,505.0,41686.0
0.096,612.5,458789.0
0.097,225.66666666666666,4861.666666666667
0.1,151.0,298.0
0.101,267.0,7741.0
0.102,394.0,16815.0
0.103,499.0,106268.0
0.105,111.0,617.0
0.108,426.3333333333333,27590.0
0.109,293.0,2515.0
0.11,393.0,11203.0
0.112,301.0,38787.0
0.113,293.0,17818.0
0.114,36.0,54.0
0.115,206.0,1328.0
0.116,420.0,13976.0
0.118,429.0,19803.0
0.12,262.6666666666667,241697.0
0.121,75.0,92.0
0.124,177.0,18971.75
0.125,78.0,100.0
0.127,72.0,361.0
0.13,135.0,848.0
0.131,325.0,3184.6666666666665
0.132,98.0,280.5
0.134,61.5,96.5
0.135,256.0,18827.666666666668
0.136,498.0,181666.0
0.137,498.0,76102.0
0.138,262.3333333333333,9488.666666666666
0.14,124.0,787.0
0.143,309.3333333333333,12355.333333333334
0.145,321.0,22096.0
0.148,100.0,296.0
0.15,52.0,83.0
0.151,245.0,4991.0
0.152,144.0,2277.0
0.154,497.0,51689.0
0.155,73.33333333333333,120.33333333333333
0.158,109.0,139.0
0.159,490.0,25724.5
0.162,197.0,3841.0
0.164,97.0,197.0
0.165,106.5,476.0
0.167,115.0,257.5
0.176,1417.0,99656.0
0.178,164.66666666666666,2122.6666666666665
0.179,138.5,580.5
0.18,56.0,135.0
0.182,145.0,297.0
0.188,91.0,143.0
0.189,102.5,226.5
0.19,181.33333333333334,1487.0
0.191,70.0,137.0
0.192,227.0,4734.0
0.193,360.0,4657.0
0.196,84.0,93.5
0.198,57.0,87.0
0.201,152.0,468.0
0.202,83.0,933.0
0.203,60.0,100.0
0.206,4001.0,360046.0
0.212,535.0,6546.0
0.213,372.2,15301.8
0.222,94.5,340.0
0.225,131.33333333333334,615.3333333333334
0.227,224.0,1736.5
0.232,53.0,97.0
0.233,69.0,103.0
0.234,71.0,682.0
0.236,215.5,1117.5
0.237,100.5,953.0
0.239,874.5,60864.0
0.24,62.0,126.0
0.243,152.0,585.0
0.245,76.0,87.0
0.247,61.0,108.0
0.248,169.0,1695.4
0.25,78.5,183.0
0.251,196.0,2313.0
0.252,162.0,301.0
0.26,119.66666666666667,899.0
0.261,78.0,154.0
0.263,2050.0,217013.0
0.264,132.0,343.0
0.265,146.0,473.0
0.27,87.0,105.0
0.271,1559.0,154983.0
0.272,64.66666666666667,134.66666666666666
0.274,270.0,2640.0
0.28,132.5,729.5
0.282,179.0,798.5
0.283,59.0,154.66666666666666
0.285,528.0,45071.0
0.286,186.0,1572.5
0.29,61.0,94.0
0.291,132.0,1274.0
0.293,80.0,200.0
0.294,495.0,19087.0
0.295,85.66666666666667,224.0
0.296,206.5,3957.5
0.301,107.5,435.0
0.305,87.0,152.0
0.306,95.0,194.0
0.307,109.33333333333333,743.6666666666666
0.312,118.5,866.0
0.313,227.5,7577.5
0.314,95.0,348.0
0.315,82.0,94.5
0.316,70.0,98.0
0.317,57.0,96.0
0.318,91.0,173.0
0.32,161.0,667.0
0.321,74.0,94.0
0.322,65.5,88.5
0.323,998.0,66975.0
0.325,102.0,148.0
0.33,91.25,249.0
0.331,100.0,265.0
0.332,82.0,97.0
0.333,72.0,87.0
0.335,116.0,359.0
0.339,82.0,146.0
0.342,95.0,269.5
0.343,657.0,16931.0
0.344,101.0,162.0
0.346,87.0,98.0
0.347,92.0,198.0
0.35,87.0,143.0
0.353,80.0,203.66666666666666
0.354,478.0,36004.0
0.356,755.3333333333334,94999.66666666667
0.357,213.0,2466.0
0.359,59.0,97.0
0.36,98.0,265.0
0.361,91.0,149.0
0.362,83.0,191.0
0.363,116.0,195.0
0.364,69.0,114.0
0.365,85.0,422.6666666666667
0.366,57.0,70.0
0.368,70.0,138.0
0.369,86.0,103.0
0.371,91.0,201.0
0.374,90.0,113.0
0.377,97.5,255.0
0.381,1813.0,276155.0
0.388,64.5,161.0
0.39,77.0,129.0
0.391,194.5,1936.0
0.394,101.0,339.0
0.397,119.0,183.0
