evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,458.5,46103.0
0.053,597.5,9375.0
0.054,450.2,42926.0
0.055,284.0,31397.0
0.056,296.0,44670.0
0.06,227.5,9324.5
0.062,465.3333333333333,78738.0
0.063,175.0,776.0
0.064,673.5,91191.0
0.065,390.0,32257.5
0.066,351.6666666666667,14360.666666666666
0.067,316.0,20879.0
0.069,692.0,44504.0
0.07,178.0,712.0
0.072,1123.5,106419.0
0.076,504.0,52622.333333333336
0.077,250.0,10994.5
0.078,446.0,140013.0
0.079,1123.5,47444.5
0.08,175.0,1889.0
0.081,494.0,31756.25
0.082,619.0,33907.0
0.083,217.0,330.0
0.086,448.0,85709.0
0.088,247.0,13260.0
0.089,403.0,4088.0
0.092,320.0,6797.0
0.093,371.5,30416.0
0.096,242.0,15624.0
0.097,291.0,6528.0
0.098,214.0,2354.0
0.099,324.0,811.0
0.103,449.0,7126.0
0.104,449.0,212038.0
0.105,218.0,298.0
0.106,459.0,25614.0
0.107,311.0,13152.0
0.109,449.0,31860.0
0.11,82.0,147.0
0.111,371.5,17723.5
0.112,826.0,99897.0
0.113,504.0,80212.0
0.114,184.5,2277.0
0.116,317.0,61254.0
0.118,477.0,12891.0
0.119,389.6666666666667,29441.666666666668
0.12,292.5,6015.5
0.121,673.0,21882.0
0.122,390.0,37142.5
0.123,107.66666666666667,706.6666666666666
0.126,450.0,216803.0
0.128,303.5,63339.0
0.131,131.0,1116.3333333333333
0.132,379.0,19066.5
0.133,415.0,11674.0
0.134,307.6666666666667,39160.666666666664
0.135,102.0,389.0
0.136,448.0,35836.0
0.137,112.0,199.0
0.138,265.5,15639.0
0.14,140.0,917.5
0.141,502.5,28476.5
0.142,485.5,22261.0
0.143,353.0,30488.0
0.144,375.0,20906.0
0.148,287.5,67366.0
0.149,345.0,20017.0
0.15,162.0,465.0
0.151,136.0,613.0
0.152,899.0,91197.0
0.153,218.33333333333334,978.3333333333334
0.155,382.0,25664.0
0.157,525.0,61971.5
0.159,396.0,3462.0
0.16,292.5,13780.5
0.161,301.5,2449.5
0.162,611.5,59903.5
0.163,770.0,73239.0
0.165,72.0,99.0
0.167,639.6666666666666,40458.666666666664
0.168,221.0,1484.0
0.17,131.5,740.5
0.171,1506.6666666666667,122056.33333333333
0.172,1160.0,92777.5
0.173,81.0,109.0
0.174,1293.0,98811.0
0.176,80.0,248.0
0.177,238.0,4881.333333333333
0.179,79.0,125.0
0.18,363.0,61226.0
0.181,122.0,740.0
0.183,546.5,70441.5
0.184,103.0,192.0
0.185,222.5,3150.5
0.186,111.0,304.0
0.187,240.0,947.0
0.188,505.0,29759.0
0.189,133.0,369.6666666666667
0.19,352.5,31497.5
0.191,59.0,104.0
0.192,368.0,8228.0
0.195,84.0,146.0
0.196,83.0,145.0
0.199,106.5,138.0
0.2,3742.0,268102.0
0.201,115.0,891.0
0.202,268.0,12728.0
0.204,198.0,2751.5
0.206,644.0,23562.0
0.207,128.0,194.0
0.208,74.0,185.0
0.209,65.0,91.0
0.21,985.25,86754.75
0.212,265.0,2913.0
0.213,137.0,209.0
0.215,193.0,1055.0
0.216,3778.0,394925.0
0.217,93.0,167.0
0.221,1076.0,49697.0
0.222,1660.0,115126.0
0.223,449.0,48878.0
0.225,49.0,91.0
0.226,538.6666666666666,28922.0
0.227,321.0,10202.0
0.229,3044.0,212152.0
0.231,93.0,94.0
0.233,2265.6666666666665,259737.66666666666
0.234,1032.0,56745.0
0.235,338.0,18107.333333333332
0.236,105.66666666666667,478.3333333333333
0.237,777.0,94372.0
0.239,104.0,257.3333333333333
0.241,69.0,269.0
0.244,1101.0,84469.5
0.247,614.0,25112.0
0.248,699.0,15428.0
0.249,166.0,1994.6666666666667
0.25,516.5,23925.0
0.251,858.0,68919.5
0.252,856.0,43402.0
0.253,99.0,362.0
0.254,56.0,102.0
0.255,88.5,387.0
0.256,461.5,22531.5
0.257,1460.0,104901.0
0.258,804.0,111689.0
0.26,94.0,394.0
0.261,94.0,112.0
0.262,463.75,23536.5
0.263,103.0,105.0
0.265,256.0,9028.0
0.266,124.0,392.5
0.267,316.0,12063.0
0.268,62.0,122.0
0.27,873.0,53812.0
0.272,148.66666666666666,1133.0
0.274,111.75,350.5
0.276,292.0,5907.0
0.277,86.0,92.0
0.278,81.0,154.0
0.279,589.0,38967.0
0.28,84.0,114.0
0.284,1298.0,99794.0
0.288,89.0,111.0
0.29,607.0,75696.0
0.293,75.0,166.0
0.294,121.0,611.0
0.296,843.0,107645.0
0.298,91.0,274.0
0.299,97.0,154.0
0.302,1116.0,72763.0
0.303,418.0,32475.666666666668
0.304,1256.0,99419.5
0.308,106.0,363.0
0.309,318.25,17296.75
0.311,84.0,132.0
0.312,76.0,102.0
0.313,469.0,18269.0
0.314,92.0,213.0
0.315,105.0,327.0
0.316,199.0,3710.0
0.317,104.0,269.0
0.318,101.0,787.0
0.32,683.0,37748.0
0.322,714.0,58164.666666666664
0.323,59.0,130.0
0.325,310.5,4763.5
0.327,352.0,9988.0
0.328,241.0,5754.5
0.33,55.0,151.5
0.332,139.0,1092.0
0.333,83.2,158.0
0.334,444.0,18547.0
0.336,247.0,18112.0
0.337,59.0,100.0
0.338,62.0,152.0
0.339,60.0,106.0
0.34,1236.0,107104.0
0.342,105.0,920.5
0.343,155.0,1127.0
0.344,85.0,153.0
0.347,1540.0,60664.0
0.348,227.0,1656.0
0.349,160.0,625.0
0.351,275.6666666666667,19428.333333333332
0.353,56.0,139.0
0.355,130.33333333333334,1461.6666666666667
0.356,104.5,251.5
0.357,509.0,18969.0
0.358,150.33333333333334,4057.3333333333335
0.359,274.5,50475.5
0.361,829.0,42411.0
0.362,374.5,14960.5
0.363,136.0,388.0
0.364,428.0,18999.0
0.365,84.0,309.0
0.367,185.5,2504.5
0.368,285.0,59176.5
0.369,92.0,152.0
0.37,181.0,1053.0
0.371,298.75,17200.75
0.373,94.0,155.0
0.374,140.0,809.0
0.375,566.0,28955.0
0.376,209.0,4414.0
0.377,79.0,190.0
0.378,121.0,148.0
0.379,449.0,76916.0
0.38,88.0,153.0
0.381,204.5,4126.0
0.384,276.5,13625.0
0.386,156.0,1871.0
0.387,753.0,158185.0
0.388,477.0,8974.0
0.389,66.0,103.0
0.39,97.0,213.0
0.392,133.0,298.0
0.393,167.5,2015.0
0.394,398.8,27958.8
0.395,126.0,703.0
0.397,506.6666666666667,19549.666666666668
0.399,82.0,99.0
0.4,91.0,117.0
