evolution rate,length lived,species population time,population
0.306667,59,136,2
0.187244,465,24656,53
0.302957,70,101,1
0.362963,104,153,1
0.096855,163,197,1
0.086725,261,5624,21
0.170093,39,50,1
0.355653,89,108,1
0.27099,80,140,1
0.111184,1158,56909,49
0.345926,68,147,2
0.136758,767,88889,115
0.165806,49,58,1
0.222264,83,129,1
0.126094,612,23753,38
0.384355,89,171,1
0.299104,100,101,1
0.309922,183,422,2
0.339957,514,80270,156
0.066341,768,100187,130
0.132075,145,1880,12
0.31944,648,97401,150
0.223318,97,161,1
0.177326,666,166146,249
0.330094,120,460,3
0.176424,258,6113,23
0.097351,82,1609,19
0.380825,72,97,1
0.133942,70,95,1
0.25846,812,90996,112
0.31431,85,99,1
0.325749,93,163,1
0.398,142,1685,11
0.212825,58,94,1
0.359235,109,319,2
0.239893,209,471,2
0.054843,1106,81078,73
0.340641,101,196,1
0.253845,169,652,3
0.397862,59,112,1
0.062327,477,3305,6
0.353333,98,1391,14
0.206295,311,6401,20
0.296959,189,657,3
0.238987,134,402,3
0.062889,753,72449,96
0.270093,130,408,3
0.087257,768,131676,171
0.207228,334,8470,25
0.282036,544,72313,132
0.27981,72,154,2
0.155721,451,53400,118
0.338633,131,407,3
0.14474,189,254,1
0.238213,89,114,1
0.093146,180,3504,19
0.236218,70,100,1
0.269385,154,760,4
0.372344,56,97,1
0.241184,709,27184,38
0.295219,61,161,2
0.211867,227,2031,8
0.163837,315,1365,4
0.232623,640,13471,21
0.209792,456,16196,35
0.085,483,13562,28
0.354127,242,831,3
0.178333,51,132,2
0.239784,72,85,1
0.265599,181,261,1
0.230795,115,342,2
0.198008,114,203,1
0.103928,159,1204,7
0.126663,333,2300,6
0.170265,4001,330532,82
0.185793,297,1301,4
0.058843,177,253,1
0.116191,56,181,3
0.177654,235,1466,6
0.059095,767,57530,75
0.267418,70,91,1
0.166667,63,95,1
0.09356,74,82,1
0.174117,437,17604,40
0.068406,703,43312,61
0.36132,112,246,2
0.343507,444,11383,25
0.081435,616,99805,162
0.185125,726,31910,43
0.39106,84,106,1
0.119217,362,5266,14
0.370869,228,764,3
0.337311,666,17644,26
0.38875,81,198,2
0.292061,167,259,1
0.172313,88,241,2
0.200067,2054,172900,84
0.09415,1476,53156,36
0.239972,91,108,1
0.310721,105,161,1
0.209848,1929,71794,37
0.123762,1536,78295,50
0.24332,80,155,1
0.297079,64,106,1
0.289777,740,34960,47
0.238559,120,331,2
0.12066,371,5389,14
0.152388,153,1573,10
0.348196,439,9525,21
0.206633,973,41753,42
0.195015,93,164,1
0.308629,73,139,1
0.271408,180,2009,11
0.202307,458,6103,13
0.051826,754,1680,2
0.113381,190,340,1
0.061667,593,60767,102
0.271156,291,18231,62
0.101682,767,126348,164
0.282757,62,104,1
0.087394,59,79,1
0.186031,123,1126,9
0.280483,89,94,1
0.14044,606,47761,78
0.228019,209,2295,10
0.076768,1135,6982,6
0.306537,341,15660,45
0.264065,1302,195763,150
0.399816,100,686,6
0.146535,377,11867,31
0.382475,67,96,1
0.294179,178,1016,5
0.284672,165,557,3
0.279045,97,214,2
0.191733,201,743,3
0.360287,705,79559,112
0.1547,1100,48323,43
0.129301,96,166,1
0.334932,118,1410,11
0.377517,143,385,2
