evolution rate,length lived,species population time,population
0.096667,54,221,4
0.155281,54,144,2
0.394866,91,166,1
0.130549,171,960,5
0.067129,445,20558,46
0.189867,4001,435511,108
0.096667,999,84946,85
0.196575,211,3070,14
0.343647,148,437,2
0.154304,111,1165,10
0.283358,662,20508,30
0.304462,692,13516,19
0.217219,574,21498,37
0.254877,56,100,1
0.211703,141,245,1
0.073333,302,28836,95
0.061667,1302,121409,93
0.114304,158,317,2
0.214701,2898,230860,79
0.301811,96,142,1
0.395575,875,54494,62
0.157907,90,193,2
0.090375,127,5321,41
0.160317,499,62979,126
0.052867,450,17481,38
0.155765,499,184279,369
0.168763,273,9905,36
0.05,290,6263,21
0.269853,959,170935,178
0.330655,68,87,1
0.053514,484,6402,13
0.09884,131,2722,20
0.068825,499,7076,14
0.085,426,23162,54
0.169058,499,41552,83
0.101895,687,97032,141
0.142682,499,32893,65
0.067487,499,110629,221
0.386975,80,144,1
0.1768,2105,98969,47
0.228752,340,32612,95
0.06324,632,73221,115
0.121293,121,148,1
0.187117,62,102,1
0.07139,145,413,2
0.183852,3556,350427,98
0.073333,499,31320,62
0.299822,92,239,2
0.352347,125,433,3
0.315576,93,146,1
0.225886,90,267,2
0.360687,247,1898,7
0.300565,77,102,1
0.338952,59,110,1
0.139755,499,60953,122
0.074615,60,678,11
0.141049,499,24896,49
0.095737,119,7786,65
0.079749,134,2414,18
0.109911,389,20328,52
0.072384,435,6264,14
0.056395,554,38354,69
0.161648,498,25961,52
0.121919,999,123835,123
0.331845,30,59,1
0.134978,1010,123367,122
0.090695,289,2862,9
0.224966,2131,132039,61
0.186615,588,12244,20
0.206065,87,133,1
0.147513,121,279,2
0.155136,788,94333,119
0.223505,640,45481,71
0.209134,61,117,1
0.314407,171,946,5
0.055291,628,52453,83
0.366619,54,100,1
0.220843,76,105,1
0.343138,119,253,2
0.313746,85,167,1
0.241505,1027,60303,58
0.322673,121,417,3
0.140566,364,49301,135
0.265831,117,672,5
0.099347,499,15561,31
0.095893,499,27718,55
0.082227,321,45545,141
0.149109,254,12938,50
0.161091,499,133093,266
0.092595,148,38342,259
0.097318,499,69548,139
0.053871,499,15670,31
0.12812,499,168554,337
0.253313,3202,384231,119
0.36611,88,138,1
0.122725,102,157,1
0.073333,911,13007,14
0.155167,423,15999,37
0.298675,1349,78504,58
0.350336,117,369,3
0.337886,694,130688,188
0.334903,819,40299,49
0.236104,1464,74823,51
0.195936,4001,461253,115
0.096667,999,116004,116
0.142728,474,103059,217
0.316483,553,36128,65
0.11011,449,90311,201
0.144155,499,67039,134
0.131667,998,50972,51
0.055763,318,16296,51
0.11174,396,58608,148
0.082633,548,11940,21
0.361145,499,23904,47
0.083375,380,24905,65
0.086035,324,17860,55
0.050281,209,22644,108
0.076961,499,79594,159
0.055793,500,77020,154
0.154946,409,132139,323
0.324419,103,146,1
0.296412,108,448,4
0.174113,389,10145,26
0.386107,102,146,1
0.223855,456,8234,18
0.37315,83,185,2
0.086294,229,13491,58
0.077316,511,59002,115
0.160249,164,540,3
0.181546,4001,340617,85
0.205149,627,67094,107
0.365259,265,5161,19
0.096961,129,337,2
0.289553,68,89,1
0.176615,104,130,1
0.343792,61,101,1
0.284679,838,11318,13
0.259089,2377,140243,59
0.288319,100,238,2
0.160662,413,21411,51
0.345636,336,2839,8
0.338543,150,1060,7
0.259088,718,75718,105
0.310965,91,146,1
0.193249,404,25111,62
0.120638,69,98,1
0.05882,367,14466,39
0.098021,499,35329,70
0.05,78,3324,42
0.283272,830,77994,93
0.26261,1591,162009,101
0.237985,102,304,2
0.07372,287,55758,194
0.10886,184,917,4
0.231752,853,246827,289
0.235761,147,323,2
0.178333,4001,491847,122
0.061667,1334,76445,57
0.165871,181,7369,40
0.261348,2487,180308,72
0.062972,166,20612,124
0.166667,176,1696,9
0.319934,117,269,2
0.275965,335,24609,73
0.378235,104,194,1
0.06865,442,21461,48
0.061667,379,44865,118
0.260232,570,34654,60
0.170202,1203,50328,41
0.209828,392,33895,86
0.360967,848,59331,69
0.318588,86,102,1
0.068332,229,20222,88
0.156069,161,1369,8
0.304368,233,10308,44
0.267805,256,1165,4
0.092083,164,775,4
0.271032,80,164,2
0.288115,1500,87545,58
0.170984,1999,54670,27
0.261214,86,108,1
0.05845,330,19266,58
0.088495,499,38555,77
0.082478,499,146170,292
0.08804,98,1780,18
0.286351,65,109,1
0.257441,148,865,5
0.179918,3334,318154,95
0.311436,69,98,1
0.294808,73,141,1
0.109738,347,1166,3
0.112819,215,594,2
0.143333,880,92343,104
0.37102,64,96,1
0.367456,104,217,2
0.333002,115,948,8
0.277572,165,1202,7
0.358299,375,1885,5
0.085416,416,30078,72
0.140226,425,25030,58
0.051344,265,50681,191
0.121337,265,13458,50
0.096833,321,81057,252
0.106183,15,79,5
0.061688,499,47048,94
0.330509,136,538,3
0.350164,82,117,1
