evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,3280.0,343023.6
0.052,153.0,267.0
0.055,1736.3333333333333,154885.0
0.057,266.0,1635.0
0.062,1349.5,101115.0
0.063,386.0,915.0
0.069,1975.0,77420.0
0.073,1431.6666666666667,73839.33333333333
0.077,1103.0,39834.0
0.078,169.0,320.0
0.08,168.5,12004.5
0.091,816.0,31416.0
0.093,64.0,96.0
0.096,122.0,165.0
0.097,1605.0,118897.0
0.098,258.0,1878.0
0.099,457.0,7260.0
0.1,1827.0,51933.5
0.102,121.0,235.0
0.104,3770.0,359830.0
0.108,1748.6666666666667,122587.33333333333
0.111,219.0,8354.5
0.114,85.0,107.0
0.115,1532.0,94530.0
0.116,88.0,336.0
0.118,87.0,100.0
0.119,1443.0,72742.0
0.12,530.0,19938.5
0.122,83.0,280.0
0.123,87.0,137.0
0.126,93.0,162.0
0.13,276.0,3064.0
0.132,753.5,56926.0
0.133,132.0,225.0
0.135,544.0,2380.0
0.136,410.0,13350.0
0.137,95.0,98.0
0.141,298.0,4590.0
0.144,82.0,417.0
0.147,76.0,94.0
0.148,80.0,97.0
0.15,87.0,106.0
0.151,87.0,109.0
0.158,109.0,195.0
0.161,54.0,143.0
0.163,173.0,1299.0
0.164,149.0,441.0
0.169,62.0,160.0
0.171,87.0,212.5
0.173,225.0,2740.0
0.174,86.0,109.0
0.175,312.0,4726.0
0.18,119.0,157.0
0.182,1368.0,58287.0
0.184,622.5,27578.5
0.187,82.0,117.5
0.188,82.0,102.0
0.19,76.0,157.0
0.191,90.0,152.0
0.192,100.0,113.0
0.194,81.0,204.0
0.197,459.0,64828.0
0.198,59.0,115.0
0.202,86.0,107.0
0.204,2126.0,277637.0
0.208,63.0,195.0
0.21,91.0,100.66666666666667
0.211,126.0,196.0
0.217,100.0,110.0
0.22,82.5,125.5
0.225,98.0,1146.0
0.229,323.0,3477.0
0.23,123.33333333333333,266.0
0.236,65.0,106.0
0.241,152.0,493.0
0.245,98.0,155.0
0.248,174.0,3754.0
0.255,113.0,387.0
0.256,62.0,102.0
0.258,122.0,509.0
0.26,98.5,1129.5
0.266,143.0,563.0
0.269,130.0,196.0
0.27,75.66666666666667,116.33333333333333
0.276,68.33333333333333,102.66666666666667
0.277,99.0,145.0
0.278,69.0,93.0
0.28,52.0,93.0
0.287,69.0,239.0
0.288,85.0,205.0
0.293,105.0,234.0
0.294,75.0,189.0
0.302,80.0,83.0
0.305,64.0,107.0
0.31,175.0,599.0
0.312,116.0,196.0
0.313,98.0,204.0
0.317,91.5,127.5
0.318,56.0,179.0
0.323,90.0,291.0
0.325,84.0,145.0
0.327,54.0,94.0
0.328,103.0,407.0
0.33,66.0,840.0
0.333,94.0,104.0
0.343,109.0,110.0
0.344,136.66666666666666,3387.3333333333335
0.347,84.0,115.0
0.35,71.0,158.0
0.354,194.5,3081.0
0.355,154.0,888.0
0.358,54.0,98.0
0.359,92.0,150.0
0.37,83.0,85.0
0.371,87.0,113.0
0.372,78.0,149.0
0.376,88.0,93.0
0.377,75.5,171.0
0.383,88.0,99.0
0.384,138.0,252.0
0.385,56.0,143.0
0.388,76.0,213.0
0.392,67.0,83.0
0.395,95.0,215.0
0.398,92.5,168.5
