evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,1836.3333333333333,82466.0
0.051,2637.0,130199.5
0.052,3837.0,204350.0
0.053,1096.0,30003.0
0.054,954.5,42496.5
0.056,2173.0,369924.0
0.058,411.6666666666667,22679.333333333332
0.059,139.0,197.0
0.06,1126.0,44624.0
0.061,1352.5,88342.0
0.062,2409.75,219301.75
0.064,1037.6666666666667,55934.0
0.067,4001.0,360508.0
0.068,228.0,584.0
0.071,298.0,434.0
0.073,2636.0,152615.0
0.075,4001.0,132357.0
0.076,625.0,1618.0
0.077,94.5,151.0
0.08,2362.0,198485.0
0.083,1206.5,93862.0
0.084,1477.5,96864.0
0.085,2241.6666666666665,274046.8333333333
0.086,1916.0,199840.0
0.088,2098.3333333333335,143153.66666666666
0.089,448.0,1421.0
0.09,1878.8,101500.6
0.092,1574.0,77631.5
0.093,151.0,362.0
0.095,1264.0,105268.5
0.096,1712.0,28947.0
0.097,752.3333333333334,46172.666666666664
0.099,2173.0,179600.0
0.1,277.0,3111.5
0.101,2150.5,93933.5
0.102,156.0,516.0
0.105,2130.5,201661.5
0.108,590.6,16691.8
0.109,1761.0,108656.33333333333
0.11,1164.5,51877.0
0.111,1443.0,111502.5
0.112,2172.0,138751.0
0.113,548.0,22843.5
0.115,186.5,853.5
0.116,4001.0,284040.0
0.117,3616.0,185095.0
0.118,1748.5,143531.0
0.12,1643.0,95719.5
0.121,927.0,89693.0
0.122,247.0,354.0
0.125,63.5,283.0
0.127,1347.3333333333333,78096.33333333333
0.129,4001.0,279614.0
0.13,614.0,34914.5
0.132,166.0,2532.0
0.133,610.6666666666666,18633.0
0.134,122.0,241.0
0.137,2173.0,270574.0
0.138,900.0,25338.0
0.14,1150.0,108074.5
0.141,672.5,73569.5
0.143,751.0,11976.0
0.144,413.0,3952.0
0.145,211.0,853.0
0.148,106.5,214.5
0.149,1148.0,67368.5
0.15,2172.0,197530.0
0.152,108.0,243.5
0.153,864.0,47401.0
0.154,301.0,12280.0
0.155,189.0,3311.0
0.157,2814.0,83822.0
0.158,786.0,54077.0
0.16,61.0,108.0
0.162,321.0,4853.0
0.167,195.0,1239.5
0.168,1565.0,122719.5
0.17,3116.0,374434.0
0.172,4001.0,235032.0
0.173,1943.0,101974.0
0.175,138.0,506.0
0.177,77.5,203.0
0.178,141.0,211.0
0.179,130.0,286.0
0.181,101.0,109.0
0.182,186.0,1017.0
0.186,160.0,624.0
0.187,90.0,95.0
0.189,524.5,10039.0
0.191,467.0,11415.0
0.194,77.0,128.0
0.196,322.0,3946.0
0.198,84.0,159.0
0.199,408.0,5891.0
0.201,1304.0,145924.0
0.202,2114.0,263417.0
0.203,88.0,93.0
0.207,71.0,88.0
0.209,152.0,985.5
0.21,2924.0,226090.0
0.211,673.3333333333334,23750.333333333332
0.217,165.0,301.0
0.219,106.0,134.0
0.22,1398.3333333333333,65456.666666666664
0.223,144.0,223.0
0.224,508.6666666666667,16337.0
0.225,602.5,11586.0
0.229,74.0,144.0
0.232,1882.5,101619.0
0.233,89.0,93.0
0.234,267.0,962.0
0.236,2086.0,114455.0
0.237,54.0,144.0
0.238,405.0,34806.0
0.24,68.0,81.0
0.241,218.0,14503.0
0.242,104.0,526.0
0.243,115.0,228.0
0.244,76.0,146.0
0.245,106.0,131.0
0.249,104.0,111.0
0.254,84.0,97.0
0.257,496.5,12674.0
0.258,74.0,92.0
0.261,382.5,5901.5
0.262,355.6666666666667,6463.333333333333
0.265,200.5,2363.0
0.266,194.5,1558.5
0.27,97.0,100.0
0.272,58.0,113.0
0.273,244.0,4029.5
0.274,97.0,146.0
0.276,83.0,90.0
0.279,89.0,103.0
0.282,1048.0,76623.0
0.283,65.0,101.0
0.284,289.0,1362.0
0.285,316.0,39895.0
0.289,63.0,87.66666666666667
0.291,997.0,46348.0
0.293,82.0,125.0
0.295,50.0,92.0
0.296,76.0,100.0
0.299,387.0,19004.0
0.302,110.0,160.0
0.303,73.5,103.0
0.306,80.0,97.0
0.307,63.0,599.0
0.31,244.0,2995.0
0.313,88.0,109.0
0.314,96.5,238.5
0.315,135.0,500.0
0.317,107.5,456.5
0.319,151.0,505.0
0.322,101.0,167.5
0.324,241.5,27494.0
0.325,73.0,145.0
0.33,60.0,539.0
0.331,170.0,526.5
0.332,642.0,33765.0
0.334,55.0,95.0
0.336,90.0,150.0
0.337,68.0,99.66666666666667
0.338,426.0,14122.0
0.339,71.0,98.0
0.34,89.0,153.0
0.341,84.0,560.0
0.345,681.0,53555.0
0.346,101.0,154.0
0.347,86.0,161.0
0.349,280.0,11026.0
0.352,719.0,51966.5
0.355,134.0,301.0
0.356,78.0,105.0
0.359,164.0,1569.0
0.361,77.0,155.0
0.363,77.0,123.5
0.365,65.0,83.0
0.368,468.0,67468.0
0.371,71.0,96.0
0.373,59.0,90.0
0.38,638.0,94394.0
0.381,152.0,1610.0
0.383,134.0,462.0
0.384,3192.0,220933.0
0.389,83.0,148.0
0.39,96.0,142.0
0.394,108.0,166.0
0.395,57.0,103.0
0.397,160.0,746.0
0.398,89.66666666666667,134.0
0.399,78.5,107.5
