enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,9581,9581,0.091,1950.7832507146068,706.0,0.06102265560887811,0.16446439390280926,0.9631706981200324
0.55,9582,9582,0.092,2158.31956857589,638.0,0.05680586771445162,0.15176058265129397,0.9760960966530964
0.6,9583,9583,0.114,2160.5891499071367,626.0,0.09277609668612498,0.12969536835789597,0.976041383033627
0.65,9584,9584,0.112,2180.697851633709,760.0,0.08361096773476147,0.13162665573732885,0.9749380387666284
0.7,9585,9585,0.128,2209.1361911965496,771.0,0.10518799166631279,0.12072488277323848,0.9718543199142656
0.75,9586,9586,0.116,2230.912864426638,768.0,0.08127794893615845,0.13444289785106237,0.9783931842490136
0.8,9587,9587,0.124,2249.193821743456,670.0,0.09104087100808173,0.12976566509362406,0.9760015561002249
0.85,9588,9588,0.125,2394.0999455248098,759.0,0.08701998526610821,0.1295482766853488,0.971677299120298
0.9,9589,9589,0.128,2350.6966169555617,983.0,0.08296712613105081,0.12800995197936607,0.9754803251484931
0.95,9590,9590,0.128,2372.6250606657172,727.0,0.08435600695769398,0.1331092887521923,0.9776844257695649
1.0,9591,9591,0.119,2365.4918532256675,630.0,0.06928475864519687,0.1561280086089566,0.9521733376312495
1.05,9592,9592,0.125,2441.2005887815208,667.0,0.07657021174324433,0.14353697494140522,0.9688296776154791
1.1,9593,9593,0.123,2448.477540484238,777.0,0.07416531852548049,0.1542064363649413,0.9710760291005784
1.15,9594,9594,0.127,2481.1541506673148,661.0,0.07567436708615392,0.1507969137664962,0.9732733816070838
1.2,9595,9595,0.123,2491.3550664526597,762.0,0.07097667650106992,0.15786333661902088,0.9698845087224068
1.25,9596,9596,0.146,2616.884356937751,659.0,0.09781863231934244,0.1483331153517952,0.958588804296631
1.3,9597,9597,0.196,2661.7432174818855,796.0,0.18824137824736611,0.09341782644179306,0.9543716114481083
1.35,9598,9598,0.14,2652.8153045947083,612.0,0.08539499476521535,0.15228253456047147,0.9662916978723736
1.4,9599,9599,0.142,2690.149490670019,628.0,0.08737794969305684,0.15545181960838111,0.9624363530340957
1.45,9600,9600,0.141,2696.7960526240163,658.0,0.08500519106316606,0.16258808942135944,0.9608488723051684
