selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,highest_r2,linear,0.01222155673919012,y=0.152386 + 0.0322275*x,7020,11171334,7020,11171334,polynomial,0.012453417246016785,y=0.204262 - 0.132568*x + 0.163418*x^2 - 0.051398*x^3
,highest_r2,quadratic,0.01232478368583223,y=0.16275 + 0.00936732*x + 0.011538*x^2,7020,11171334,7020,11171334,polynomial,0.012453417246016785,y=0.204262 - 0.132568*x + 0.163418*x^2 - 0.051398*x^3
yes,highest_r2,polynomial,0.012453417246016785,y=0.204262 - 0.132568*x + 0.163418*x^2 - 0.051398*x^3,7020,11171334,7020,11171334,polynomial,0.012453417246016785,y=0.204262 - 0.132568*x + 0.163418*x^2 - 0.051398*x^3
,highest_r2,log,0.011603496458292284,y=0.02911*ln(x) + 0.185975,7020,11171334,7020,11171334,polynomial,0.012453417246016785,y=0.204262 - 0.132568*x + 0.163418*x^2 - 0.051398*x^3
