enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,7498,7498,0.182,1134.4178873849542,284.0,0.19135069941513289,0.07310770901881868,0.6304775011979734
0.51,7499,7499,0.165,729.5727624650194,284.0,0.31697287354525405,0.1285453915486934,0.5419109182746779
0.52,7500,7500,0.197,1017.9680493296612,286.0,0.09958348561042565,0.025438651652385586,0.5910663299933656
0.53,7501,7501,0.164,802.5481736593954,284.0,0.14329798421313888,0.11172015455229123,0.527226119856526
0.54,7502,7502,0.166,775.028386011359,287.0,0.17147326848180566,0.11507365162745617,0.5475893608742044
0.55,7503,7503,0.169,868.8411115714149,281.0,0.12268365417704391,0.09030355062416746,0.5335923084576834
0.56,7504,7504,0.181,907.1506342987742,287.0,0.11506839666098312,0.07308533085035351,0.5292785838728706
0.57,7505,7505,0.168,812.5199414606058,287.0,0.1499279179213903,0.10696861820130701,0.5092514382108608
0.58,7506,7506,0.168,845.832073775976,288.0,0.12539185750401163,0.0943073322483765,0.5005300276899141
0.59,7507,7507,0.18,834.8420751058416,280.0,0.14266797570809706,0.08804289296570096,0.49610878214970844
0.6,7508,7508,0.175,839.4944924500645,282.0,0.11756630757963692,0.09299293608047093,0.5046575604678192
0.61,7509,7509,0.21,1001.7544291309383,279.0,0.10998962131661501,0.03944749872477493,0.5620895634467611
0.62,7510,7510,0.16,777.4473380622826,283.0,0.11208384953257995,0.13505144842488126,0.5135381102465711
0.63,7511,7511,0.2,800.9190272873824,286.0,0.18653537997208364,0.06974310923476629,0.5472076342955057
0.64,7512,7512,0.166,702.6744241722427,281.0,0.1745140947429379,0.14195829393773432,0.45252155961016904
0.65,7513,7513,0.176,755.4917179556494,284.0,0.1318171818196259,0.1108033140201558,0.44030605417528446
0.66,7514,7514,0.157,706.1341021360437,284.0,0.13661703600636663,0.14484953482442248,0.4581084954911008
0.67,7515,7515,0.194,1154.9594524135962,277.0,0.0510556451354927,0.031907911493098205,0.5540157082635538
0.68,7516,7516,0.193,1259.7122247188047,286.0,0.034440345095365435,0.022647293730773246,0.5937530859646576
0.69,7517,7517,0.182,993.8809113656016,290.0,0.0686291411081912,0.06031320132566449,0.528277858099173
0.7,7518,7518,0.223,900.7556990480356,292.0,0.14771735198814104,0.045025153578369594,0.4967989173880317
0.71,7519,7519,0.196,1415.667986360655,284.0,0.016937361833050786,0.01144408283307507,0.5554505426255554
0.72,7520,7520,0.247,966.5884851208484,285.0,0.16399274239862305,0.018134888344919144,0.4188994119475079
0.73,7521,7521,0.167,771.8470028230616,286.0,0.10929238850978505,0.12820036582168157,0.43329980443198757
0.74,7522,7522,0.239,942.560272812752,282.0,0.1314567577978665,0.02685899930446979,0.4552532459485795
0.75,7523,7523,0.205,1048.3692488846239,285.0,0.06713619040370405,0.03974131952423261,0.5441523918043555
0.76,7524,7524,0.162,660.250985912598,284.0,0.12460595251865224,0.1550537654450612,0.3977524987034381
0.77,7525,7525,0.176,892.859544270345,282.0,0.06583028816564604,0.07864808228397714,0.45348810709242704
0.78,7526,7526,0.164,758.7100518318074,286.0,0.09037690578985828,0.12659552030731555,0.4485421625030912
0.79,7527,7527,0.182,1107.832751430109,283.0,0.034847551170264134,0.0442555459024359,0.504432012501301
0.8,7528,7528,0.191,872.9296221181451,284.0,0.08162185727121768,0.07819048843635011,0.4892176206810793
0.81,7529,7529,0.185,1099.1421311416561,287.0,0.0356395409695883,0.040169815186149614,0.49757875026067433
0.82,7530,7530,0.177,1154.268883656146,287.0,0.022377839382774937,0.03321784032887754,0.5324039928513529
0.83,7531,7531,0.18,1126.4614220602275,284.0,0.030733824778666055,0.040664813212814094,0.5293691270597108
0.84,7532,7532,0.172,1260.5977900075409,280.0,0.02095787538662919,0.037264248654279145,0.5569272340378222
0.85,7533,7533,0.178,1155.9937424731197,281.0,0.027205368723338345,0.0438091500717493,0.4907311313946576
0.86,7534,7534,0.204,960.0564756140963,284.0,0.0751428793604457,0.061687224657031525,0.5413210240416498
0.87,7535,7535,0.179,1084.053247982142,286.0,0.032496043673473675,0.04369707411447279,0.5127488136364163
0.88,7536,7536,0.188,895.1661321828287,280.0,0.05838822933852584,0.06837194171412865,0.46837295117743316
0.89,7537,7537,0.185,1297.2048708537386,281.0,0.006670364278329912,0.007787273881182031,0.42780599266874164
0.9,7538,7538,0.159,730.4540375540882,284.0,0.07976302703044459,0.14421961658328877,0.37666059439603317
0.91,7539,7539,0.214,875.2880052356076,279.0,0.09210508788295542,0.05542447970861716,0.4928063610923872
0.92,7540,7540,0.187,865.1004875554125,298.0,0.07450141513219868,0.08915804756287,0.48056847100437905
0.93,7541,7541,0.23,779.6043196283877,279.0,0.1542958973658483,0.061103743425279945,0.459232251518469
0.94,7542,7542,0.201,967.452063005342,292.0,0.060903394145312505,0.05116821720928638,0.5249562588992789
0.95,7543,7543,0.186,1065.6638126073371,282.0,0.034595598229707716,0.04357098008909262,0.49625650462690685
0.96,7544,7544,0.227,967.5417334367623,282.0,0.08670354226392493,0.03505169954410445,0.5054048944563962
0.97,7545,7545,0.187,1079.143919580494,289.0,0.040347799998509626,0.049285857444827136,0.5190806530399376
0.98,7546,7546,0.194,1013.1345845175136,289.0,0.0500192687662954,0.052813151346506895,0.4862403864596775
0.99,7547,7547,0.186,1251.0975599145038,286.0,0.02462796793749615,0.036192230164776344,0.490865485251359
1.0,7548,7548,0.174,1315.188011650921,283.0,0.014668878417076285,0.03288487477281101,0.4799209016183853
1.01,7549,7549,0.185,1132.6400830278326,288.0,0.018799067835311135,0.03128428352280693,0.47794979722145947
1.02,7550,7550,0.204,979.8921937577877,283.0,0.05683171225940189,0.052763879364955135,0.5444012578933851
1.03,7551,7551,0.176,1055.4746363012955,285.0,0.023403845615216773,0.04760939526584208,0.4832697442253593
1.04,7552,7552,0.204,1175.3944168631501,282.0,0.02380694385776343,0.02056198620393166,0.5722607540917111
1.05,7553,7553,0.197,860.2435418660665,284.0,0.06213544855175042,0.07225597687480655,0.48117584701346816
1.06,7554,7554,0.167,1063.6386930388082,291.0,0.01397662273420433,0.046795259169983575,0.42410688563158994
1.07,7555,7555,0.175,1319.2367911993708,284.0,0.007277416564702847,0.016721632185538786,0.5319207218037009
1.08,7556,7556,0.174,1339.421429613811,284.0,0.006560328218715118,0.01608953512973813,0.508839885528663
1.09,7557,7557,0.183,1056.1045650389747,282.0,0.023343695500080877,0.045053195911979774,0.49966144027750203
1.1,7558,7558,0.172,1249.1060877356283,283.0,0.006562565945289752,0.0209646790864163,0.4797781857614296
1.11,7559,7559,0.202,1110.6190699478732,286.0,0.03070677579841402,0.03342092999018793,0.5413828082755379
1.12,7560,7560,0.182,1734.3526706731236,282.0,0.0017778360625071736,0.004259536630700565,0.5275256694394157
1.13,7561,7561,0.198,978.1977311076835,286.0,0.03516054130598054,0.04429632722996168,0.45431000765671836
1.14,7562,7562,0.204,888.5210741231218,285.0,0.05281801347634854,0.0509411275245135,0.512529137525342
1.15,7563,7563,0.178,1168.6965729394005,283.0,0.013573262070609129,0.02912624262792874,0.528998845515116
