enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
1.16,7564,7564,0.209,912.1061253213801,293.0,0.05107903858108096,0.047833201837533916,0.5104617625813364
1.17,7565,7565,0.2,1070.003115623328,284.0,0.03403703004872189,0.04533840931520486,0.5633221164518091
1.18,7566,7566,0.178,1249.2449516320223,281.0,0.011013452260078828,0.028120063533552515,0.5577618409541915
1.19,7567,7567,0.175,1073.6325594215318,288.0,0.014572145576406627,0.04114464753643851,0.4737378172070057
1.2,7568,7568,0.174,1212.2714635344491,282.0,0.010943650062055435,0.03237504204520148,0.5428258791233058
1.21,7569,7569,0.161,1142.1069418620934,288.0,0.005527537377097537,0.03228887105159466,0.4163544093274072
1.22,7570,7570,0.183,1102.7301704829636,284.0,0.0190339720488134,0.04003202907108937,0.5297157891106813
1.23,7571,7571,0.187,1279.6865192020095,283.0,0.01228137325768312,0.025246609264495283,0.6005918951700844
1.24,7572,7572,0.186,1057.4167395296602,284.0,0.022577834319558072,0.04348596356957697,0.49280135525523916
1.25,7573,7573,0.203,892.5636525916261,283.0,0.05061281491064944,0.06182057486524999,0.5154670400799235
1.26,7574,7574,0.191,1217.8097876975514,280.0,0.008893318014036568,0.016214498666633395,0.4834905379399561
1.27,7575,7575,0.21,833.4104023565003,280.0,0.05898830091537814,0.06671042693730206,0.4625819087056743
1.28,7576,7576,0.197,836.4047324509787,282.0,0.05351182158608187,0.07676600688482157,0.4892829417234865
1.29,7577,7577,0.182,1146.648052115286,285.0,0.012819697650710003,0.032920061936413704,0.495745483891062
1.3,7578,7578,0.188,1083.5607158436371,286.0,0.021002749959389055,0.04216388690446084,0.5408816463261987
1.31,7579,7579,0.167,1058.2743511214644,280.0,0.007000488128295924,0.03247749938676,0.38869030567615415
1.32,7580,7580,0.19,949.072367758543,278.0,0.03264853319339816,0.05631232767212986,0.5178857540337305
1.33,7581,7581,0.197,950.7896622699741,280.0,0.03465119737163458,0.0517905259584002,0.4825289073159563
1.34,7582,7582,0.178,1379.474776572026,280.0,0.004983528300644934,0.01637825916809368,0.0814636867603522
