enviorment change rate,master run,apex x,apex y,sigma left,sigma right,r2,equation
0.5,7498,0.182,1134.4178873849542,0.19135069941513289,0.07310770901881868,0.6304775011979734,y=1134.42*exp(-(|x-0.182|^1.2)/(2*0.191351^1.2)) for x<=0.182; y=1134.42*exp(-(|x-0.182|^1.2)/(2*0.0731077^1.2)) for x>0.182
0.51,7499,0.165,729.5727624650194,0.31697287354525405,0.1285453915486934,0.5419109182746779,y=729.573*exp(-(|x-0.165|^1.9)/(2*0.316973^1.9)) for x<=0.165; y=729.573*exp(-(|x-0.165|^1.9)/(2*0.128545^1.9)) for x>0.165
0.52,7500,0.197,1017.9680493296612,0.09958348561042565,0.025438651652385586,0.5910663299933656,y=1017.97*exp(-(|x-0.197|^0.5)/(2*0.0995835^0.5)) for x<=0.197; y=1017.97*exp(-(|x-0.197|^0.5)/(2*0.0254387^0.5)) for x>0.197
0.53,7501,0.164,802.5481736593954,0.14329798421313888,0.11172015455229123,0.527226119856526,y=802.548*exp(-(|x-0.164|^1.5)/(2*0.143298^1.5)) for x<=0.164; y=802.548*exp(-(|x-0.164|^1.5)/(2*0.11172^1.5)) for x>0.164
0.54,7502,0.166,775.028386011359,0.17147326848180566,0.11507365162745617,0.5475893608742044,y=775.028*exp(-(|x-0.166|^1.4)/(2*0.171473^1.4)) for x<=0.166; y=775.028*exp(-(|x-0.166|^1.4)/(2*0.115074^1.4)) for x>0.166
0.55,7503,0.169,868.8411115714149,0.12268365417704391,0.09030355062416746,0.5335923084576834,y=868.841*exp(-(|x-0.169|^1.1)/(2*0.122684^1.1)) for x<=0.169; y=868.841*exp(-(|x-0.169|^1.1)/(2*0.0903036^1.1)) for x>0.169
0.56,7504,0.181,907.1506342987742,0.11506839666098312,0.07308533085035351,0.5292785838728706,y=907.151*exp(-(|x-0.181|^0.9)/(2*0.115068^0.9)) for x<=0.181; y=907.151*exp(-(|x-0.181|^0.9)/(2*0.0730853^0.9)) for x>0.181
0.57,7505,0.168,812.5199414606058,0.1499279179213903,0.10696861820130701,0.5092514382108608,y=812.52*exp(-(|x-0.168|^1.4)/(2*0.149928^1.4)) for x<=0.168; y=812.52*exp(-(|x-0.168|^1.4)/(2*0.106969^1.4)) for x>0.168
0.58,7506,0.168,845.832073775976,0.12539185750401163,0.0943073322483765,0.5005300276899141,y=845.832*exp(-(|x-0.168|^1.1)/(2*0.125392^1.1)) for x<=0.168; y=845.832*exp(-(|x-0.168|^1.1)/(2*0.0943073^1.1)) for x>0.168
0.59,7507,0.18,834.8420751058416,0.14266797570809706,0.08804289296570096,0.49610878214970844,y=834.842*exp(-(|x-0.18|^1.1)/(2*0.142668^1.1)) for x<=0.18; y=834.842*exp(-(|x-0.18|^1.1)/(2*0.0880429^1.1)) for x>0.18
0.6,7508,0.175,839.4944924500645,0.11756630757963692,0.09299293608047093,0.5046575604678192,y=839.494*exp(-(|x-0.175|^1)/(2*0.117566^1)) for x<=0.175; y=839.494*exp(-(|x-0.175|^1)/(2*0.0929929^1)) for x>0.175
