selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.0006536630263375143,y=0.164711 + 0.00727086*x,3510,21087022,3510,21087022,bell_curve,-0.053116189678265924,y=0.157223*exp(-((x-1.54752)^2)/(2*2.77665^2))
,lowest_r2,quadratic,0.0007942276074128785,y=0.154172 + 0.0317593*x - 0.0129384*x^2,3510,21087022,3510,21087022,bell_curve,-0.053116189678265924,y=0.157223*exp(-((x-1.54752)^2)/(2*2.77665^2))
,lowest_r2,polynomial,0.0049356506388476,y=0.36501 - 0.724608*x + 0.831799*x^2 - 0.297095*x^3,3510,21087022,3510,21087022,bell_curve,-0.053116189678265924,y=0.157223*exp(-((x-1.54752)^2)/(2*2.77665^2))
,lowest_r2,log,0.000611170762269464,y=0.00619036*ln(x) + 0.172243,3510,21087022,3510,21087022,bell_curve,-0.053116189678265924,y=0.157223*exp(-((x-1.54752)^2)/(2*2.77665^2))
yes,lowest_r2,bell_curve,-0.053116189678265924,y=0.157223*exp(-((x-1.54752)^2)/(2*2.77665^2)),3510,21087022,3510,21087022,bell_curve,-0.053116189678265924,y=0.157223*exp(-((x-1.54752)^2)/(2*2.77665^2))
