enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,9148,9148,0.105,10747.059371045712,217.0,0.10297626292922493,0.12180506339263991,0.8661502674772326
0.6,9149,9149,0.111,12079.670000933282,270.0,0.10929972411959257,0.05884118339134473,0.9701369999402496
0.7,9150,9150,0.119,12041.446931317158,290.0,0.11290042087862806,0.05183871045611116,0.9706942781053881
0.8,9151,9151,0.097,10451.689231577286,283.0,0.04836034253042739,0.15090935747472284,0.892645756332155
0.9,9152,9152,0.13,11712.303904317221,301.0,0.09842256325198025,0.06868243766191977,0.9501433735625013
1.0,9153,9153,0.129,10610.311833264706,228.0,0.09494082444202347,0.14466219398786195,0.8137093359815728
1.1,9154,9154,0.122,11460.254577596286,306.0,0.06525126943500151,0.094604808836313,0.9505040523866402
1.2,9155,9155,0.128,11071.076415923399,269.0,0.06751769901445613,0.09319790083758835,0.9441004494460536
1.3,9156,9156,0.125,10663.35878838363,281.0,0.0630464769000861,0.1084532527173725,0.9551380551315483
1.4,9157,9157,0.127,10541.435103357071,266.0,0.06322830035132801,0.10661820781073794,0.9458913705866641
