evolution rate,length lived,species population time,population
0.271667,55,154,2
0.18396,79,103,1
0.383893,171,581,3
0.105861,200,512,2
0.156698,734,33633,45
0.308366,518,14549,28
0.230913,67,145,2
0.380518,87,169,1
0.100718,265,9019,34
0.280509,284,2788,9
0.312249,589,49481,84
0.15487,128,191,1
0.21707,426,24093,56
0.062447,734,70579,96
0.264678,299,940,3
0.107795,734,16996,23
0.290297,105,335,3
0.383775,86,103,1
0.398729,82,198,2
0.387939,174,642,3
0.205401,1478,93680,63
0.389597,77,122,1
0.185644,726,60888,83
0.209785,64,126,1
0.156572,1055,43446,41
0.389029,77,81,1
0.19689,54,93,1
0.322276,1276,205071,160
0.260708,95,350,3
0.223611,136,403,2
0.09205,683,80481,117
0.387359,58,99,1
0.054746,863,69103,80
0.142744,96,193,2
0.203945,583,31444,53
0.311806,1647,180876,109
0.300213,61,113,1
0.089493,734,130118,177
0.192798,95,162,1
0.351724,597,25701,43
0.275661,1320,131988,99
0.177856,735,105211,143
0.35088,74,99,1
0.378078,206,661,3
0.384823,82,160,1
0.359834,77,109,1
0.342189,146,582,3
0.331481,420,13818,32
0.114813,293,1204,4
0.379991,67,91,1
0.178111,188,456,2
0.33818,928,61660,66
0.075711,523,21723,41
0.202103,114,416,3
0.278731,89,148,1
0.375614,108,943,8
0.381827,80,104,1
0.148183,96,161,1
0.30493,135,320,2
0.08442,723,112468,155
0.167278,411,58719,142
0.114627,735,64489,87
0.280319,71,87,1
0.10835,734,156512,213
0.208434,157,347,2
0.06753,425,25497,59
0.310783,140,306,2
0.182787,2898,403083,139
0.303384,49,90,1
