evolution rate,length lived,species population time,population
0.295,57,241,4
0.297794,92,157,1
0.344808,92,189,2
0.180504,399,11937,29
0.207466,420,19079,45
0.100265,499,38502,77
0.051226,499,92769,185
0.054214,500,51923,103
0.064888,608,38730,63
0.306296,1044,49430,47
0.092984,369,66798,181
0.19,64,208,3
0.245565,246,1336,5
0.218791,178,642,3
0.075071,257,13599,52
0.116369,499,43522,87
0.051111,214,3204,14
0.072115,494,56584,114
0.162233,441,69008,156
0.068438,499,43567,87
0.056039,1500,115443,76
0.087933,499,46383,92
0.085413,428,42374,99
0.12,65,377,5
0.360403,365,16822,46
0.313846,99,149,1
0.121562,409,18595,45
0.335506,488,59732,122
0.06855,378,31776,84
0.237284,999,149087,149
0.12541,426,28090,65
0.145744,499,84620,169
0.178333,53,179,3
0.384515,93,158,1
0.271591,175,980,5
0.162465,253,10396,41
0.217881,228,1851,8
0.061646,221,6165,27
0.254201,1090,58464,53
0.12014,52,106,2
0.128577,499,31131,62
0.054794,423,8906,21
0.072446,500,127583,255
0.236667,63,208,3
0.185533,139,237,1
0.201515,179,312,1
0.366272,124,206,1
0.143546,498,42590,85
0.194558,746,91260,122
0.331045,28,71,2
0.086365,555,23767,42
0.151612,500,19269,38
0.341667,46,90,1
0.388979,147,1700,11
0.114886,103,439,4
0.099907,874,33513,38
0.212584,66,98,1
0.254869,65,140,2
0.162168,684,133604,195
0.153891,571,88702,155
0.107482,413,69404,168
0.129837,401,17770,44
0.063804,499,38211,76
