enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.1,4164,4164,0.054,1398.6344466761777,558.0,3.5,0.058975359406778456,0.8715036217263472
0.11,4165,4165,0.059,1577.1170945712395,558.0,0.021301231688107297,0.04277367300941959,0.854794485756744
0.12,4166,4166,0.085,1457.8868125941328,555.0,0.3175509827173086,0.025511082313075296,0.8458977412663609
0.13,4167,4167,0.056,1592.300262679052,559.0,1.6532829345935516,0.04348841047841641,0.8324464795464374
0.14,4168,4168,0.05,1684.1295394771766,552.0,0.041999999999999996,0.05280172108160635,0.8766859499273434
0.15,4169,4169,0.082,1501.9409025786586,573.0,0.9898849480058868,0.028507129167468857,0.8872070185007642
0.16,4170,4170,0.066,1697.303332372773,558.0,0.3509667682663485,0.04092511005400283,0.9061886290549139
0.17,4171,4171,0.051,1622.3188231648733,561.0,3.5,0.06125526112427237,0.8874888689583083
0.18,4172,4172,0.085,1444.4792979447973,565.0,2.5606547013132466,0.03740952900753464,0.8964104759066278
0.19,4173,4173,0.064,1500.0186788932172,553.0,1.136283635754224,0.05805924643293172,0.8639238637655352
0.2,4174,4174,0.056,1719.259171003578,564.0,0.01621784677542351,0.04813728230694865,0.8808792795700523
0.21,4175,4175,0.071,1560.65841512099,550.0,0.11027064545552306,0.04094728755800216,0.8908799994777465
0.22,4176,4176,0.064,1493.9614417360071,554.0,1.136283635754224,0.05805924643293172,0.8820193846876302
0.23,4177,4177,0.053,1539.4500973720933,551.0,0.5016813253767973,0.06794357622842465,0.8869381667145648
0.24,4178,4178,0.087,1434.6845292616445,554.0,3.5,0.042286262088490074,0.8776839882012211
0.25,4179,4179,0.063,1495.3769513280286,553.0,0.03799395913286762,0.053020877431610346,0.8764890555189969
0.26,4180,4180,0.084,1377.8360105035013,575.0,3.5,0.03680242659295788,0.8733948468346068
0.27,4181,4181,0.054,1382.2738691056559,558.0,0.021502026372152715,0.07676828464402687,0.8689136428072353
0.28,4182,4182,0.089,1323.0227456664356,556.0,1.367055540760414,0.038106913852679274,0.8654798082655144
0.29,4183,4183,0.076,1297.0588016097809,558.0,0.6412291346906875,0.059132686064888355,0.8954346817405372
0.3,4184,4184,0.052,1377.8270378708212,556.0,0.09886447768050143,0.07966300494826091,0.8655648407818016
0.31,4185,4185,0.072,1298.9401762710497,554.0,1.396389523642542,0.06836537122727539,0.86526637711359
0.32,4186,4186,0.056,1388.0095903778981,555.0,1.6532829345935516,0.07170026738470348,0.8668050184416642
0.33,4187,4187,0.051,1328.7826996384224,555.0,3.5,0.08372601500116372,0.8686739912031448
0.34,4188,4188,0.054,1285.745402612622,558.0,3.5,0.08497474498323576,0.8455001917411442
0.35,4189,4189,0.077,1196.8623282160665,559.0,3.5,0.07452000722317355,0.8185093713236735
0.36,4190,4190,0.053,1271.8015998970805,555.0,0.01960486222367777,0.08131781338556728,0.8265565716925415
0.37,4191,4191,0.072,1120.8297622264954,561.0,0.24573857005245817,0.07992721658103355,0.7987059989132597
0.38,4192,4192,0.069,1182.751467915149,549.0,0.2450082292133343,0.07344017981841873,0.8041435357948574
