frame,avg evo,population
0,0.21916666666666668,30
100,0.07333333333333333,379
100,0.05,129,34.04%
100,0.07,154,40.63%
200,0.07333333333333333,145
200,0.07,77,53.10%
200,0.05,64,44.14%
300,0.07333333333333333,181
300,0.05,81,44.75%
300,0.07,99,54.70%
400,0.05,222
400,0.07,108,48.65%
400,0.05,113,50.90%
500,0.07333333333333333,237
500,0.05,111,46.84%
500,0.07,124,52.32%
600,0.05996925158960867,410
600,0.06,259,63.17%
600,0.16,140,34.15%
700,0.05996925158960867,871
700,0.16,234,26.87%
700,0.06,636,73.02%
800,0.05996925158960867,1193
800,0.06,924,77.45%
800,0.16,268,22.46%
900,0.05996925158960867,1803
900,0.16,422,23.41%
900,0.06,1379,76.48%
1000,0.05996925158960867,1279
1000,0.16,400,31.27%
1000,0.06,875,68.41%
1100,0.15867192619274822,163
1100,0.27,64,39.26%
1100,0.16,87,53.37%
1200,0.15867192619274822,321
1200,0.16,184,57.32%
1200,0.27,134,41.74%
1300,0.15867192619274822,466
1300,0.27,178,38.20%
1300,0.16,287,61.59%
1400,0.15867192619274822,431
1400,0.16,224,51.97%
1400,0.27,202,46.87%
1500,0.15867192619274822,325
1500,0.27,127,39.08%
1500,0.16,196,60.31%
1600,0.26815382088379247,92
1600,0.17,32,34.78%
1600,0.27,53,57.61%
1700,0.26815382088379247,6
1700,0.27,2,33.33%
1800,0.1625851211555366,8
1800,0.2,2,25.00%
1800,0.16,3,37.50%
1800,0.08,3,37.50%
1900,0.0758793333643989,59
1900,0.16,22,37.29%
1900,0.08,35,59.32%
2000,0.1625851211555366,136
2000,0.16,51,37.50%
2000,0.08,66,48.53%
2100,0.09715078978768084,219
2100,0.17,53,24.20%
2100,0.1,165,75.34%
2200,0.09715078978768084,262
2200,0.1,217,82.82%
2300,0.09715078978768084,91
2300,0.17,24,26.37%
2300,0.1,64,70.33%
2400,0.09715078978768084,18
2400,0.17,5,27.78%
2400,0.1,12,66.67%
2500,0.09715078978768084,129
2500,0.16,38,29.46%
2500,0.1,80,62.02%
2600,0.15751791471122215,65
