evolution rate,length lived,species population time,population
0.271667,61,201,3
0.166667,62,227,3
0.248333,62,100,1
0.155,63,301,4
0.178333,66,285,4
0.295,73,373,5
0.33,87,717,8
0.201667,95,452,4
0.213333,99,745,7
0.108333,308,2618,8
0.12,501,44784,89
0.131667,501,28379,56
0.143333,501,17715,35
0.370268,47,96,2
0.391282,79,234,2
0.356627,333,6664,20
0.165633,499,73990,148
0.135105,85,629,7
0.160782,499,69690,139
0.358668,498,19594,39
0.061311,190,1133,5
0.183541,86,105,1
0.153488,499,53220,106
0.368473,1595,156391,98
0.156642,65,99,1
0.069208,146,218,1
0.302772,69,133,1
0.372111,61,93,1
0.065802,720,40410,56
0.054848,499,30254,60
0.305193,160,835,5
0.194359,86,133,1
0.248483,408,14230,34
0.089476,251,479682,1911
0.353134,91,96,1
0.141411,545,728466,1336
0.360899,45,85,1
0.305135,44,93,2
