evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,234.0,39257.0
0.05,908.5,63896.5
0.05,963.0,106967.5
0.05,682.0,18986.0
0.05,731.6666666666666,25515.333333333332
0.05,631.5,25290.5
0.05,895.75,34010.0
0.05,1080.0,32946.0
0.05,538.0,44818.5
0.05,1056.0,58718.5
0.05,1155.6,82958.0
0.05,860.0,60868.333333333336
0.051,689.0,18570.0
0.051,805.3333333333334,53074.333333333336
0.051,494.0,18435.0
0.051,468.0,23414.5
0.051,1534.5,113174.0
0.051,381.0,29308.5
0.051,847.0,62044.5
0.051,603.0,31762.5
0.051,847.0,72546.0
0.051,654.5,18231.5
0.051,759.25,38462.5
0.051,1030.0,54235.75
0.052,462.0,47459.5
0.052,1074.5,43630.0
0.052,287.75,9957.0
0.052,803.3333333333334,29528.666666666668
0.052,241.0,8094.0
0.052,828.0,75497.0
0.052,823.6666666666666,51872.0
0.052,847.0,60425.0
0.052,553.5,34815.0
0.052,646.0,42439.0
0.052,242.0,8247.0
0.052,465.0,17754.666666666668
0.053,864.0,52203.0
0.053,626.3333333333334,43543.333333333336
0.053,910.0,39123.25
0.053,416.0,7309.0
0.053,846.0,98685.0
0.053,433.0,1394.0
0.053,773.5,49773.5
0.053,566.6666666666666,30974.666666666668
0.053,556.0,32239.0
0.053,2170.0,211588.0
0.053,795.3333333333334,52227.0
0.053,558.0,5772.0
0.054,1693.0,63280.0
0.054,1924.0,69634.0
0.054,636.0,10251.0
0.054,1396.0,91350.0
0.054,1003.0,20358.0
0.054,504.2,37168.8
0.054,521.0,16695.666666666668
0.054,719.5,54949.0
0.054,757.3333333333334,63100.0
0.054,967.5,75914.5
0.055,90.0,162.0
0.055,1541.0,39501.0
0.055,1382.0,178680.0
0.055,879.6666666666666,109931.0
0.055,262.0,3043.0
0.055,1490.0,52989.0
0.055,846.0,165667.0
0.055,2602.0,282093.0
0.055,845.0,137153.0
0.055,1209.5,93413.5
0.056,659.5,19698.5
0.056,1664.5,174208.5
0.056,1244.3333333333333,97299.0
0.056,761.3333333333334,67337.0
0.056,730.5,22064.5
0.056,1091.0,22962.0
0.056,605.5,89127.0
0.056,646.0,25037.0
0.056,1299.0,105798.0
0.056,707.0,43320.0
0.056,836.6666666666666,35105.666666666664
0.056,471.5,30744.5
0.056,1579.0,111439.0
0.056,542.5,61396.0
0.057,191.0,242.0
0.057,846.0,64198.0
0.057,846.0,81554.0
0.057,358.0,1503.0
0.057,717.5,2141.0
0.057,437.5,20607.0
0.057,932.0,55388.5
0.057,2177.0,100886.0
0.057,484.3333333333333,32100.333333333332
0.057,637.25,23706.5
0.058,623.0,30116.5
0.058,204.33333333333334,3100.6666666666665
0.058,197.0,2149.5
0.058,266.5,1967.5
0.058,632.6666666666666,49504.0
0.058,972.0,86863.0
0.058,460.5,34970.5
0.058,741.0,26202.5
0.059,1692.0,68571.0
0.059,869.0,70588.0
0.059,169.0,18743.0
0.059,1467.5,113086.0
0.059,682.5,22573.5
0.059,424.0,687.0
0.059,551.0,21068.0
