evolution rate,length lived,species population time,population
0.365,54,185,3
0.392481,90,259,2
0.298878,202,4780,23
0.129805,94,501,5
0.166667,349,11007,31
0.149943,370,22772,61
0.069985,397,12183,30
0.321977,95,282,2
0.10467,86,151,1
0.068021,510,2737,5
0.131043,139,345,2
0.224067,46,87,1
0.151932,498,43161,86
0.069379,1253,47546,37
0.13171,499,29693,59
0.247456,576,101854,176
0.102749,552,17230,31
0.169251,620,55177,88
0.269952,2400,119389,49
0.074209,168,20544,122
0.05,498,36678,73
0.127552,999,101932,102
0.07143,396,28795,72
0.238323,27,44,1
0.241672,153,804,5
0.379484,233,5093,21
0.128211,152,1109,7
0.130711,464,59908,129
0.077199,499,193887,388
0.099311,1304,148331,113
0.061265,499,54993,110
0.16125,366,116012,316
0.082572,103,644,6
0.070474,242,7599,31
0.05,43,946,22
0.209518,119,269,2
0.179654,1701,110295,64
0.337289,71,138,1
0.061667,542,36718,67
0.235151,97,111,1
0.36101,112,160,1
0.33792,129,348,2
0.058771,228,2965,13
0.231246,106,348,3
0.351696,74,139,1
0.227002,113,289,2
0.225108,3615,241432,66
0.143425,284,5022,17
0.063818,51,1190,23
0.246457,2678,145246,54
0.355604,58,105,1
0.222263,954,87762,91
0.352625,126,391,3
0.126041,85,424,4
0.085558,493,68745,139
0.084174,500,35036,70
0.098261,184,2944,16
0.31595,110,242,2
0.268493,100,135,1
0.121234,198,3660,18
0.398954,216,5259,24
0.379512,61,99,1
0.197383,92,159,1
0.075182,252,9864,39
0.085,38,1742,45
0.131667,1038,139474,134
0.087333,500,127185,254
0.059572,416,227715,547
0.117478,560,41050,73
0.068469,226,16215,71
0.109961,264,16452,62
0.125049,1138,116471,102
0.158819,54,141,2
0.343245,94,249,2
0.25667,272,5500,20
0.315387,174,705,4
0.314081,1324,134733,101
0.096548,156,12961,83
0.064127,454,32319,71
0.137003,186,15916,85
0.064793,116,3935,33
0.244518,289,4077,14
0.174706,3815,437330,114
0.113901,137,660,4
0.32796,178,4201,23
0.061966,499,66344,132
0.135203,499,25709,51
0.101342,314,24285,77
0.055333,499,29275,58
0.064735,499,47797,95
