frame,avg evo,population
0,0.21916666666666668,30
100,0.085,94
100,0.17,23,24.47%
100,0.09,57,60.64%
200,0.085,88
200,0.06,26,29.55%
200,0.09,61,69.32%
300,0.06166666666666667,101
300,0.06,51,50.50%
300,0.09,49,48.51%
400,0.085,148
400,0.06,56,37.84%
400,0.09,88,59.46%
500,0.085,105
500,0.09,70,66.67%
500,0.06,34,32.38%
600,0.176224565652921,460
600,0.18,264,57.39%
600,0.06,161,35.00%
700,0.176224565652921,204
700,0.18,121,59.31%
700,0.06,76,37.25%
800,0.176224565652921,94
800,0.18,53,56.38%
800,0.06,31,32.98%
900,0.176224565652921,79
900,0.18,59,74.68%
900,0.06,16,20.25%
1000,0.176224565652921,93
1000,0.06,37,39.78%
1000,0.18,54,58.06%
1100,0.05881216151396844,687
1100,0.18,293,42.65%
1100,0.06,384,55.90%
1200,0.05881216151396844,110
1200,0.18,40,36.36%
1200,0.06,69,62.73%
1300,0.05881216151396844,141
1300,0.06,79,56.03%
1300,0.18,62,43.97%
1400,0.05881216151396844,88
1400,0.18,33,37.50%
1400,0.06,53,60.23%
1500,0.05881216151396844,8
1500,0.06,5,62.50%
1500,0.36,2,25.00%
1600,0.13379895921535445,192
1600,0.25,47,24.48%
1600,0.13,104,54.17%
1600,0.17,41,21.35%
1700,0.13379895921535445,255
1700,0.17,105,41.18%
1700,0.13,136,53.33%
1800,0.13379895921535445,177
1800,0.17,84,47.46%
1800,0.13,93,52.54%
1900,0.12986135526257894,19
1900,0.11,6,31.58%
1900,0.13,11,57.89%
2000,0.13379895921535445,246
2000,0.26,102,41.46%
2000,0.13,138,56.10%
2100,0.2562506206265293,32
2100,0.2,13,40.62%
2100,0.26,18,56.25%
2200,0.2562506206265293,228
2200,0.19,62,27.19%
2200,0.26,131,57.46%
2300,0.1984660827304935,47
2300,0.26,22,46.81%
2300,0.19,16,34.04%
2400,0.2562506206265293,74
2400,0.19,17,22.97%
2400,0.26,43,58.11%
2500,0.2562506206265293,62
2500,0.2,19,30.65%
2500,0.26,36,58.06%
2600,0.2562506206265293,43
2600,0.26,26,60.47%
2600,0.2,16,37.21%
2700,0.1984660827304935,59
2700,0.26,27,45.76%
2700,0.2,30,50.85%
2800,0.1984660827304935,66
2800,0.2,33,50.00%
2800,0.26,31,46.97%
2900,0.1984660827304935,20
2900,0.26,6,30.00%
2900,0.2,11,55.00%
3000,0.12208991036758166,42
3000,0.26,16,38.10%
3000,0.12,24,57.14%
3100,0.09885202984045205,39
3100,0.17,11,28.21%
3100,0.1,27,69.23%
3200,0.09885202984045205,91
3200,0.1,62,68.13%
3200,0.17,27,29.67%
3300,0.09885202984045205,39
3300,0.1,32,82.05%
3400,0.09885202984045205,38
3400,0.1,34,89.47%
3500,0.1481206246595472,228
3500,0.15,117,51.32%
3500,0.1,81,35.53%
3600,0.09885202984045205,19
3600,0.1,15,78.95%
3700,0.09885202984045205,31
3700,0.1,27,87.10%
3800,0.09885202984045205,44
3800,0.1,37,84.09%
3900,0.09885202984045205,11
3900,0.1,9,81.82%
4000,0.09885202984045205,173
4000,0.1,156,90.17%
4100,0.1916199466354761,197
4100,0.36,71,36.04%
4100,0.19,115,58.38%
4200,0.33497474661023396,105
4200,0.19,35,33.33%
4200,0.33,61,58.10%
4300,0.33497474661023396,67
4300,0.33,40,59.70%
