evolution rate,length lived,species population time,population
0.146459,441,30120,68
0.322185,101,146,1
0.378945,143,666,4
0.388682,91,159,1
0.372755,428,10295,24
0.38192,120,307,2
0.272948,623,17801,28
0.277916,99,104,1
0.240752,88,201,2
0.399545,97,106,1
0.332073,83,97,1
0.050865,78,179,2
0.259173,1193,36707,30
0.197512,3578,356485,99
0.114752,78,100,1
0.347848,126,662,5
0.158319,189,247,1
0.052413,499,10231,20
0.250042,78,203,2
0.369136,91,145,1
0.219071,77,156,2
0.205047,89,98,1
0.174737,252,1889,7
0.116336,555,21501,38
0.071104,140,1150,8
0.31136,460,9873,21
0.278304,81,151,1
0.229226,103,284,2
0.248275,232,1138,4
0.37903,108,154,1
0.386621,258,3603,13
0.173937,300,4064,13
0.398004,81,140,1
0.118966,82,147,1
0.065745,145,2754,18
0.246903,221,2004,9
0.193595,84,133,1
0.111122,59,106,1
0.372036,64,117,1
0.250899,66,100,1
0.20735,59,104,1
0.0678,499,94952,190
0.076631,499,10093,20
0.157243,66,89,1
0.065388,75,95,1
0.252284,106,382,3
0.112344,62,90,1
0.224386,97,107,1
0.253193,86,114,1
0.289152,66,86,1
0.258103,96,152,1
0.3096,91,148,1
0.359836,204,1906,9
0.315985,95,161,1
0.186739,1901,113143,59
0.059875,221,5150,23
0.232577,100,156,1
0.393519,386,9585,24
0.349297,297,3361,11
0.053623,157,4008,25
0.396428,76,140,1
0.201909,18,27,1
0.185118,68,133,1
0.34515,81,151,1
0.293895,343,12000,34
0.050021,232,5649,24
0.093259,65,102,1
0.339523,88,249,2
0.209121,93,188,2
0.36924,84,242,2
0.267017,92,233,2
0.116598,215,10320,48
0.370465,109,309,2
0.1588,127,736,5
0.197638,4001,259676,64
0.065268,84,1930,22
0.13553,32,51,1
0.061667,33,850,25
0.085,33,86,2
0.096667,33,505,15
0.12,33,139,4
0.143333,33,227,6
0.155,33,722,21
0.166667,33,199,6
0.283333,33,63,1
0.306667,51,106,2
0.365,52,123,2
0.26,54,131,2
0.388333,58,110,1
0.236667,62,103,1
0.213333,63,239,3
0.341667,67,198,2
0.271667,68,238,3
0.178333,69,178,2
0.376667,82,173,2
0.33,87,157,1
0.108333,101,631,6
0.353333,101,424,4
0.318333,107,548,5
