frame,avg evo,population
0,0.21916666666666668,30
100,0.10833333333333334,167
100,0.11,94,56.29%
200,0.07333333333333333,89
200,0.11,26,29.21%
200,0.07,44,49.44%
300,0.085,148
300,0.07,33,22.30%
300,0.11,73,49.32%
300,0.09,38,25.68%
400,0.085,113
400,0.07,55,48.67%
400,0.11,49,43.36%
500,0.10833333333333334,86
500,0.11,47,54.65%
500,0.07,38,44.19%
600,0.07333333333333333,174
600,0.13,85,48.85%
600,0.07,88,50.57%
700,0.10312672309591274,86
700,0.07,43,50.00%
700,0.13,37,43.02%
800,0.13292011285849215,100
800,0.07,48,48.00%
800,0.13,51,51.00%
900,0.07333333333333333,37
900,0.13,15,40.54%
900,0.07,20,54.05%
1000,0.07333333333333333,23
1000,0.16,8,34.78%
1000,0.07,13,56.52%
1100,0.058764844632877365,151
1100,0.16,61,40.40%
1100,0.06,89,58.94%
1200,0.07570708828720266,288
1200,0.06,132,45.83%
1200,0.16,73,25.35%
1200,0.08,83,28.82%
1300,0.058764844632877365,148
1300,0.06,89,60.14%
1300,0.08,58,39.19%
1400,0.12085985656601851,6
1400,0.06,3,50.00%
1500,0.058764844632877365,170
1500,0.06,163,95.88%
1600,0.18295486849915965,19
1600,0.18,11,57.89%
1600,0.36,6,31.58%
1700,0.18295486849915965,152
1700,0.18,77,50.66%
1700,0.14,74,48.68%
1800,0.13746243316467233,253
1800,0.18,100,39.53%
1800,0.14,152,60.08%
1900,0.13746243316467233,60
1900,0.18,25,41.67%
1900,0.14,34,56.67%
2000,0.18295486849915965,34
2000,0.18,30,88.24%
2100,0.05662962369445168,66
2100,0.18,30,45.45%
2100,0.06,34,51.52%
2200,0.05662962369445168,118
2200,0.18,42,35.59%
2200,0.06,65,55.08%
2300,0.05662962369445168,31
2300,0.11,11,35.48%
2300,0.06,17,54.84%
2400,0.10529380755386822,89
2400,0.11,71,79.78%
2500,0.10529380755386822,74
2500,0.06,33,44.59%
2500,0.11,40,54.05%
2600,0.1597317689312135,106
2600,0.21,32,30.19%
2600,0.16,57,53.77%
2700,0.1597317689312135,94
2700,0.21,40,42.55%
2700,0.16,53,56.38%
2800,0.1597317689312135,688
2800,0.21,318,46.22%
2800,0.16,367,53.34%
2900,0.1597317689312135,919
2900,0.21,350,38.08%
2900,0.16,516,56.15%
3000,0.1597317689312135,803
3000,0.21,320,39.85%
3000,0.16,444,55.29%
3100,0.09221762990396903,781
3100,0.09,196,25.10%
3100,0.05,304,38.92%
3100,0.21,281,35.98%
3200,0.09221762990396903,1261
3200,0.09,707,56.07%
3200,0.05,295,23.39%
3200,0.21,259,20.54%
3300,0.09221762990396903,92
3300,0.09,56,60.87%
3300,0.05,33,35.87%
3400,0.09221762990396903,87
3400,0.05,38,43.68%
3400,0.09,48,55.17%
3500,0.09221762990396903,34
3500,0.05,15,44.12%
3500,0.09,18,52.94%
3600,0.08345461609529334,76
3600,0.27,27,35.53%
3600,0.08,44,57.89%
3700,0.08345461609529334,91
3700,0.27,24,26.37%
3700,0.08,64,70.33%
3800,0.08345461609529334,139
3800,0.12,66,47.48%
3800,0.08,70,50.36%
3900,0.08345461609529334,99
3900,0.12,42,42.42%
3900,0.08,56,56.57%
4000,0.08345461609529334,100
4000,0.12,25,25.00%
4000,0.08,73,73.00%
4100,0.11845682298493344,186
4100,0.18,90,48.39%
4100,0.12,95,51.08%
4200,0.11845682298493344,413
4200,0.18,205,49.64%
4200,0.12,207,50.12%
4300,0.11845682298493344,98
4300,0.18,32,32.65%
4300,0.12,59,60.20%
4400,0.051075150584629615,62
4400,0.12,29,46.77%
4400,0.05,32,51.61%
4500,0.051075150584629615,431
4500,0.12,205,47.56%
4500,0.05,224,51.97%
4600,0.11845682298493344,151
4600,0.12,68,45.03%
4600,0.1,56,37.09%
4700,0.09985424190658067,136
4700,0.1,77,56.62%
4700,0.12,58,42.65%
4800,0.09985424190658067,73
4800,0.1,37,50.68%
4800,0.12,35,47.95%
4900,0.09985424190658067,147
4900,0.12,52,35.37%
4900,0.1,94,63.95%
5000,0.09985424190658067,139
5000,0.12,54,38.85%
5000,0.1,83,59.71%
5100,0.11845682298493344,78
5100,0.12,52,66.67%
5200,0.11845682298493344,84
5200,0.09,23,27.38%
5200,0.12,55,65.48%
5300,0.11845682298493344,110
5300,0.12,62,56.36%
5300,0.09,47,42.73%
5400,0.11845682298493344,172
5400,0.12,103,59.88%
5400,0.09,59,34.30%
5500,0.11845682298493344,113
5500,0.09,32,28.32%
5500,0.12,74,65.49%
5600,0.05293311340958451,169
5600,0.29,43,25.44%
5600,0.05,122,72.19%
5700,0.05293311340958451,276
5700,0.05,183,66.30%
5700,0.29,90,32.61%
5800,0.05293311340958451,64
5800,0.29,15,23.44%
5800,0.05,48,75.00%
5900,0.05293311340958451,85
5900,0.29,31,36.47%
5900,0.05,51,60.00%
6000,0.05293311340958451,91
6000,0.29,34,37.36%
6000,0.05,56,61.54%
6100,0.2888668886505178,86
6100,0.06,27,31.40%
6100,0.29,58,67.44%
6200,0.2888668886505178,116
6200,0.06,51,43.97%
6200,0.29,63,54.31%
6300,0.055489758466363205,96
6300,0.29,45,46.88%
6300,0.06,50,52.08%
6400,0.12245892113767554,135
6400,0.12,72,53.33%
6400,0.29,44,32.59%
6500,0.12245892113767554,92
6500,0.12,67,72.83%
6600,0.055489758466363205,196
6600,0.06,104,53.06%
6600,0.29,90,45.92%
6700,0.1333082197833912,156
6700,0.06,76,48.72%
6700,0.13,49,31.41%
6800,0.1333082197833912,127
6800,0.06,35,27.56%
6800,0.13,74,58.27%
6900,0.1333082197833912,102
6900,0.13,73,71.57%
7000,0.1333082197833912,111
7000,0.13,67,60.36%
7000,0.06,25,22.52%
7100,0.2888668886505178,470
7100,0.17,214,45.53%
7100,0.29,255,54.26%
7200,0.2888668886505178,777
7200,0.17,344,44.27%
7200,0.29,426,54.83%
7300,0.2888668886505178,693
7300,0.17,301,43.43%
7300,0.29,384,55.41%
7400,0.2888668886505178,242
7400,0.17,99,40.91%
7400,0.29,143,59.09%
7500,0.1656246683175398,42
7500,0.17,24,57.14%
7500,0.29,16,38.10%
7600,0.2888668886505178,97
7600,0.29,59,60.82%
7600,0.12,36,37.11%
7700,0.1165519116814806,112
7700,0.29,55,49.11%
7700,0.12,47,41.96%
7800,0.1165519116814806,94
7800,0.29,41,43.62%
7800,0.12,49,52.13%
7900,0.2888668886505178,75
7900,0.12,32,42.67%
7900,0.29,40,53.33%
8000,0.1165519116814806,79
8000,0.12,32,40.51%
8000,0.29,39,49.37%
8100,0.23709568040952256,186
8100,0.29,75,40.32%
8100,0.24,51,27.42%
8100,0.09,60,32.26%
8200,0.23709568040952256,52
8200,0.24,20,38.46%
8200,0.09,22,42.31%
8300,0.23709568040952256,57
8300,0.09,14,24.56%
8300,0.24,30,52.63%
8300,0.29,13,22.81%
8400,0.23709568040952256,47
8400,0.09,20,42.55%
8400,0.24,26,55.32%
8500,0.23709568040952256,27
8500,0.24,15,55.56%
8500,0.09,10,37.04%
8600,0.11853438504144793,84
8600,0.24,20,23.81%
8600,0.12,57,67.86%
8700,0.11853438504144793,94
8700,0.12,53,56.38%
8700,0.05,28,29.79%
8800,0.11853438504144793,66
8800,0.12,55,83.33%
8900,0.11853438504144793,65
8900,0.05,18,27.69%
8900,0.12,46,70.77%
9000,0.11853438504144793,175
9000,0.12,96,54.86%
9000,0.07,46,26.29%
9100,0.14367546658888836,627
9100,0.33,134,21.37%
9100,0.14,473,75.44%
9200,0.14367546658888836,881
9200,0.14,550,62.43%
9200,0.33,272,30.87%
9300,0.14367546658888836,302
9300,0.33,121,40.07%
9300,0.14,180,59.60%
9400,0.14367546658888836,31
9400,0.14,18,58.06%
9400,0.33,12,38.71%
9500,0.14367546658888836,39
9500,0.14,35,89.74%
9600,0.16284075186566446,425
9600,0.16,223,52.47%
9600,0.22,199,46.82%
9700,0.16284075186566446,133
9700,0.16,70,52.63%
9700,0.22,37,27.82%
9800,0.09769684141721771,133
9800,0.16,42,31.58%
9800,0.1,89,66.92%
9900,0.09769684141721771,170
9900,0.16,74,43.53%
9900,0.1,95,55.88%
10000,0.09769684141721771,158
10000,0.1,89,56.33%
10000,0.16,67,42.41%
10100,0.16284075186566446,227
10100,0.39,100,44.05%
10100,0.16,126,55.51%
10200,0.16284075186566446,132
10200,0.39,33,25.00%
10200,0.16,76,57.58%
10300,0.16284075186566446,142
10300,0.21,54,38.03%
10300,0.16,82,57.75%
10400,0.16284075186566446,127
10400,0.21,49,38.58%
10400,0.16,78,61.42%
10500,0.16284075186566446,135
10500,0.21,65,48.15%
10500,0.16,69,51.11%
10600,0.21213730548508986,314
10600,0.39,115,36.62%
10600,0.21,198,63.06%
10700,0.21213730548508986,141
10700,0.21,75,53.19%
10700,0.39,65,46.10%
10800,0.21213730548508986,90
10800,0.39,34,37.78%
10800,0.21,52,57.78%
10900,0.21213730548508986,103
10900,0.21,60,58.25%
10900,0.39,39,37.86%
11000,0.21213730548508986,105
11000,0.39,30,28.57%
11000,0.21,60,57.14%
11100,0.21213730548508986,110
11100,0.37,42,38.18%
11100,0.21,66,60.00%
11200,0.07516226656156247,119
11200,0.21,25,21.01%
11200,0.08,91,76.47%
11300,0.07516226656156247,143
11300,0.21,59,41.26%
11300,0.08,83,58.04%
11400,0.07516226656156247,130
11400,0.21,39,30.00%
11400,0.08,90,69.23%
11500,0.07516226656156247,154
11500,0.08,102,66.23%
11500,0.21,52,33.77%
11600,0.21213730548508986,253
11600,0.21,200,79.05%
11700,0.21213730548508986,642
11700,0.21,391,60.90%
11700,0.14,245,38.16%
11800,0.07497645109549671,419
11800,0.21,150,35.80%
11800,0.07,250,59.67%
11900,0.07497645109549671,91
11900,0.07,56,61.54%
11900,0.12,20,21.98%
12000,0.07497645109549671,135
12000,0.12,61,45.19%
12000,0.07,73,54.07%
12100,0.13462926078529427,237
12100,0.13,122,51.48%
12100,0.12,113,47.68%
12200,0.12024140051992012,135
12200,0.12,69,51.11%
12200,0.13,65,48.15%
12300,0.12024140051992012,137
12300,0.13,55,40.15%
12300,0.12,74,54.01%
12400,0.12024140051992012,80
12400,0.12,48,60.00%
12400,0.13,21,26.25%
12500,0.13462926078529427,42
12500,0.13,11,26.19%
12500,0.33,11,26.19%
12500,0.12,20,47.62%
12600,0.05973388917686639,53
12600,0.06,50,94.34%
12700,0.10724835238464789,209
12700,0.11,111,53.11%
12700,0.2,46,22.01%
12700,0.06,52,24.88%
12800,0.10724835238464789,1570
12800,0.11,779,49.62%
12800,0.06,690,43.95%
12900,0.05973388917686639,603
12900,0.11,291,48.26%
12900,0.06,310,51.41%
13000,0.05973388917686639,89
13000,0.06,46,51.69%
13000,0.11,41,46.07%
13100,0.09779000506819496,68
13100,0.1,54,79.41%
13200,0.09779000506819496,205
13200,0.1,199,97.07%
13300,0.09779000506819496,42
13300,0.07,17,40.48%
13300,0.1,24,57.14%
13400,0.07143047174023376,105
13400,0.1,51,48.57%
13400,0.07,53,50.48%
13500,0.07143047174023376,84
13500,0.1,39,46.43%
13500,0.07,44,52.38%
13600,0.09779000506819496,98
13600,0.32,30,30.61%
13600,0.1,67,68.37%
13700,0.09779000506819496,77
13700,0.1,54,70.13%
13800,0.09779000506819496,31
13800,0.23,7,22.58%
13800,0.1,19,61.29%
13900,0.09779000506819496,34
13900,0.1,19,55.88%
13900,0.23,15,44.12%
14000,0.09779000506819496,101
14000,0.23,32,31.68%
14000,0.1,67,66.34%
14100,0.22829289551826515,61
14100,0.23,37,60.66%
14100,0.15,21,34.43%
14200,0.13246585395804084,158
14200,0.13,115,72.78%
14300,0.13246585395804084,39
14300,0.13,26,66.67%
14400,0.13246585395804084,22
14400,0.11,7,31.82%
14400,0.13,13,59.09%
14500,0.13246585395804084,14
14500,0.13,10,71.43%
