selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.041158351562879614,y=-0.937221 + 2.16574*x,629,357842,629,357842,bell_curve,0.010068756596389505,y=0.166062*exp(-((x-0.513692)^2)/(2*0.0174078^2))
,lowest_r2,quadratic,0.06659043307592383,y=-77.5671 + 303.003*x - 295.185*x^2,629,357842,629,357842,bell_curve,0.010068756596389505,y=0.166062*exp(-((x-0.513692)^2)/(2*0.0174078^2))
,lowest_r2,polynomial,0.06659043307592571,y=-27.1315 + 6.24724*x + 286.764*x^2 - 380.359*x^3,629,357842,629,357842,bell_curve,0.010068756596389505,y=0.166062*exp(-((x-0.513692)^2)/(2*0.0174078^2))
,lowest_r2,log,0.04152342325201863,y=1.10833*ln(x) + 0.913753,629,357842,629,357842,bell_curve,0.010068756596389505,y=0.166062*exp(-((x-0.513692)^2)/(2*0.0174078^2))
yes,lowest_r2,bell_curve,0.010068756596389505,y=0.166062*exp(-((x-0.513692)^2)/(2*0.0174078^2)),629,357842,629,357842,bell_curve,0.010068756596389505,y=0.166062*exp(-((x-0.513692)^2)/(2*0.0174078^2))
