selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
yes,lowest_r2,linear,2.220446049250313e-16,y=-0.0259811 + 1.71429*x,351,152022,351,152022,linear,2.220446049250313e-16,y=-0.0259811 + 1.71429*x
,lowest_r2,log,4.440892098500626e-16,y=-0.046875*ln(x) + 0.0375138,351,152022,351,152022,linear,2.220446049250313e-16,y=-0.0259811 + 1.71429*x
