evolution rate,length lived,species population time,population
0.17572,150,273,1
0.360028,164,288,1
0.151304,307,15852,51
0.085,742,40512,54
0.348143,114,237,2
0.253025,345,2468,7
0.393185,97,194,2
0.161193,85,151,1
0.05,1242,68148,54
0.082462,337,30235,89
0.354065,78,134,1
0.355571,101,334,3
0.242967,188,914,4
0.108981,304,14421,47
0.12759,498,102267,205
0.163336,497,109453,220
0.355954,86,239,2
0.267504,161,1082,6
0.322738,101,108,1
0.278412,80,98,1
0.103147,691,52350,75
0.069916,501,44176,88
0.069258,71,89,1
0.207084,139,213,1
0.138835,504,55053,109
0.117576,167,3715,22
0.23603,668,13549,20
0.10006,677,84903,125
0.081277,64,80,1
0.23293,73,94,1
0.173897,98,105,1
0.343703,155,263,1
0.259255,196,3596,18
0.338246,143,338,2
0.059679,135,5616,41
0.379165,98,480,4
0.27665,104,141,1
0.135918,314,2206,7
0.183258,86,103,1
0.366278,81,95,1
0.090119,830,38191,46
0.135075,160,205,1
0.347624,69,178,2
0.363181,147,875,5
0.173353,193,1332,6
0.247903,104,205,1
0.219792,69,90,1
0.107683,715,36703,51
0.153962,351,13044,37
0.224973,68,157,2
0.384542,125,334,2
0.396085,110,137,1
0.387164,140,303,2
0.208939,73,162,2
0.067908,536,54750,102
0.253036,47,63,1
0.358047,85,157,1
0.245213,53,85,1
0.246473,399,33633,84
0.061091,999,95973,96
0.375812,107,699,6
0.131376,859,21426,24
0.336138,601,9173,15
0.214977,736,11105,15
0.119562,388,8586,22
0.251479,332,4382,13
0.236737,90,203,2
0.34858,196,1542,7
0.261694,347,7178,20
0.091797,81,173,2
0.260666,80,183,2
0.306927,96,105,1
0.191812,150,218,1
0.232802,1396,46200,33
0.190458,612,13563,22
0.057963,98,8795,89
0.090669,232,2826,12
0.18247,390,5987,15
0.05676,369,15461,41
0.219497,547,12829,23
0.356967,109,427,3
0.305798,160,453,2
0.195743,281,5579,19
0.179082,87,104,1
0.332844,69,99,1
0.169174,122,553,4
0.065466,731,33362,45
0.359303,99,169,1
0.282784,86,128,1
0.183035,87,100,1
0.114524,671,52234,77
0.242775,167,923,5
0.122381,147,319,2
0.162204,78,89,1
0.086243,579,9534,16
0.245026,104,157,1
0.314982,135,295,2
0.174698,100,131,1
0.288715,60,88,1
0.124772,499,35301,70
