evolution rate,length lived,species population time,population
0.388333,54,145,2
0.341667,65,199,3
0.26,69,150,2
0.376667,73,192,2
0.155,115,791,6
0.19,138,872,6
0.271667,152,1728,11
0.295,167,1114,6
0.248333,201,7033,34
0.166667,254,17869,70
0.348819,46,86,1
0.306012,118,1162,9
0.05,501,59518,118
0.12,501,36843,73
0.386246,80,81,1
0.176956,50,100,2
0.195431,277,2636,9
0.130173,170,1594,9
0.181099,655,33370,50
0.314556,52,86,1
0.337751,93,194,2
0.357366,882,54991,62
0.389838,85,102,1
0.059134,499,26838,53
0.124952,28,243,8
0.24647,97,297,3
0.193002,554,39148,70
0.087139,498,79032,158
0.355222,89,237,2
0.201379,75,250,3
0.179912,63,130,2
0.180057,682,66018,96
0.217563,162,3485,21
0.36931,68,88,1
0.275548,98,148,1
0.072653,499,94676,189
0.218948,54,95,1
0.156114,66,92,1
0.26984,393,18013,45
0.259916,124,293,2
0.357845,194,1815,9
0.270155,127,365,2
0.09831,527,30267,57
0.064006,182,14032,77
0.209482,61,85,1
0.371699,201,14696,73
0.17526,217,3359,15
0.067549,499,101850,204
0.305023,103,217,2
0.088147,999,142191,142
0.286127,571,19796,34
0.186392,75,116,1
0.333458,59,107,1
0.321436,322,3141,9
0.119889,150,2109,14
0.109767,256,1035,4
0.321548,106,134,1
0.243732,63,132,2
0.248275,86,149,1
0.249152,54,96,1
0.159727,204,2137,10
0.239094,588,10477,17
0.223567,3734,256171,68
0.156032,410,20994,51
0.167793,45,118,2
0.172926,529,6073,11
0.201744,4001,324397,81
0.394658,604,23535,38
0.071359,75,210,2
0.295,43,80,1
0.26,45,87,1
0.236667,46,85,1
0.143333,48,93,1
0.225,50,94,1
0.306667,51,143,2
0.318333,54,106,1
0.33,55,108,1
0.341667,56,98,1
0.248333,58,103,1
0.12,59,162,2
0.166667,59,100,1
0.201667,59,102,1
0.388333,61,151,2
0.376667,64,410,6
0.283333,70,201,2
0.213333,76,252,3
0.19,89,159,1
0.365,99,161,1
0.353333,100,238,2
0.271667,119,739,6
0.178333,123,314,2
0.131667,256,5238,20
0.108333,261,2913,11
0.155,270,2894,10
0.05,279,11017,39
0.061667,288,19485,67
0.073333,394,61828,156
0.085,394,10064,25
0.327149,89,312,3
0.35973,80,97,1
0.136834,236,4242,17
0.290219,110,341,3
0.268199,58,106,1
0.152619,184,1634,8
0.096667,894,98877,110
0.147813,202,10854,53
0.247539,32,63,1
0.052128,25,134,5
0.251258,73,235,3
0.137037,370,5268,14
0.051807,499,147484,295
0.361813,114,616,5
0.307768,354,70536,199
0.063885,89,567,6
0.132546,439,82069,186
0.244809,54,97,1
0.255071,153,2027,13
0.225682,68,106,1
0.265887,1391,102296,73
0.301649,56,105,1
0.100254,275,10911,39
0.242754,60,158,2
0.363775,108,1413,13
0.351888,154,3397,22
0.239305,98,144,1
0.329664,92,116,1
0.117774,58,126,2
0.284803,68,186,2
0.082725,999,79395,79
0.101288,499,39980,80
0.359098,20,30,1
0.256515,124,1422,11
0.20797,318,5330,16
0.195301,98,190,1
0.121919,499,51058,102
0.096513,374,70725,189
0.102152,82,3008,36
0.370801,107,1039,9
0.342208,358,37568,104
0.067225,128,438,3
0.138321,391,23825,60
0.1722,79,282,3
0.240064,894,74893,83
0.321619,68,98,1
0.085869,511,46272,90
0.153573,419,11890,28
0.390951,36,60,1
0.289487,69,164,2
0.3969,116,580,5
0.132537,53,89,1
0.21693,64,209,3
0.114233,499,211306,423
0.192892,498,180316,362
0.072846,263,19341,73
0.268023,111,253,2
0.336917,118,1157,9
0.192159,447,19933,44
0.152079,500,146731,293
0.156011,498,141090,283
0.078468,49,347,7
0.205598,69,101,1
0.369278,137,416,3
0.064214,500,113783,227
0.31481,74,140,1
0.119696,424,29220,68
0.278926,1116,52140,46
0.279703,220,399,1
0.084311,161,11089,68
0.270871,120,221,1
0.152598,999,89871,89
0.163377,378,10473,27
0.251859,2024,199922,98
0.38351,312,37278,119
0.183197,55,97,1
0.276059,491,96161,195
0.155205,499,129019,258
0.122464,131,5130,39
0.31173,214,4730,22
0.073959,507,49542,97
0.237042,527,15066,28
0.241608,90,351,3
0.179412,156,2229,14
0.260774,118,181,1
0.187087,107,240,2
0.154975,81,106,1
0.310985,63,107,1
0.165123,378,3646,9
0.207839,1014,271643,267
0.172394,192,1505,7
0.162237,78,96,1
0.180837,75,116,1
0.119042,499,65948,132
0.094745,109,813,7
0.398369,96,353,3
0.305154,228,2216,9
0.127392,499,141086,282
0.23249,157,1599,10
0.126436,155,479,3
0.304791,63,138,2
0.38144,72,103,1
0.136013,89,142,1
0.113632,399,23641,59
0.282618,55,93,1
0.34286,70,92,1
0.185897,4001,637399,159
0.173549,2001,177404,88
0.082304,334,1002,3
0.225,54,143,2
0.318333,57,140,2
0.388333,57,131,2
0.26,62,143,2
0.271667,62,306,4
0.283333,64,148,2
0.085,66,196,2
0.306667,68,232,3
0.19,70,150,2
0.295,73,145,1
0.131667,74,369,4
0.201667,76,306,4
0.33,78,286,3
0.248333,80,256,3
0.341667,80,190,2
0.376667,94,273,2
0.166667,96,390,4
0.353333,97,188,1
0.365,99,302,3
0.236667,106,523,4
0.143333,109,978,8
0.05,112,896,8
0.178333,112,810,7
0.213333,115,482,4
0.155,128,822,6
0.108333,212,3583,16
0.073333,251,6176,24
0.12,374,12194,32
0.198394,76,94,1
