frame,avg evo,population
0,0.21916666666666668,30
100,0.09666666666666668,106
100,0.23,22,20.75%
100,0.1,64,60.38%
200,0.09666666666666668,73
200,0.1,42,57.53%
200,0.11,22,30.14%
300,0.09666666666666668,141
300,0.1,83,58.87%
300,0.23,37,26.24%
400,0.09666666666666668,123
400,0.23,45,36.59%
400,0.1,67,54.47%
500,0.09666666666666668,90
500,0.23,39,43.33%
500,0.1,46,51.11%
600,0.10833333333333334,248
600,0.23,109,43.95%
600,0.11,137,55.24%
700,0.10833333333333334,78
700,0.23,24,30.77%
700,0.11,53,67.95%
800,0.10833333333333334,33
800,0.11,31,93.94%
900,0.10833333333333334,102
900,0.11,56,54.90%
900,0.1,46,45.10%
1000,0.10833333333333334,47
1000,0.11,23,48.94%
1000,0.1,23,48.94%
1100,0.10418757002665033,151
1100,0.1,146,96.69%
1200,0.10418757002665033,57
1200,0.1,52,91.23%
1300,0.10418757002665033,28
1300,0.06,6,21.43%
1300,0.1,20,71.43%
1400,0.10418757002665033,147
1400,0.1,127,86.39%
1500,0.10418757002665033,339
1500,0.1,312,92.04%
1600,0.32515702628475407,57
1600,0.33,30,52.63%
1600,0.25,18,31.58%
1700,0.25355809854390576,64
1700,0.33,30,46.88%
1700,0.25,33,51.56%
1800,0.25355809854390576,91
1800,0.33,42,46.15%
1800,0.25,48,52.75%
1900,0.25355809854390576,52
1900,0.25,30,57.69%
1900,0.33,21,40.38%
2000,0.25355809854390576,80
2000,0.09,39,48.75%
2000,0.25,39,48.75%
2100,0.25801547887948717,251
2100,0.25,122,48.61%
2100,0.34,123,49.00%
2200,0.25355809854390576,159
2200,0.25,87,54.72%
2200,0.34,71,44.65%
2300,0.25355809854390576,39
2300,0.25,17,43.59%
2300,0.34,15,38.46%
2400,0.25355809854390576,55
2400,0.25,29,52.73%
2400,0.16,15,27.27%
2500,0.25355809854390576,10
2500,0.25,7,70.00%
2600,0.29018595394074653,44
2600,0.29,30,68.18%
2600,0.34,10,22.73%
2700,0.300019968137443,19
2700,0.34,6,31.58%
2700,0.3,10,52.63%
2800,0.10784160245625389,165
2800,0.11,84,50.91%
2800,0.3,74,44.85%
2900,0.300019968137443,89
2900,0.3,51,57.30%
2900,0.11,33,37.08%
3000,0.300019968137443,93
3000,0.3,50,53.76%
3000,0.11,42,45.16%
3100,0.300019968137443,381
3100,0.14,142,37.27%
3100,0.3,232,60.89%
3200,0.13801705166907507,542
3200,0.14,276,50.92%
3200,0.3,262,48.34%
3300,0.13801705166907507,121
3300,0.3,57,47.11%
3300,0.14,61,50.41%
3400,0.300019968137443,123
3400,0.14,58,47.15%
3400,0.3,62,50.41%
3500,0.300019968137443,126
3500,0.3,68,53.97%
3500,0.14,56,44.44%
3600,0.300019968137443,490
3600,0.33,211,43.06%
3600,0.3,261,53.27%
3700,0.300019968137443,162
3700,0.33,65,40.12%
3700,0.3,94,58.02%
3800,0.300019968137443,126
3800,0.3,70,55.56%
3800,0.33,49,38.89%
3900,0.1457131327884412,127
3900,0.33,38,29.92%
3900,0.15,70,55.12%
4000,0.1457131327884412,112
4000,0.3,35,31.25%
4000,0.15,72,64.29%
4100,0.300019968137443,592
4100,0.3,293,49.49%
4100,0.33,135,22.80%
4100,0.13,164,27.70%
4200,0.300019968137443,238
4200,0.3,91,38.24%
4200,0.13,118,49.58%
4300,0.12918855507708993,128
4300,0.13,80,62.50%
4300,0.3,28,21.88%
4400,0.12918855507708993,98
4400,0.33,22,22.45%
4400,0.13,74,75.51%
4500,0.12918855507708993,127
4500,0.13,74,58.27%
4500,0.33,52,40.94%
4600,0.06553109284491421,1061
4600,0.07,828,78.04%
4700,0.06553109284491421,1268
4700,0.33,462,36.44%
4700,0.07,752,59.31%
4800,0.06553109284491421,401
4800,0.07,236,58.85%
4800,0.33,157,39.15%
4900,0.06553109284491421,114
4900,0.33,24,21.05%
4900,0.07,72,63.16%
5000,0.06553109284491421,112
5000,0.1,46,41.07%
5000,0.07,65,58.04%
5100,0.10437772466221641,62
5100,0.1,59,95.16%
5200,0.10437772466221641,332
5200,0.1,200,60.24%
5200,0.16,131,39.46%
5300,0.16195436296664178,117
5300,0.1,58,49.57%
