selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.0019560449494037124,y=0.165183 + 0.0561263*x,8424,4687147,8424,4687147,bell_curve,-0.05894271401377149,y=0.18287*exp(-((x-0.754622)^2)/(2*0.652499^2))
,lowest_r2,quadratic,0.0021051179084514704,y=0.0723375 + 0.362681*x - 0.249749*x^2,8424,4687147,8424,4687147,bell_curve,-0.05894271401377149,y=0.18287*exp(-((x-0.754622)^2)/(2*0.652499^2))
,lowest_r2,polynomial,0.002232501559236044,y=-0.789101 + 4.63911*x - 7.27018*x^2 + 3.81198*x^3,8424,4687147,8424,4687147,bell_curve,-0.05894271401377149,y=0.18287*exp(-((x-0.754622)^2)/(2*0.652499^2))
,lowest_r2,log,0.0020097646148257153,y=0.0345982*ln(x) + 0.216749,8424,4687147,8424,4687147,bell_curve,-0.05894271401377149,y=0.18287*exp(-((x-0.754622)^2)/(2*0.652499^2))
yes,lowest_r2,bell_curve,-0.05894271401377149,y=0.18287*exp(-((x-0.754622)^2)/(2*0.652499^2)),8424,4687147,8424,4687147,bell_curve,-0.05894271401377149,y=0.18287*exp(-((x-0.754622)^2)/(2*0.652499^2))
