enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,7297,7297,0.163,1188.7097996084865,624.0,0.13593411579234038,0.0810470741391805,0.6547991930884766
0.51,7298,7298,0.179,883.6462704183438,579.0,0.15247746067958137,0.07211468568185658,0.5580391837093106
0.52,7299,7299,0.158,719.265022777438,577.0,0.22646214406059575,0.13927014630763235,0.561285956143829
0.53,7300,7300,0.175,774.3918319909,591.0,0.20938003116645548,0.10123904186588885,0.5118736769557845
0.54,7301,7301,0.186,1063.5588231257495,575.0,0.07950005433952631,0.044473750866452104,0.5916157814579839
0.55,7302,7302,0.168,803.6825914038595,618.0,0.14320199613301016,0.1092916370581851,0.5429841746441253
0.56,7303,7303,0.159,731.9232597410983,560.0,0.20568085125195618,0.1419836986725339,0.5125216431881361
0.57,7304,7304,0.169,800.1735183573824,599.0,0.1425937602559002,0.11393164405045232,0.48690319038516583
0.58,7305,7305,0.179,1109.4631424984618,584.0,0.0528494060478452,0.03863792360453683,0.5205372315671877
0.59,7306,7306,0.187,1047.3378018748153,571.0,0.06460165277852631,0.04138144058006678,0.5005915797093656
0.6,7307,7307,0.197,1074.7167866862287,598.0,0.07672703751413297,0.03426489286872802,0.5479443962075212
0.61,7308,7308,0.169,926.7527531579194,600.0,0.08037937091084572,0.07784652654142185,0.48650654458325215
0.62,7309,7309,0.252,859.4338649065829,585.0,0.6389633384035606,0.01531556728452975,0.4856919035938373
0.63,7310,7310,0.188,1024.7763335082084,610.0,0.07119029511743809,0.04216388690446084,0.5406480127271591
0.64,7311,7311,0.18,735.6303101908071,558.0,0.17058454175375906,0.11393596907237863,0.45575461096321
0.65,7312,7312,0.197,896.2959914280221,604.0,0.10799133918949914,0.05214577560573551,0.5353072591846507
0.66,7313,7313,0.164,778.8328711400321,573.0,0.10837846347474751,0.12909239321485808,0.44758863605825827
0.67,7314,7314,0.184,1155.1300790440143,570.0,0.04160124602700842,0.037985684008474296,0.556346376183767
0.68,7315,7315,0.204,1040.212073055192,583.0,0.0827704444724829,0.040613807852210845,0.571103055215737
0.69,7316,7316,0.198,1058.7192449106726,568.0,0.06823860126635106,0.037155823558315676,0.5216599402627955
0.7,7317,7317,0.166,901.8447302904692,574.0,0.07594233182990553,0.10175067897747692,0.47413783524254705
0.71,7318,7318,0.206,1032.6139048685357,566.0,0.0745736294202055,0.03313175634046032,0.5336259560009841
0.72,7319,7319,0.163,940.9227400619376,560.0,0.05655520273132153,0.08618995034732382,0.4374052942450708
0.73,7320,7320,0.178,1088.8729957810492,567.0,0.03747697833389567,0.04868210220322521,0.48735213289342083
