selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.0008848762595810022,y=0.18507 + 0.0165014*x,21369,9713860,21369,9713860,bell_curve,-0.07089365105838197,y=0.179527*exp(-((x-1.59889)^2)/(2*2.82704^2))
,lowest_r2,quadratic,0.0008945407665316152,y=0.178431 + 0.0339979*x - 0.0109682*x^2,21369,9713860,21369,9713860,bell_curve,-0.07089365105838197,y=0.179527*exp(-((x-1.59889)^2)/(2*2.82704^2))
,lowest_r2,polynomial,0.0008980426368933037,y=0.198283 - 0.0453055*x + 0.0912956*x^2 - 0.0426817*x^3,21369,9713860,21369,9713860,bell_curve,-0.07089365105838197,y=0.179527*exp(-((x-1.59889)^2)/(2*2.82704^2))
,lowest_r2,log,0.0008932399520812373,y=0.0127591*ln(x) + 0.20144,21369,9713860,21369,9713860,bell_curve,-0.07089365105838197,y=0.179527*exp(-((x-1.59889)^2)/(2*2.82704^2))
yes,lowest_r2,bell_curve,-0.07089365105838197,y=0.179527*exp(-((x-1.59889)^2)/(2*2.82704^2)),21369,9713860,21369,9713860,bell_curve,-0.07089365105838197,y=0.179527*exp(-((x-1.59889)^2)/(2*2.82704^2))
