evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,255.0,861.0
0.051,1531.0,143161.0
0.052,1644.5,109385.0
0.053,1614.0,74233.0
0.054,1050.6,53521.8
0.055,105.5,119.5
0.056,1831.0,50464.0
0.057,1179.0,79109.0
0.06,3500.0,166716.0
0.063,2913.0,149335.33333333334
0.064,1368.0,56188.0
0.068,1978.0,66076.5
0.069,629.0,39264.0
0.07,858.6666666666666,34713.0
0.071,2077.5,94059.5
0.074,389.6666666666667,13472.666666666666
0.076,3500.0,164604.5
0.077,96.0,106.0
0.078,2037.0,100167.0
0.079,3500.0,244628.0
0.08,92.0,98.0
0.081,3500.0,119339.0
0.082,2132.0,112080.0
0.083,69.0,660.0
0.084,2458.0,123329.5
0.085,59.0,139.0
0.088,3500.0,307727.0
0.089,1224.0,67500.0
0.09,1572.6666666666667,42506.333333333336
0.091,1467.3333333333333,68541.33333333333
0.092,3500.0,157794.0
0.094,1829.5,101172.5
0.097,2453.6666666666665,106954.0
0.098,715.0,40425.0
0.101,1975.0,93613.66666666667
0.102,933.0,38874.0
0.103,2370.3333333333335,100366.33333333333
0.105,1649.2,97920.6
0.106,980.0,26714.0
0.107,178.0,1585.0
0.108,1602.6666666666667,53423.666666666664
0.109,3500.0,216259.0
0.11,1041.0,16161.0
0.111,1788.0,81087.0
0.113,3500.0,214371.0
0.114,2149.5,138641.0
0.115,3500.0,208558.0
0.117,3500.0,180465.0
0.118,1781.5,68321.5
0.119,1795.5,73961.5
0.121,3500.0,254532.0
0.122,739.0,29586.0
0.123,3500.0,150913.0
0.124,233.0,518.0
0.126,3500.0,216932.0
0.127,3500.0,108945.33333333333
0.128,2953.75,120641.0
0.129,3500.0,114695.66666666667
0.131,3500.0,149780.5
0.132,3500.0,210067.0
0.133,3500.0,111523.5
0.134,3500.0,264883.0
0.135,2384.0,160473.33333333334
0.136,3500.0,198771.33333333334
0.138,3500.0,205960.33333333334
0.139,1569.0,42450.0
0.14,3500.0,96923.0
0.143,1783.5,64730.5
0.144,1480.25,102126.5
0.145,2354.6666666666665,109346.66666666667
0.146,3500.0,164867.25
0.147,1789.0,77488.0
0.149,2231.5,84547.5
0.151,2369.3333333333335,99584.66666666667
0.152,1780.5,46928.5
0.154,168.0,198.0
0.155,3500.0,46243.0
0.156,3500.0,247360.0
0.158,3500.0,258788.0
0.159,2662.25,171860.75
0.16,3500.0,252056.0
0.161,3500.0,163708.5
0.162,3500.0,127768.5
0.163,2036.5,55740.0
0.164,2718.3333333333335,153185.66666666666
0.165,1336.0,40903.0
0.166,90.0,97.0
0.167,3500.0,209193.0
0.168,1914.5,79604.5
0.169,2418.0,107105.33333333333
0.173,959.0,29848.333333333332
0.174,1042.0,31579.0
0.175,2365.0,90577.0
0.176,3500.0,146248.0
0.177,2544.1666666666665,112829.5
0.178,1175.0,31824.0
0.179,1802.0,58839.5
0.18,3500.0,177115.0
0.181,3500.0,176421.5
0.182,771.6666666666666,25277.333333333332
0.183,3500.0,119868.5
0.184,3500.0,197742.0
0.185,2583.0,113958.66666666667
0.188,2100.5,59282.0
0.189,1607.0,75567.0
0.19,2362.0,106098.0
0.191,1748.857142857143,54635.42857142857
0.192,3500.0,128544.5
0.193,3500.0,93218.0
0.194,2476.0,126863.5
0.195,3500.0,181308.5
0.196,2742.6666666666665,123458.5
0.197,3500.0,87488.0
0.198,2822.4,96698.8
0.199,3500.0,110903.0
0.2,3500.0,178898.0
0.201,3500.0,119289.5
0.202,2710.3333333333335,141213.33333333334
0.203,3500.0,184837.0
0.204,2034.6666666666667,107812.66666666667
0.205,3500.0,133639.0
0.206,3500.0,194395.0
0.207,108.0,145.0
0.208,3500.0,241176.0
0.209,3500.0,179166.0
0.21,3500.0,201443.0
0.211,598.0,11014.5
0.212,1598.0,33516.0
0.213,3500.0,108881.5
0.214,1839.0,94289.0
0.216,1865.75,61948.0
0.217,1936.5,33234.5
0.218,3500.0,187711.5
0.219,3500.0,198042.0
0.22,3500.0,234253.0
0.221,2330.5,78948.5
0.223,2465.0,107688.0
0.224,3500.0,121851.0
0.225,2649.0,119184.75
0.226,2312.0,118533.5
0.227,3500.0,120308.0
0.228,3500.0,159279.0
0.229,1926.3333333333333,60576.0
0.231,2712.0,113298.66666666667
0.233,3500.0,167046.5
0.234,1784.5,26980.5
0.235,3500.0,58290.0
0.236,302.0,4291.5
0.237,1798.5,96309.0
0.238,2263.5,33292.5
0.239,2380.0,152361.33333333334
0.241,3500.0,224583.0
0.243,1794.0,70717.66666666667
0.244,3500.0,175586.0
0.245,1564.3333333333333,33809.333333333336
0.246,1129.0,52667.0
0.247,2363.2,83494.8
0.248,3500.0,173039.0
0.249,3500.0,104811.5
0.25,134.0,194.0
0.252,2745.0,70762.33333333333
0.253,3500.0,219373.0
0.254,1045.5,32495.0
0.255,3500.0,81812.0
0.258,3500.0,178840.33333333334
0.259,3500.0,146144.5
0.26,2700.285714285714,120076.42857142857
0.261,133.0,146.0
0.262,621.5,6332.5
0.264,2362.6666666666665,93807.66666666667
0.265,518.6666666666666,2944.6666666666665
0.267,2288.5,128268.0
0.268,3500.0,193985.0
0.269,2374.6666666666665,81535.0
0.27,1632.0,33472.333333333336
0.272,2354.3333333333335,133939.0
0.274,1808.75,59148.5
0.275,1001.5,51839.5
0.276,2234.5,97226.5
0.277,3500.0,157534.0
0.279,776.0,11043.0
0.28,3500.0,177891.0
0.281,1616.0,43538.0
0.282,3500.0,67558.0
0.283,1545.0,95035.66666666667
0.285,3500.0,108571.0
0.286,1837.5,93889.5
0.287,1648.0,103930.0
0.288,3500.0,155708.0
0.29,3500.0,178005.66666666666
0.292,2186.0,106201.5
0.293,3500.0,170010.0
0.294,1903.0,45812.0
0.298,359.5,3546.0
0.299,1799.5,83512.5
0.301,254.0,8213.0
0.302,1101.6666666666667,29642.0
0.303,2233.5,94707.75
0.306,3500.0,117355.0
0.308,760.0,24612.666666666668
0.309,3500.0,271235.0
0.31,3500.0,75843.0
0.311,547.0,4771.0
0.316,1800.0,102425.0
0.318,172.0,256.0
0.319,1503.0,45743.0
0.321,143.5,4555.5
0.322,77.0,98.0
0.324,81.0,618.0
0.327,150.0,186.0
0.328,1065.0,25894.0
0.329,149.0,386.0
0.331,57.0,64.0
0.332,1862.5,36882.5
0.333,255.0,317.0
0.334,3500.0,87536.0
0.336,171.0,2215.0
0.337,323.0,4479.0
0.338,1207.0,61099.333333333336
0.344,651.5,20888.5
0.345,716.0,37195.5
0.347,63.0,506.0
0.349,1781.0,40448.5
0.351,141.0,366.0
0.352,779.0,15757.5
0.356,55.0,62.0
0.357,3500.0,145548.0
0.358,272.5,3324.0
0.361,38.0,651.0
0.363,683.0,8778.0
0.364,218.5,2811.5
0.368,293.5,2662.0
0.372,1062.3333333333333,46573.666666666664
0.375,65.0,527.0
0.379,281.0,9215.0
0.382,3500.0,139167.0
0.383,220.0,2101.0
0.384,99.75,529.0
0.385,3500.0,99699.0
0.387,1463.0,36381.0
0.388,1309.0,48805.0
0.39,65.0,555.0
0.391,1345.0,13979.0
0.393,1819.0,22931.0
0.394,828.0,6568.0
0.395,62.0,669.0
0.397,224.0,1470.0
