evolution rate,length lived,species population time,population
0.264637,667,86510,129
0.186983,68,100,1
0.220609,79,103,1
0.151843,72,101,1
0.353256,97,105,1
0.093074,499,102371,205
0.055594,265,2032,7
0.280129,68,148,2
0.347725,94,168,1
0.366319,110,1374,12
0.201386,144,414,2
0.257001,124,319,2
0.256235,87,97,1
0.124479,65,96,1
0.071978,498,20922,42
0.057634,352,13770,39
0.22152,139,540,3
0.223949,247,5750,23
0.34767,61,94,1
0.164495,371,18573,50
0.165355,90,153,1
0.08302,499,34065,68
0.355619,66,152,2
0.219651,100,112,1
0.179243,229,2969,12
0.144104,117,222,1
0.394498,125,298,2
0.202406,200,628,3
0.209153,345,6847,19
0.187237,737,18800,25
0.399048,96,215,2
0.365844,133,517,3
0.264774,84,98,1
0.067827,111,185,1
0.102757,499,95776,191
0.38201,53,91,1
0.146546,499,5505,11
0.103282,390,17947,46
0.33438,97,435,4
0.319138,125,518,4
0.1938,322,7590,23
0.350986,53,85,1
0.302531,414,5805,14
0.201281,97,283,2
0.316197,144,805,5
0.264379,91,149,1
0.346514,154,410,2
0.063228,389,16816,43
0.133601,34,45,1
0.073904,33,92,2
0.183898,1881,138886,73
0.22675,114,117,1
0.390421,266,6401,24
0.183934,79,145,1
0.304174,56,96,1
0.118092,103,147,1
0.155364,537,22803,42
0.24236,31,81,2
0.395572,88,213,2
0.334642,227,1927,8
0.219544,153,904,5
0.375929,104,291,2
0.342123,63,112,1
0.098687,257,62584,243
0.166655,64,104,1
0.183849,1032,65322,63
0.133374,78,101,1
0.332217,121,581,4
0.114394,499,15703,31
0.342774,59,104,1
0.20854,152,904,5
0.086785,286,8922,31
0.384001,133,532,4
0.375405,61,99,1
0.327393,76,96,1
0.275488,63,91,1
0.167276,112,3067,27
0.254827,97,312,3
0.178179,1775,78012,43
0.18173,89,104,1
0.066602,401,15090,37
0.083105,54,452,8
0.295806,82,153,1
0.141584,248,4783,19
0.339721,132,504,3
0.247465,107,135,1
0.112458,417,108643,260
0.200423,2593,220039,84
0.179292,330,1806,5
0.293981,80,116,1
0.387054,50,87,1
0.198038,69,154,2
0.334814,114,515,4
0.082256,498,48410,97
0.393482,174,1337,7
0.327832,136,333,2
0.235423,85,117,1
0.290787,58,111,1
0.093212,552,69027,125
