evolution rate,length lived,species population time,population
0.32445,163,531,3
0.332503,82,84,1
0.311321,88,106,1
0.184991,87,96,1
0.211614,109,137,1
0.338547,101,103,1
0.373464,84,149,1
0.29996,123,164,1
0.077402,499,19792,39
0.353356,59,89,1
0.269105,143,529,3
0.125297,92,99,1
0.208443,742,28202,38
0.263249,205,1672,8
0.076215,488,21571,44
0.339033,86,194,2
0.388509,97,145,1
0.217608,102,266,2
0.221449,147,593,4
0.13363,140,146,1
0.071634,496,71215,143
0.278931,93,195,2
0.296555,153,564,3
0.344877,72,87,1
0.231968,92,118,1
0.218763,83,192,2
0.274038,126,413,3
0.128908,1220,116333,95
0.31578,141,196,1
0.391815,102,289,2
0.200676,715,51046,71
0.073753,331,13171,39
0.196123,120,414,3
0.264014,71,168,2
0.271045,82,113,1
0.235862,179,2085,11
0.363306,99,293,2
0.2824,115,400,3
0.177223,83,148,1
0.090013,179,247,1
0.059035,999,57864,57
0.151619,135,19011,140
0.168874,243,4665,19
0.305235,130,591,4
0.284292,488,28325,58
0.175474,116,271,2
0.094617,115,3960,34
0.195121,180,990,5
0.2455,223,4808,21
0.189199,349,6703,19
0.097452,275,9072,32
0.287518,390,10857,27
0.298062,93,99,1
0.066493,499,67710,135
0.28019,174,754,4
0.230304,1745,112498,64
0.312904,77,95,1
0.074251,500,279265,558
0.390453,105,166,1
0.130338,428,2068,4
0.140215,134,303,2
0.329408,377,3798,10
0.114661,999,376846,377
0.275183,16,26,1
0.073584,15,38,2
0.2368,83,197,2
0.203119,65,104,1
0.33801,84,90,1
0.153183,500,22736,45
0.325632,98,162,1
0.241892,257,7023,27
0.274075,105,146,1
0.362642,58,92,1
0.319708,93,95,1
0.296509,140,212,1
0.082816,999,45541,45
0.136615,41,53,1
0.274913,146,426,2
0.267713,168,1889,11
0.120966,268,4496,16
0.262587,79,106,1
0.082669,71,88,1
0.082241,499,63600,127
0.089278,499,65323,130
0.157319,61,90,1
0.361631,110,142,1
0.118138,142,8413,59
0.069929,141,416,2
0.301265,96,191,1
0.169272,156,369,2
0.052215,499,48250,96
0.075603,200,16953,84
0.061151,235,4535,19
0.343067,91,219,2
0.098309,498,116224,233
0.383003,212,666,3
0.388814,103,192,1
0.384241,66,97,1
0.175696,399,8446,21
