evolution rate,length lived,species population time,population
0.166667,58,290,5
0.388333,60,147,2
0.295,81,254,3
0.33,81,209,2
0.213333,87,156,1
0.365,89,339,3
0.376667,91,196,2
0.341667,106,507,4
0.306667,110,313,2
0.131667,130,841,6
0.201667,457,12435,27
0.073333,501,13835,27
0.096667,501,48707,97
0.248901,142,668,4
0.16352,185,301,1
0.300296,259,752,2
0.351064,196,724,3
0.138741,543,38173,70
0.13198,240,18905,78
0.079707,71,72,1
0.236945,83,314,3
0.385405,213,1162,5
0.21396,93,96,1
0.123653,498,214198,430
0.319493,125,212,1
0.206621,71,107,1
0.317449,208,3728,17
0.281421,90,106,1
0.344446,90,191,2
0.108616,999,233548,233
0.136491,300,8911,29
0.327634,58,101,1
0.21254,86,99,1
0.229837,90,95,1
0.272506,99,101,1
0.268156,129,434,3
0.292994,100,110,1
0.07782,500,76398,152
0.111331,498,72553,145
0.065256,77,501,6
0.107101,112,5621,50
0.378239,500,78489,156
0.138533,386,70020,181
0.094063,123,1152,9
0.050521,154,391,2
0.109173,149,731,4
0.38511,118,293,2
0.276113,86,100,1
0.37047,87,103,1
0.084484,999,273145,273
0.280601,231,1140,4
0.398349,97,120,1
0.211998,82,85,1
0.182616,87,95,1
0.186006,329,12887,39
0.311043,340,7749,22
0.157086,345,20439,59
0.349431,71,142,2
0.281288,80,111,1
0.052352,84,195,2
0.257106,95,98,1
0.164717,152,4447,29
0.363698,88,110,1
0.289573,88,106,1
0.298973,226,9139,40
0.194673,79,112,1
0.064857,410,175826,428
0.060318,65,209,3
0.234348,49,90,1
0.265858,125,212,1
0.395755,59,103,1
0.087842,677,121670,179
0.081883,95,13212,139
0.379354,141,438,3
0.11117,292,6217,21
0.164067,125,379,3
0.05279,356,25595,71
0.172787,2108,247360,117
0.102018,580,45185,77
0.120454,499,32044,64
0.282792,51,74,1
0.381848,107,494,4
0.146542,149,1591,10
0.333604,99,162,1
0.257187,295,56026,189
0.145198,294,96892,329
0.243223,45,60,1
