evolution rate,length lived,species population time,population
0.306667,84,618,7
0.388333,85,620,7
0.353333,89,228,2
0.201667,140,2364,16
0.194605,79,143,1
0.096667,501,31955,63
0.166667,501,22042,43
0.293272,204,10415,51
0.145602,154,465,3
0.123961,500,84926,169
0.329808,822,63028,76
0.243354,49,91,1
0.374179,153,512,3
0.358814,73,99,1
0.334139,55,147,2
0.107706,499,65419,131
0.353804,82,127,1
0.379828,178,406,2
0.380698,161,549,3
0.166424,499,24543,49
0.283808,77,105,1
0.229819,627,21260,33
0.09845,329,28212,85
0.180111,1714,145688,84
0.251367,108,501,4
0.142546,458,9399,20
0.184068,504,46538,92
0.09828,315,34355,109
0.364219,100,338,3
0.319259,189,1875,9
0.270303,427,14597,34
0.380693,71,101,1
0.128987,499,39191,78
0.20744,176,1046,5
0.131055,146,354,2
0.254075,52,99,1
0.169678,810,45309,55
0.213836,124,317,2
0.177777,572,30442,53
0.19836,94,197,2
0.322018,513,10129,19
0.203038,549,23678,43
0.388436,584,19493,33
0.215659,231,1811,7
0.261911,93,104,1
0.060739,485,20860,43
0.168977,351,18303,52
0.127972,166,851,5
0.21097,74,354,4
0.26389,62,145,2
0.157108,64,97,1
0.161869,526,38927,74
0.230633,694,42784,61
0.349119,59,92,1
0.332706,55,84,1
0.119904,583,47372,81
0.378912,73,90,1
0.267668,87,147,1
0.392088,106,339,3
0.374224,115,209,1
0.346868,127,741,5
0.203808,226,1199,5
0.381819,67,102,1
0.075427,999,75050,75
0.149305,380,9673,25
0.363334,83,103,1
0.299007,63,115,1
0.14493,147,485,3
0.358388,72,105,1
0.188367,106,358,3
0.34478,85,98,1
0.333826,65,99,1
0.316111,140,214,1
0.291567,88,98,1
0.114526,70,186,2
0.282865,84,90,1
0.221477,58,98,1
0.142341,146,247,1
0.298796,1925,178696,92
0.211334,63,147,2
0.148828,352,29734,84
0.151972,256,2626,10
0.325272,475,20417,42
0.106827,252,12473,49
0.331029,121,737,6
0.258902,62,99,1
0.18189,3260,353984,108
0.086814,298,15106,50
0.282322,160,3134,19
0.249065,45,87,1
0.171314,405,7480,18
0.211737,66,100,1
0.088107,295,14508,49
0.314111,117,370,3
0.143976,105,304,2
0.259858,121,584,4
0.107733,1499,221380,147
0.206897,181,371,2
0.129684,64,103,1
0.197199,76,143,1
0.316894,127,670,5
0.260669,86,162,1
0.076732,999,174831,175
0.395743,115,399,3
0.304604,256,38440,150
0.09505,662,59657,90
0.185454,65,98,1
0.349194,104,361,3
0.194124,111,492,4
0.108497,340,105851,311
0.090323,339,157064,463
0.314576,125,502,4
0.149052,837,76298,91
0.297716,58,99,1
0.068005,999,41505,41
0.395822,198,1992,10
0.275657,1235,58768,47
0.168723,300,19245,64
0.354493,157,535,3
0.395724,247,3903,15
0.188998,79,90,1
0.094984,171,10041,58
0.260104,1459,145863,99
0.214797,517,17315,33
0.29559,137,618,4
0.306445,75,176,2
0.226678,385,2544,6
0.308694,1237,58589,47
0.296023,87,186,2
0.081154,362,35635,98
0.088214,151,7455,49
0.246327,1997,210407,105
0.157256,500,240389,480
0.292389,567,71792,126
0.06925,112,211,1
0.181427,98,114,1
0.149779,150,260,1
0.092904,499,32147,64
0.28366,84,234,2
0.35439,58,102,1
0.209548,155,388,2
0.276,60,101,1
0.258829,53,99,1
0.118455,568,66579,117
0.129902,84,485,5
0.220923,146,4983,34
0.23508,1999,238436,119
0.12339,352,26186,74
0.204031,553,34187,61
0.374441,421,24145,57
0.158766,460,8199,17
0.104428,499,94403,189
0.378231,52,92,1
0.297413,109,693,6
0.375828,72,82,1
0.123219,63,71,1
0.064154,578,214409,370
0.122598,538,180587,335
0.147929,374,3442,9
0.144129,67,99,1
0.070701,499,63501,127
0.157995,91,92,1
0.345321,124,265,2
0.138399,324,1541,4
0.375822,89,209,2
0.092393,1154,126643,109
0.134744,374,3112,8
0.346455,81,328,4
0.326206,77,135,1
0.303096,189,3401,17
0.372872,78,175,2
0.133615,417,73118,175
0.145701,51,84,1
0.156865,230,3620,15
0.399407,99,253,2
0.164351,414,15373,37
0.253668,553,57848,104
0.199588,57,142,2
0.155332,78,103,1
0.246859,96,169,1
0.106798,211,23559,111
0.346837,716,40687,56
0.2984,89,379,4
0.128656,68,94,1
0.079649,499,39863,79
0.270028,170,1486,8
0.165142,328,10650,32
0.24062,2575,278847,108
0.171195,56,145,2
0.355953,116,182,1
0.128096,499,43265,86
0.066938,89,318,3
0.330165,143,449,3
0.393731,100,163,1
0.352705,79,116,1
0.35077,58,106,1
0.155882,498,291317,584
0.228068,201,843,4
0.342231,49,95,1
0.212117,2092,407112,194
0.082871,357,15663,43
0.100772,500,196424,392
0.342054,82,412,5
0.274841,349,15713,45
0.130414,416,29158,70
0.131048,59,139,2
0.364032,81,98,1
0.291645,136,576,4
0.059771,110,1219,11
0.053957,655,23162,35
0.343082,361,14106,39
0.05886,207,1793,8
0.214145,740,36670,49
0.188422,2022,138423,68
0.112508,499,43433,87
0.125189,258,13819,53
0.37453,134,1783,13
0.139833,246,1852,7
0.250696,144,516,3
0.383941,94,248,2
0.071486,982,7256,7
0.063362,29,37,1
0.17727,164,637,3
0.360099,61,102,1
0.162273,77,150,1
0.177377,70,84,1
0.09065,83,731,8
0.36904,98,198,2
0.29281,76,157,2
0.056695,323,1945,6
0.391653,54,87,1
0.173233,111,265,2
0.387949,57,111,1
0.225069,2972,398011,133
0.098218,218,14020,64
0.391947,182,1551,8
0.09822,91,697,7
0.128164,224,11336,50
0.367298,545,45774,83
0.269115,119,1211,10
0.184562,89,158,1
0.384356,55,91,1
0.173193,76,94,1
0.320089,77,106,1
0.14598,480,30716,63
0.187793,4001,598604,149
0.099033,81,1244,15
0.283333,44,86,1
0.143333,53,93,1
0.353333,53,134,2
0.178333,55,147,2
0.248333,55,130,2
0.213333,56,96,1
0.318333,57,103,1
0.201667,59,151,2
0.271667,59,113,1
0.341667,59,100,1
0.05,60,247,4
0.365,60,141,2
0.33,66,137,2
0.073333,67,290,4
0.236667,68,267,3
0.108333,72,428,5
0.26,77,203,2
0.376667,83,148,1
0.388333,84,175,2
0.155,113,276,2
0.306667,113,325,2
0.225,115,248,2
0.096667,177,1272,7
0.131667,178,857,4
0.061667,187,1874,10
0.295,201,899,4
0.12,230,568,2
0.19,294,3799,12
0.218009,89,155,1
0.166667,497,68970,138
0.256149,112,160,1
0.085,498,104499,209
0.116363,146,1096,7
0.394388,223,4894,21
0.304872,230,2644,11
0.289376,280,7102,25
0.160529,109,214,1
0.087155,58,512,8
0.225641,800,151856,189
0.117764,499,30538,61
