evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,382.3333333333333,59898.333333333336
0.051,636.0,35862.0
0.052,388.0,9844.0
0.053,749.0,124560.0
0.055,237.0,40932.0
0.056,499.0,115910.0
0.057,391.0,9011.0
0.06,200.0,14773.0
0.063,1244.0,154448.0
0.064,256.0,18249.0
0.065,500.0,41189.0
0.066,222.0,14229.0
0.069,498.0,78666.0
0.07,499.0,59372.0
0.071,499.0,41827.0
0.074,354.0,29683.0
0.076,91.0,5983.0
0.078,379.6666666666667,62541.0
0.082,264.5,16873.0
0.084,498.0,36442.0
0.092,600.5,62634.0
0.096,426.0,41624.0
0.097,514.0,88384.0
0.098,543.0,53317.5
0.101,207.5,8968.5
0.105,168.0,9777.0
0.107,409.0,7380.0
0.108,303.0,47933.0
0.111,384.75,47136.75
0.113,499.0,125317.0
0.115,499.0,93965.0
0.117,63.0,99.0
0.123,439.0,55644.0
0.124,390.0,50349.0
0.127,500.0,21793.0
0.132,498.0,49615.0
0.134,305.0,4350.0
0.137,498.0,31993.0
0.139,499.0,42838.5
0.142,1002.0,109485.0
0.143,454.5,15377.0
0.147,664.6666666666666,119781.33333333333
0.149,498.0,35765.0
0.153,991.0,88838.0
0.154,85.0,1392.0
0.158,306.0,3015.0
0.161,501.5,36126.0
0.162,500.0,42758.0
0.167,500.0,30973.0
0.169,2146.0,161848.0
0.17,916.0,20398.0
0.171,999.0,176164.0
0.174,161.0,498.0
0.178,823.0,57783.0
0.182,1499.0,129444.0
0.183,76.0,139.0
0.185,22.0,58.0
0.187,999.0,53907.0
0.189,1250.0,79828.0
0.191,914.5,37584.0
0.198,395.0,20241.0
0.201,106.0,296.0
0.202,72.0,247.0
0.204,347.0,28285.5
0.206,652.5,40503.5
0.212,241.0,5616.0
0.213,262.0,12623.0
0.214,269.0,8858.0
0.22,223.0,2481.0
0.222,208.0,3297.0
0.224,1082.0,72481.0
0.228,632.0,67649.0
0.229,58.0,109.0
0.232,1045.0,61080.0
0.233,1500.0,99163.0
0.237,678.0,70857.0
0.238,300.0,2732.0
0.239,1028.0,134017.0
0.241,1251.0,91848.0
0.242,498.0,4532.0
0.245,530.0,19602.0
0.251,649.0,26398.0
0.252,116.0,757.0
0.254,123.0,2310.0
0.258,264.0,3656.0
0.259,468.0,61831.0
0.26,179.0,944.0
0.266,303.0,26904.5
0.272,56.0,144.0
0.279,378.0,11200.0
0.281,238.0,22422.0
0.285,188.0,6740.0
0.286,88.0,138.0
0.287,499.0,51622.0
0.288,1441.0,74284.0
0.299,142.0,538.0
0.301,558.0,7256.0
0.311,50.0,98.0
0.313,476.0,15434.5
0.315,81.0,194.0
0.317,395.0,13828.0
0.323,115.0,1508.0
0.33,548.0,21108.0
0.332,103.0,553.0
0.334,171.0,1298.0
0.342,526.5,36328.0
0.351,136.0,304.0
0.352,141.0,640.0
0.353,81.0,246.0
0.355,129.0,386.0
0.357,546.0,37780.0
0.358,498.0,79305.0
0.363,122.0,341.0
0.369,204.0,2552.0
0.37,71.0,106.0
0.371,441.0,23268.0
0.373,499.0,21912.0
0.378,433.0,33744.0
0.379,72.0,152.0
0.38,123.0,1070.0
0.381,276.0,15093.0
0.39,321.0,13710.0
0.391,92.0,217.0
0.393,230.5,4607.5
0.398,88.0,244.0
