selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
yes,lowest_r2,linear,4.5403244808506216e-05,y=0.238518 - 0.0326632*x,2448,530336,2448,530336,linear,4.5403244808506216e-05,y=0.238518 - 0.0326632*x
,lowest_r2,quadratic,0.00011515017516472437,y=0.276993 - 0.638968*x + 2.33219*x^2,2448,530336,2448,530336,linear,4.5403244808506216e-05,y=0.238518 - 0.0326632*x
,lowest_r2,polynomial,0.0001614661638399406,y=0.526609 - 6.56613*x + 48.571*x^2 - 118.577*x^3,2448,530336,2448,530336,linear,4.5403244808506216e-05,y=0.238518 - 0.0326632*x
,lowest_r2,log,5.367160442071306e-05,y=-0.00454095*ln(x) + 0.224953,2448,530336,2448,530336,linear,4.5403244808506216e-05,y=0.238518 - 0.0326632*x
