evo rate,enviormentChangeRate,fitness
0.05,0.1,1910.7222222222222
0.051,0.1,259.5
0.052,0.1,97.0
0.053,0.1,1594.3333333333333
0.054,0.1,4001.0
0.056,0.1,754.0
0.057,0.1,519.0
0.058,0.1,4001.0
0.059,0.1,423.25
0.06,0.1,692.0
0.061,0.1,295.0
0.062,0.1,1799.095238095238
0.064,0.1,408.0
0.065,0.1,1014.4285714285714
0.066,0.1,990.0
0.067,0.1,687.5
0.069,0.1,337.0
0.07,0.1,362.6666666666667
0.071,0.1,1665.0
0.072,0.1,470.0
0.073,0.1,1906.157894736842
0.074,0.1,123.0
0.075,0.1,78.0
0.076,0.1,438.0
0.078,0.1,490.0
0.079,0.1,2113.5
0.08,0.1,685.0
0.081,0.1,929.6666666666666
0.082,0.1,313.0
0.084,0.1,1538.25
0.085,0.1,1726.8125
0.086,0.1,90.0
0.087,0.1,1215.0
0.088,0.1,739.0
0.089,0.1,1497.0
0.091,0.1,1068.6666666666667
0.092,0.1,694.0
0.093,0.1,1039.0
0.094,0.1,4001.0
0.095,0.1,78.0
0.096,0.1,803.25
0.097,0.1,1686.4444444444443
0.098,0.1,174.5
0.099,0.1,75.0
0.1,0.1,244.0
0.101,0.1,4001.0
0.102,0.1,4001.0
0.103,0.1,136.0
0.104,0.1,263.75
0.107,0.1,240.33333333333334
0.108,0.1,1248.5714285714287
0.109,0.1,848.0
0.11,0.1,184.66666666666666
0.112,0.1,958.0
0.113,0.1,139.5
0.115,0.1,398.0
0.116,0.1,845.1666666666666
0.117,0.1,87.33333333333333
0.118,0.1,341.0
0.12,0.1,1053.0
0.121,0.1,377.0
0.122,0.1,2060.0
0.124,0.1,1839.6666666666667
0.127,0.1,411.3333333333333
0.128,0.1,547.0
0.129,0.1,56.0
0.131,0.1,76.0
0.132,0.1,464.42857142857144
0.133,0.1,671.0
0.135,0.1,631.5
0.136,0.1,2048.5
0.137,0.1,200.0
0.138,0.1,484.6666666666667
0.14,0.1,682.0
