selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.027701779749128463,y=0.166775 + 0.0225133*x,1754,2898475,1754,2898475,bell_curve,-0.02722847557282604,y=0.322813*exp(-((x-11.0177)^2)/(2*8.79408^2))
,lowest_r2,quadratic,0.027722836655560967,y=0.164921 + 0.0255425*x - 0.00100375*x^2,1754,2898475,1754,2898475,bell_curve,-0.02722847557282604,y=0.322813*exp(-((x-11.0177)^2)/(2*8.79408^2))
,lowest_r2,polynomial,0.027918637362194354,y=0.152128 + 0.0605889*x - 0.0273622*x^2 + 0.00582218*x^3,1754,2898475,1754,2898475,bell_curve,-0.02722847557282604,y=0.322813*exp(-((x-11.0177)^2)/(2*8.79408^2))
,lowest_r2,log,0.026833407382050534,y=0.0278791*ln(x) + 0.192668,1754,2898475,1754,2898475,bell_curve,-0.02722847557282604,y=0.322813*exp(-((x-11.0177)^2)/(2*8.79408^2))
yes,lowest_r2,bell_curve,-0.02722847557282604,y=0.322813*exp(-((x-11.0177)^2)/(2*8.79408^2)),1754,2898475,1754,2898475,bell_curve,-0.02722847557282604,y=0.322813*exp(-((x-11.0177)^2)/(2*8.79408^2))
