evolution rate,length lived,species population time,population
0.318333,44,84,1
0.388065,132,193,1
0.177687,138,219,1
0.384591,79,114,1
0.330049,64,99,1
0.07036,140,5168,36
0.096667,2612,302676,115
0.224293,186,1032,5
0.068146,95,149,1
0.33508,110,112,1
0.379753,53,99,1
0.343325,69,96,1
0.108396,1074,42239,39
0.101203,367,1858,5
0.054541,792,17937,22
0.182209,225,1235,5
0.358645,160,2392,14
0.095892,856,49261,57
0.308719,77,294,3
0.17798,124,466,3
0.360069,134,262,1
0.185004,88,157,1
0.132804,303,7292,24
0.105976,92,200,2
0.289655,61,136,2
0.166667,650,9303,14
0.101257,412,2367,5
0.056893,213,766,3
0.219697,74,104,1
0.320231,62,134,2
0.114631,1338,49849,37
0.158645,172,416,2
0.073333,1202,155149,129
0.121475,149,358,2
0.112032,450,12585,27
0.072263,210,750,3
0.091435,104,231,2
0.192753,141,418,2
0.159031,1293,57417,44
0.28966,297,4759,16
0.398882,123,465,3
0.223825,298,7532,25
0.085,165,37756,228
0.076102,446,34093,76
0.246871,143,158,1
0.211266,64,106,1
0.231726,315,16214,51
0.054033,123,215,1
0.353317,84,95,1
0.076052,357,7706,21
0.095408,4001,615565,153
0.234562,86,202,2
0.095074,1062,19457,18
0.227015,95,99,1
0.17706,113,278,2
0.119453,1114,114513,102
0.345564,85,411,4
0.302244,74,101,1
0.376718,64,94,1
0.110552,740,22256,30
0.123365,118,267,2
0.108333,664,48355,72
0.070229,114,196,1
0.215843,131,1161,8
0.15238,76,93,1
0.203708,128,240,1
0.290498,99,116,1
0.304635,143,537,3
0.367442,128,347,2
0.372163,69,109,1
0.228435,65,184,2
0.260389,127,202,1
0.33,87,799,9
0.098624,1054,86619,82
0.390513,81,155,1
0.331294,80,251,3
0.108333,853,32751,38
0.104699,129,149,1
0.246881,165,519,3
0.158585,87,100,1
0.145886,533,20290,38
0.227355,107,737,6
0.060742,119,1035,8
0.12,228,4824,21
0.13885,140,432,3
0.384244,75,106,1
0.108333,4001,293816,73
0.147083,71,144,2
0.233083,281,2722,9
0.266302,100,159,1
0.12,266,3145,11
0.237141,97,155,1
0.143333,2413,153985,63
0.346688,59,99,1
0.175014,162,308,1
0.149757,2086,148498,71
0.096667,656,21945,33
0.229441,104,341,3
0.227814,60,96,1
0.339164,61,107,1
0.269408,64,148,2
0.395525,86,107,1
0.212398,104,110,1
0.34677,70,82,1
0.39543,92,198,2
0.082361,575,15821,27
0.073333,4001,360113,90
0.142665,81,288,3
0.063529,1303,68442,52
0.33,64,738,11
0.05,1423,47674,33
0.114307,158,615,3
0.187605,91,304,3
