selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,highest_r2,linear,0.024482157470538946,y=0.168756 + 0.0210898*x,1752,2846314,1752,2846314,polynomial,0.02465905337822938,y=0.159345 + 0.0412792*x - 0.0117487*x^2 + 0.00199951*x^3
,highest_r2,quadratic,0.02463557159232299,y=0.163746 + 0.0292507*x - 0.00270094*x^2,1752,2846314,1752,2846314,polynomial,0.02465905337822938,y=0.159345 + 0.0412792*x - 0.0117487*x^2 + 0.00199951*x^3
yes,highest_r2,polynomial,0.02465905337822938,y=0.159345 + 0.0412792*x - 0.0117487*x^2 + 0.00199951*x^3,1752,2846314,1752,2846314,polynomial,0.02465905337822938,y=0.159345 + 0.0412792*x - 0.0117487*x^2 + 0.00199951*x^3
,highest_r2,log,0.024101517792604166,y=0.0263794*ln(x) + 0.192893,1752,2846314,1752,2846314,polynomial,0.02465905337822938,y=0.159345 + 0.0412792*x - 0.0117487*x^2 + 0.00199951*x^3
,highest_r2,bell_curve,-0.030368041133690182,y=0.232689*exp(-((x-5.93293)^2)/(2*6.20398^2)),1752,2846314,1752,2846314,polynomial,0.02465905337822938,y=0.159345 + 0.0412792*x - 0.0117487*x^2 + 0.00199951*x^3
