evo rate,enviormentChangeRate,fitness
0.05,0.5,1791.25
0.051,0.5,1894.4736842105262
0.052,0.5,1832.5384615384614
0.053,0.5,1603.6315789473683
0.054,0.5,1705.0
0.055,0.5,1789.8
0.056,0.5,2239.6428571428573
0.057,0.5,1850.7
0.058,0.5,1115.388888888889
0.059,0.5,2204.0
0.06,0.5,1435.2142857142858
0.061,0.5,1578.6923076923076
0.062,0.5,1994.05
0.063,0.5,1220.8947368421052
0.064,0.5,1827.952380952381
0.065,0.5,951.4
0.066,0.5,851.2
0.067,0.5,1749.8
0.068,0.5,2012.923076923077
0.069,0.5,957.0833333333334
0.07,0.5,1526.2142857142858
0.071,0.5,2051.8333333333335
0.072,0.5,1270.857142857143
0.073,0.5,1298.4
0.074,0.5,657.875
0.075,0.5,2065.0
0.076,0.5,1269.1764705882354
0.077,0.5,2082.0
0.078,0.5,2428.222222222222
0.079,0.5,1656.0625
0.08,0.5,1798.6818181818182
0.081,0.5,1663.3076923076924
0.082,0.5,1893.4285714285713
0.083,0.5,1379.0714285714287
0.084,0.5,1346.4
0.085,0.5,1829.0
0.086,0.5,1168.25
0.087,0.5,1694.888888888889
0.088,0.5,1291.3333333333333
0.089,0.5,1866.1333333333334
0.09,0.5,2320.0
0.091,0.5,2372.75
0.092,0.5,1920.0625
0.093,0.5,1821.2222222222222
0.094,0.5,1981.2142857142858
0.095,0.5,2073.6
0.096,0.5,1832.0
0.097,0.5,1758.142857142857
0.098,0.5,939.8888888888889
0.099,0.5,941.2105263157895
0.1,0.5,2235.4615384615386
0.101,0.5,1258.8666666666666
0.102,0.5,1849.0588235294117
0.103,0.5,2230.285714285714
0.104,0.5,1764.9
0.105,0.5,1302.5294117647059
0.106,0.5,1709.8
0.107,0.5,1516.157894736842
0.108,0.5,2305.0
0.109,0.5,2004.4444444444443
0.11,0.5,1151.7058823529412
0.111,0.5,2227.2380952380954
0.112,0.5,1503.235294117647
0.113,0.5,2252.5625
0.114,0.5,1353.25
0.115,0.5,2477.4166666666665
0.116,0.5,2416.75
0.117,0.5,1291.090909090909
0.118,0.5,1274.15
0.119,0.5,1763.4615384615386
0.12,0.5,2800.285714285714
0.121,0.5,2107.909090909091
0.122,0.5,1335.4615384615386
0.123,0.5,845.0
0.124,0.5,2025.6190476190477
0.125,0.5,1365.888888888889
0.126,0.5,1588.8
0.127,0.5,1625.0
0.128,0.5,1864.6666666666667
0.129,0.5,1928.0
0.13,0.5,1955.0
0.131,0.5,1816.5882352941176
0.132,0.5,2496.75
0.133,0.5,1133.157894736842
0.134,0.5,1632.5
0.135,0.5,1759.1764705882354
0.136,0.5,1724.6666666666667
0.137,0.5,2852.6153846153848
0.138,0.5,2059.2272727272725
0.139,0.5,2654.3333333333335
0.14,0.5,1667.2666666666667
0.141,0.5,2085.6
0.142,0.5,1995.2727272727273
0.143,0.5,1353.9285714285713
0.144,0.5,2354.714285714286
0.145,0.5,1907.642857142857
0.146,0.5,2004.875
0.147,0.5,1992.7916666666667
0.148,0.5,1734.8333333333333
0.149,0.5,1833.4827586206898
0.15,0.5,1846.2857142857142
0.151,0.5,1842.8636363636363
0.152,0.5,1995.7368421052631
0.153,0.5,1513.7931034482758
0.154,0.5,2347.909090909091
0.155,0.5,1568.421052631579
0.156,0.5,1471.3333333333333
0.157,0.5,1742.88
0.158,0.5,1780.8181818181818
0.159,0.5,2048.2608695652175
0.16,0.5,2450.0666666666666
0.161,0.5,1530.375
0.162,0.5,1898.12
0.163,0.5,1307.4545454545455
0.164,0.5,1491.5263157894738
0.165,0.5,1768.4761904761904
0.166,0.5,1791.3478260869565
0.167,0.5,1950.15
0.168,0.5,1889.5714285714287
0.169,0.5,2057.5
0.17,0.5,1996.9285714285713
0.171,0.5,1976.4074074074074
0.172,0.5,1710.1666666666667
0.173,0.5,2003.3181818181818
0.174,0.5,1746.642857142857
0.175,0.5,1825.3333333333333
0.176,0.5,1952.0869565217392
0.177,0.5,1851.4761904761904
0.178,0.5,1710.5
0.179,0.5,1807.6666666666667
0.18,0.5,1783.391304347826
0.181,0.5,2196.3571428571427
0.182,0.5,1820.75
0.183,0.5,1884.8846153846155
0.184,0.5,1824.7777777777778
0.185,0.5,1414.5714285714287
0.186,0.5,1624.6666666666667
0.187,0.5,1843.1304347826087
0.188,0.5,1277.0
0.189,0.5,2345.9545454545455
0.19,0.5,2155.8
0.191,0.5,1942.857142857143
0.192,0.5,2307.904761904762
0.193,0.5,1894.5714285714287
0.194,0.5,2164.904761904762
0.195,0.5,1808.5
0.196,0.5,1430.8333333333333
0.197,0.5,1612.6521739130435
0.198,0.5,1744.7727272727273
0.199,0.5,1514.2105263157894
0.2,0.5,2056.08
0.201,0.5,2032.1818181818182
0.202,0.5,2099.2
0.203,0.5,1648.2222222222222
0.204,0.5,2499.8823529411766
0.205,0.5,1425.125
0.206,0.5,2002.0
0.207,0.5,1672.5
0.208,0.5,1825.0689655172414
0.209,0.5,1752.857142857143
0.21,0.5,1364.1538461538462
0.211,0.5,1370.8695652173913
0.212,0.5,2214.866666666667
0.213,0.5,1715.8636363636363
0.214,0.5,1576.1666666666667
0.215,0.5,1214.304347826087
0.216,0.5,1645.7916666666667
0.217,0.5,1399.219512195122
0.218,0.5,1698.2692307692307
0.219,0.5,1513.6470588235295
0.22,0.5,2017.3793103448277
0.221,0.5,1934.8333333333333
0.222,0.5,1554.95
0.223,0.5,1866.9655172413793
0.224,0.5,1826.5833333333333
0.225,0.5,1174.6
0.226,0.5,1720.1538461538462
0.227,0.5,1291.9655172413793
0.228,0.5,1573.6538461538462
0.229,0.5,1347.4615384615386
0.23,0.5,1378.7916666666667
0.231,0.5,1770.9
0.232,0.5,1505.857142857143
0.233,0.5,1491.5714285714287
0.234,0.5,1405.7083333333333
0.235,0.5,1298.1333333333334
0.236,0.5,1408.3478260869565
0.237,0.5,1572.48
0.238,0.5,828.5625
0.239,0.5,1609.4
0.24,0.5,1312.103448275862
0.241,0.5,1582.1153846153845
0.242,0.5,1342.4705882352941
0.243,0.5,1408.1666666666667
0.244,0.5,1370.3157894736842
0.245,0.5,1287.9411764705883
0.246,0.5,1545.7272727272727
0.247,0.5,1144.05
0.248,0.5,1083.8
0.249,0.5,1326.0
0.25,0.5,1737.8666666666666
0.251,0.5,1105.7727272727273
0.252,0.5,1402.3703703703704
0.253,0.5,1031.6153846153845
0.254,0.5,863.55
0.255,0.5,1298.8947368421052
0.256,0.5,1453.5384615384614
0.257,0.5,760.578947368421
0.258,0.5,987.6
0.259,0.5,1131.1052631578948
0.26,0.5,899.1333333333333
0.261,0.5,701.3636363636364
0.262,0.5,1336.3076923076924
0.263,0.5,550.3333333333334
0.264,0.5,1202.8181818181818
0.265,0.5,1037.7333333333333
0.266,0.5,737.6
0.267,0.5,1064.1666666666667
0.268,0.5,585.5333333333333
0.269,0.5,1158.1666666666667
0.27,0.5,926.8125
0.271,0.5,1541.8181818181818
