evolution rate,geometric mean length lived,geometric mean species population time
0.05,501.0,91032.0
0.07,104.0,277.0
0.097,300.00000000000006,13011.999999999995
0.108,160.0,639.0
0.12,291.0,10824.999999999996
0.132,173.89652095427329,10324.761692165102
0.19,55.00000000000001,183.0
0.199,110.00000000000001,4905.0
0.202,109.00000000000001,354.0
0.213,311.0,3332.999999999999
0.225,66.0,162.0
0.237,113.99999999999999,1006.0000000000002
0.248,85.0,197.0
0.272,98.0,331.0
0.283,62.0,262.0
0.295,117.0,577.0
0.318,54.0,175.0
0.342,61.0,115.99999999999999
0.364,95.0,214.0
0.365,62.0,146.0
0.377,166.0,986.9999999999999
0.388,52.0,97.0
