selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,4.573697414944622e-05,y=0.216718 + 0.00338073*x,23824,5787377,23824,5787377,log,1.9348753981240918e-05,y=0.000766243*ln(x) + 0.218897
,lowest_r2,quadratic,0.00011561640527324446,y=0.220075 - 0.016683*x + 0.0236428*x^2,23824,5787377,23824,5787377,log,1.9348753981240918e-05,y=0.000766243*ln(x) + 0.218897
,lowest_r2,polynomial,0.00011561940307536211,y=0.22003 - 0.016246*x + 0.022479*x^2 + 0.000903538*x^3,23824,5787377,23824,5787377,log,1.9348753981240918e-05,y=0.000766243*ln(x) + 0.218897
yes,lowest_r2,log,1.9348753981240918e-05,y=0.000766243*ln(x) + 0.218897,23824,5787377,23824,5787377,log,1.9348753981240918e-05,y=0.000766243*ln(x) + 0.218897
