evo rate,enviormentChangeRate,fitness
0.05,0.5,1043.2857142857142
0.051,0.5,913.5
0.052,0.5,895.2
0.053,0.5,2916.0
0.054,0.5,473.75
0.055,0.5,892.25
0.056,0.5,780.0
0.057,0.5,601.2
0.058,0.5,904.0
0.059,0.5,925.0
0.06,0.5,1399.0
0.061,0.5,1361.1666666666667
0.062,0.5,925.25
0.063,0.5,786.0
0.064,0.5,837.5
0.065,0.5,772.4
0.066,0.5,702.3333333333334
0.067,0.5,774.5
0.068,0.5,857.0
0.069,0.5,1498.5
0.07,0.5,1071.6666666666667
0.071,0.5,339.0
0.072,0.5,349.0
0.073,0.5,612.0
0.074,0.5,1008.5
0.075,0.5,925.0
0.076,0.5,1118.0
0.077,0.5,1064.857142857143
0.078,0.5,632.2
0.079,0.5,689.8333333333334
0.08,0.5,1464.5
0.081,0.5,903.3333333333334
0.082,0.5,1509.6
0.083,0.5,1187.0
0.084,0.5,852.0
0.085,0.5,1078.0
0.087,0.5,780.25
0.088,0.5,765.0
0.089,0.5,1023.75
0.09,0.5,1431.4
0.091,0.5,459.6666666666667
0.092,0.5,1000.0
0.093,0.5,1116.3333333333333
0.094,0.5,1075.0
0.096,0.5,599.0
0.097,0.5,823.0
0.098,0.5,998.5
0.099,0.5,459.6
0.1,0.5,673.5
0.101,0.5,778.5
0.102,0.5,859.8571428571429
0.103,0.5,922.0
0.104,0.5,570.0
0.106,0.5,480.0
0.107,0.5,596.6666666666666
0.108,0.5,765.2857142857143
0.109,0.5,604.6666666666666
0.11,0.5,465.75
0.111,0.5,490.0
0.112,0.5,691.0
0.113,0.5,265.3333333333333
0.114,0.5,1272.6666666666667
0.115,0.5,820.8333333333334
0.117,0.5,999.0
0.118,0.5,2000.0
0.119,0.5,512.4
0.12,0.5,1583.25
0.121,0.5,530.0
0.122,0.5,536.5
0.123,0.5,866.5
0.125,0.5,818.5
0.126,0.5,1440.5
0.127,0.5,332.0
0.128,0.5,1000.0
0.129,0.5,1469.0
0.13,0.5,998.0
0.131,0.5,982.3333333333334
0.132,0.5,1025.5
0.133,0.5,2000.0
0.134,0.5,715.5
0.135,0.5,540.5
0.137,0.5,966.6666666666666
0.138,0.5,633.5
0.139,0.5,448.6666666666667
0.14,0.5,721.0
0.141,0.5,112.0
0.142,0.5,611.25
0.144,0.5,1947.3333333333333
0.145,0.5,999.0
0.146,0.5,1041.0
0.147,0.5,999.0
0.148,0.5,552.0
0.149,0.5,125.0
0.15,0.5,500.0
0.151,0.5,60.0
0.152,0.5,999.0
0.154,0.5,949.0
0.155,0.5,414.0
0.156,0.5,311.0
0.157,0.5,444.0
0.158,0.5,134.5
0.16,0.5,263.0
0.161,0.5,136.5
0.162,0.5,714.0
0.163,0.5,86.0
0.164,0.5,1184.3333333333333
0.165,0.5,332.0
0.168,0.5,750.6666666666666
0.171,0.5,759.75
0.173,0.5,1009.0
0.174,0.5,994.75
0.176,0.5,389.0
0.177,0.5,306.5
0.178,0.5,1870.0
0.18,0.5,2391.5
0.181,0.5,480.0
0.182,0.5,159.0
0.187,0.5,1768.0
0.188,0.5,4001.0
0.189,0.5,807.0
0.19,0.5,1688.0
0.195,0.5,1308.0
0.196,0.5,2282.0
0.197,0.5,91.5
0.198,0.5,277.0
0.199,0.5,454.0
0.201,0.5,98.0
0.202,0.5,56.0
0.204,0.5,147.0
0.205,0.5,739.0
0.207,0.5,776.0
0.208,0.5,105.0
0.21,0.5,106.0
0.213,0.5,1695.0
0.215,0.5,1667.0
0.217,0.5,134.5
0.218,0.5,92.0
0.219,0.5,52.0
0.22,0.5,219.5
0.221,0.5,101.0
0.224,0.5,99.0
0.225,0.5,320.0
0.231,0.5,456.3333333333333
0.235,0.5,1671.0
0.237,0.5,102.0
0.239,0.5,320.5
0.241,0.5,242.0
0.242,0.5,452.0
0.243,0.5,100.0
0.245,0.5,62.0
0.246,0.5,81.0
0.247,0.5,98.0
0.248,0.5,210.0
0.249,0.5,140.5
0.25,0.5,2635.0
0.253,0.5,128.0
0.258,0.5,388.0
0.259,0.5,81.0
0.26,0.5,668.5
0.261,0.5,91.0
0.265,0.5,188.0
0.267,0.5,78.0
0.27,0.5,515.5
0.271,0.5,2571.0
0.272,0.5,152.0
0.273,0.5,79.0
0.274,0.5,177.5
0.275,0.5,170.0
0.276,0.5,54.0
0.283,0.5,52.0
0.285,0.5,95.0
0.286,0.5,324.0
0.287,0.5,179.0
0.289,0.5,66.5
0.292,0.5,327.5
0.293,0.5,86.5
0.296,0.5,120.5
0.298,0.5,89.0
0.299,0.5,282.5
0.302,0.5,153.0
0.303,0.5,190.33333333333334
0.304,0.5,218.5
0.307,0.5,209.0
0.308,0.5,887.0
0.309,0.5,640.6666666666666
0.311,0.5,67.0
0.312,0.5,592.0
0.317,0.5,611.0
0.32,0.5,89.0
0.321,0.5,162.0
0.322,0.5,43.0
0.324,0.5,79.0
0.326,0.5,210.0
0.327,0.5,116.0
0.33,0.5,79.0
0.336,0.5,977.0
0.338,0.5,512.0
0.343,0.5,551.0
0.344,0.5,93.0
0.345,0.5,152.0
0.347,0.5,91.0
0.35,0.5,85.0
0.351,0.5,110.0
0.352,0.5,704.5
0.354,0.5,259.0
0.356,0.5,81.0
0.358,0.5,50.0
0.359,0.5,395.0
0.361,0.5,60.0
0.362,0.5,234.0
0.365,0.5,98.66666666666667
0.368,0.5,108.0
0.372,0.5,310.5
0.378,0.5,97.0
0.382,0.5,166.0
0.383,0.5,90.0
0.384,0.5,91.0
0.387,0.5,121.0
0.388,0.5,90.0
0.389,0.5,156.0
0.39,0.5,142.0
0.391,0.5,1748.0
0.393,0.5,95.0
0.395,0.5,67.5
