evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.054,89.0,550.0
0.057,31.0,277.0
0.062,750.5,52044.5
0.063,7.0,8.0
0.065,306.0,16297.0
0.092,499.0,75445.0
0.121,317.0,3893.0
0.143,501.0,23295.0
0.144,221.0,2536.0
0.148,62.0,204.0
0.155,434.0,22622.0
0.17,59.0,102.0
0.19,117.0,216.0
0.211,105.0,272.0
0.237,129.5,938.0
0.248,969.0,46224.0
0.258,413.0,29222.0
0.271,100.0,285.0
0.272,60.0,150.0
0.284,49.0,91.0
0.298,169.0,594.0
0.318,77.0,470.0
0.347,196.0,1861.0
0.35,529.0,9948.0
0.361,80.0,140.0
0.365,121.0,525.0
0.366,114.0,407.0
0.38,101.0,189.0
0.388,70.0,565.0
