enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,7900,7900,0.161,1191.7341725721233,288.0,0.13056246493556578,0.08880485939091662,0.6741612204176919
0.51,7901,7901,0.175,760.1946817099385,280.0,0.2646811599887121,0.1106477419494771,0.5458576930787715
0.52,7902,7902,0.163,780.5859582717367,283.0,0.15907835636416817,0.12516094393205643,0.5027091929975557
0.53,7903,7903,0.206,943.934253436318,281.0,0.17784770188963617,0.03499410884134101,0.5882179782814556
0.54,7904,7904,0.195,977.6672935243535,283.0,0.12600491786452436,0.03528495074660862,0.5885925225819464
0.55,7905,7905,0.168,819.228083537156,284.0,0.1407067685060999,0.10009595276706836,0.49650756889269165
0.56,7906,7906,0.159,738.5641028063034,284.0,0.18151271415081421,0.13923748534656294,0.48727837128010254
0.57,7907,7907,0.193,1034.3799981800744,279.0,0.09127145377576122,0.03665264794353844,0.5484731579947504
0.58,7908,7908,0.197,975.700884524798,281.0,0.11814288493601638,0.05270895477711059,0.538185364290654
0.59,7909,7909,0.188,872.9765762599462,281.0,0.12015637321515987,0.07702292898960472,0.5249671285767774
0.6,7910,7910,0.163,832.0986222414382,280.0,0.10483678378848676,0.10789547782353405,0.48808040377441564
0.61,7911,7911,0.187,1699.8255914919769,284.0,0.007219846882487703,0.0036442296001924345,0.5490209218025073
0.62,7912,7912,0.181,1078.4596077698675,280.0,0.061772383313773334,0.04636521722073627,0.608301943569811
0.63,7913,7913,0.232,808.9922454724762,287.0,0.25125905700805934,0.043408728953484445,0.4798971922813142
0.64,7914,7914,0.177,753.2945798104752,287.0,0.16167856837897268,0.10546303669037073,0.4842749244976061
0.65,7915,7915,0.168,815.1738558386766,288.0,0.10476881846726678,0.11004130728846631,0.4618274756681945
0.66,7916,7916,0.171,946.9204110530308,279.0,0.063838362486394,0.06823766587781359,0.4717709270880295
0.67,7917,7917,0.197,1114.460164019667,281.0,0.061651906654893236,0.03244134853399996,0.5410839032930985
0.68,7918,7918,0.209,1109.9218670598227,285.0,0.06934113242875943,0.02270540064317662,0.5804774327806783
0.69,7919,7919,0.206,1012.0944510178351,288.0,0.09172713092934254,0.042792018583475616,0.5559306279189389
0.7,7920,7920,0.192,995.8919952992148,289.0,0.07920622363961616,0.0574342548169541,0.507364580060209
0.71,7921,7921,0.167,792.7032953015956,284.0,0.10561992812128658,0.11879775661115471,0.4422494212904109
0.72,7922,7922,0.192,1412.3309196559871,284.0,0.016634984904923364,0.0108549942556562,0.5935446533914258
0.73,7923,7923,0.182,1434.5771412693512,282.0,0.012844760590243642,0.012229461066717467,0.5517309035307769
0.74,7924,7924,0.186,1141.0351468264084,283.0,0.03814454293538402,0.03990496329276151,0.505079733888702
0.75,7925,7925,0.172,1582.7085476107977,278.0,0.0033616649234252684,0.005720241063055475,0.4646505694924119
0.76,7926,7926,0.183,960.2698449442001,286.0,0.057214726563996635,0.05847422801874647,0.4647711962946891
0.77,7927,7927,0.168,1177.0854763281945,285.0,0.019267058398502228,0.035935123623295075,0.507609232008408
0.78,7928,7928,0.186,872.740243429937,286.0,0.07735567600869138,0.07311031460446188,0.478055340424263
0.79,7929,7929,0.177,1152.386046925457,284.0,0.023635708863359143,0.03367510922853329,0.49642314832932255
0.8,7930,7930,0.181,1081.8455780284116,286.0,0.03596120676728706,0.043641244337789147,0.5156273100278822
