evolution rate,length lived,species population time,population
0.365,51,137,2
0.131667,54,140,2
0.096667,59,242,4
0.201667,59,106,1
0.341667,60,119,1
0.155,62,209,3
0.318333,72,539,7
0.248333,73,139,1
0.26,76,136,1
0.376667,88,203,2
0.295,90,278,3
0.178333,103,251,2
0.19,131,275,2
0.143333,133,760,5
0.05,157,21573,137
0.236667,211,2832,13
0.073333,501,11117,22
0.108333,501,37661,75
0.36702,69,87,1
0.370094,108,172,1
0.222335,149,333,2
0.26708,266,824,3
0.203027,138,385,2
0.389975,61,97,1
0.36373,85,141,1
0.061667,1001,74473,74
0.381729,132,1159,8
0.24479,78,133,1
0.343293,326,1858,5
0.365892,135,279,2
0.250675,255,3566,13
0.080529,600,28291,47
0.145248,186,367,1
0.170371,250,2431,9
0.199998,68,88,1
0.320822,78,167,2
0.295266,76,115,1
0.195952,54,94,1
0.305922,58,91,1
0.08604,536,18977,35
0.371981,54,94,1
0.370053,206,1098,5
0.108963,235,1089,4
0.142746,498,77839,156
0.126329,56,70,1
0.160781,373,3874,10
0.350526,90,97,1
0.119282,1244,77865,62
0.081421,34,50,1
0.22533,99,199,2
0.367198,111,138,1
0.354184,87,98,1
0.08985,499,90078,180
0.177862,263,2983,11
0.391325,92,137,1
0.206907,54,94,1
0.137766,87,3678,42
0.219336,629,13111,20
0.294434,97,158,1
0.16619,133,157,1
0.276887,105,148,1
0.060759,499,40771,81
0.230384,110,175,1
0.305583,89,104,1
0.273877,92,93,1
0.056147,204,2965,14
0.225413,2817,261820,92
0.311343,73,90,1
0.350286,68,103,1
0.148918,499,35403,70
0.23619,209,2090,10
0.200571,1429,107152,74
0.246101,46,87,1
0.074136,499,40019,80
0.222162,57,77,1
0.33421,144,738,5
0.163779,289,1819,6
0.13629,496,18551,37
0.112458,65,2476,38
0.362853,80,197,2
0.145723,173,1315,7
0.151079,417,24996,59
0.052047,1420,43541,30
0.35771,286,1097,3
0.051967,80,994,12
0.270144,87,195,2
0.058767,411,13239,32
0.314702,1006,17948,17
0.373321,136,799,5
0.301118,83,100,1
0.215283,116,214,1
0.392175,129,163,1
0.158786,492,46578,94
0.234129,132,526,3
0.174118,104,237,2
0.346226,84,111,1
0.097884,176,15707,89
0.194532,2299,215462,93
0.342861,68,169,2
0.202478,58,190,3
0.228585,899,95493,106
0.088167,355,21987,61
0.211046,131,169,1
0.19265,196,654,3
0.062221,103,397,3
0.376881,83,147,1
0.085872,433,4500,10
0.140912,999,80560,80
0.260434,92,108,1
0.325112,249,2034,8
0.344649,265,2648,9
0.18614,49,62,1
0.186311,710,19522,27
0.324011,832,22634,27
0.248618,123,321,2
0.372236,82,284,3
0.302826,101,156,1
0.294345,76,98,1
0.342252,84,247,2
0.115036,80,985,12
0.109984,70,201,2
0.136509,66,451,6
0.213658,68,110,1
0.304516,90,192,2
0.21672,190,1054,5
0.218563,79,105,1
0.069477,107,156,1
0.274896,66,83,1
0.296438,55,103,1
0.273393,94,107,1
0.097048,348,703,2
0.306692,89,144,1
0.122221,409,9343,22
0.119135,86,195,2
0.196307,2354,63214,26
0.195777,86,148,1
0.096826,412,50149,121
0.340677,59,191,3
0.109961,43,83,1
0.179786,1976,78982,39
0.381196,206,2490,12
0.32647,78,88,1
0.23229,88,95,1
0.087576,70,97,1
0.234084,458,13495,29
0.072238,432,29250,67
0.237983,66,98,1
0.163872,300,1431,4
0.135101,414,11674,28
0.138338,536,17501,32
0.27479,74,134,1
0.166144,99,164,1
0.334229,62,108,1
0.246695,220,1941,8
0.388824,85,265,3
0.388036,65,153,2
0.113423,77,692,8
0.119886,165,1485,9
0.334828,52,87,1
0.146603,1250,61310,49
0.060489,280,1333,4
0.329152,64,130,2
0.339678,107,196,1
0.146482,91,144,1
0.159894,65,109,1
0.345839,69,117,1
0.392418,68,93,1
0.287965,39,46,1
0.276232,73,134,1
0.362874,65,108,1
0.281346,952,50221,52
0.090749,348,16164,46
0.220142,58,101,1
0.132892,166,829,4
0.319162,84,97,1
0.201126,102,149,1
0.329024,194,566,2
0.147164,95,151,1
0.312069,89,116,1
0.196815,130,566,4
0.262978,1312,107591,82
0.291671,103,152,1
0.272004,70,126,1
0.179827,3620,285896,78
0.089769,479,29961,62
0.087237,158,12388,78
0.324667,135,1002,7
0.130725,100,110,1
0.386855,85,153,1
0.136357,519,81833,157
0.27779,97,166,1
0.103982,499,69217,138
0.059458,436,43109,98
0.146414,499,4889,9
0.073464,498,45113,90
0.253869,217,2113,9
0.077078,280,1759,6
0.052414,499,6924,13
0.18303,68,99,1
0.24579,109,113,1
0.131524,82,101,1
0.26215,66,104,1
0.170181,4001,466844,116
0.222795,1516,134961,89
0.283333,67,134,2
0.353333,67,155,2
0.26,68,110,1
0.365,81,219,2
0.155,91,156,1
0.201667,94,240,2
0.388333,96,328,3
0.295,98,195,1
0.318333,105,300,2
0.341667,108,212,1
0.061667,113,383,3
0.12,116,375,3
0.213333,118,340,2
0.225,124,207,1
0.248333,126,763,6
0.108333,127,294,2
0.073333,130,226,1
0.131667,130,499,3
0.33,130,430,3
0.306667,132,354,2
0.166667,134,422,3
0.271667,176,1645,9
0.236667,178,5114,28
0.19,179,863,4
0.376667,186,1689,9
0.096667,225,900,4
0.085,483,29300,60
0.143333,483,3399,7
0.213971,97,240,2
0.082775,92,111,1
0.302272,70,98,1
0.05,983,46909,47
0.383861,124,322,2
0.345164,72,106,1
0.25515,67,94,1
0.150264,131,157,1
0.120134,494,48667,98
0.306852,73,111,1
0.295136,210,3034,14
0.060569,112,873,7
0.28542,76,155,2
0.123252,483,91010,188
0.395235,50,70,1
0.202478,70,137,1
0.101518,428,15561,36
0.246659,89,198,2
0.069151,998,84631,84
0.14344,137,736,5
0.324778,56,95,1
0.050969,869,30092,34
0.171875,276,1704,6
0.313067,71,181,2
0.317513,402,9270,23
0.333797,84,99,1
0.178333,4001,348648,87
0.281396,445,6931,15
0.210378,11,21,1
0.318333,51,98,1
0.306667,54,135,2
0.225,58,106,1
0.213333,60,110,1
0.295,61,107,1
0.33,67,135,2
0.19,69,251,3
0.201667,80,149,1
0.283333,81,181,2
0.353333,82,142,1
0.365,94,166,1
0.248333,101,393,3
0.073333,102,417,4
0.376667,103,219,2
0.166667,110,194,1
0.388333,112,756,6
0.085,125,323,2
0.236667,138,414,3
0.061667,140,707,5
0.26,143,450,3
0.341667,150,414,2
0.12,152,305,2
0.131667,153,298,1
0.178333,153,6673,43
0.143333,157,679,4
0.271667,169,949,5
0.155,201,1584,7
0.05,482,10869,22
0.096667,482,11237,23
0.203743,73,180,2
0.281157,167,571,3
0.356843,113,201,1
0.156482,130,160,1
0.108333,982,44170,44
0.298099,428,14299,33
0.203661,56,65,1
0.177943,80,81,1
0.231616,109,212,1
0.249932,75,132,1
0.177746,84,209,2
0.365696,88,138,1
0.38246,188,1472,7
0.255623,75,98,1
0.229209,103,147,1
0.141631,77,113,1
0.191203,795,91273,114
0.261706,85,99,1
0.372419,91,102,1
0.341234,99,106,1
0.292011,110,370,3
0.089093,165,724,4
0.325958,199,2571,12
0.17604,139,533,3
0.263577,65,97,1
0.150083,51,94,1
0.219126,1282,75999,59
0.333132,76,90,1
0.074094,473,10420,22
0.372915,61,76,1
0.217712,103,121,1
0.296351,177,722,4
0.267309,99,359,3
0.223226,413,5730,13
0.106066,366,11483,31
0.121187,168,4475,26
0.181087,52,93,1
0.117315,57,1965,34
0.348843,83,310,3
0.325106,116,321,2
0.063849,377,5295,14
0.111048,559,17816,31
0.299675,143,1032,7
0.335608,103,110,1
0.381873,97,153,1
0.195771,111,455,4
0.093224,831,8059,9
0.231075,79,110,1
0.142028,395,8956,22
0.158654,20,31,1
0.305701,215,1235,5
0.301259,69,78,1
0.15522,56,99,1
0.229553,55,108,1
0.060908,284,6683,23
0.393355,111,166,1
0.056997,498,36529,73
0.294808,132,519,3
0.116508,85,94,1
0.094837,1000,149378,149
0.374569,141,257,1
0.377438,81,193,2
0.203807,403,10438,25
0.057002,414,11931,28
0.209222,229,904,3
0.137651,89,150,1
0.271106,172,1244,7
0.170276,59,94,1
0.190966,93,100,1
0.120337,95,105,1
0.126257,93,105,1
0.224939,143,203,1
0.337921,89,107,1
0.250622,70,95,1
0.241366,93,111,1
0.18147,89,144,1
0.093802,454,21883,48
0.190884,374,3625,9
0.311546,235,812,3
0.388485,201,1351,6
0.218884,4001,264287,66
0.190165,3097,162948,52
0.390142,129,535,4
0.213333,46,89,1
0.306667,53,103,1
0.201667,55,97,1
0.33,55,107,1
0.26,59,110,1
0.295,59,148,2
0.353333,59,105,1
0.283333,61,118,1
0.248333,62,184,2
0.318333,63,148,2
0.365,69,140,2
0.388333,71,165,2
0.155,75,178,2
0.376667,76,206,2
0.271667,77,487,6
0.108333,79,292,3
0.225,80,235,2
0.236667,85,562,6
0.341667,102,187,1
0.166667,105,457,4
0.19,124,527,4
0.061667,130,630,4
0.085,135,916,6
0.073333,139,882,6
0.178333,146,589,4
0.12,253,10327,40
0.143333,307,9540,31
0.05,350,66969,191
0.293343,94,102,1
0.096667,498,86001,172
0.381262,90,191,2
0.262838,223,1179,5
0.065309,84,89,1
0.26258,99,113,1
0.088136,408,29523,72
0.22669,97,186,1
0.360003,60,107,1
0.285309,86,102,1
0.189988,122,197,1
0.329137,85,136,1
0.131667,1498,206068,137
0.115033,43,77,1
0.331514,553,62478,112
0.268079,280,8610,30
0.221568,445,20032,45
0.321706,585,16279,27
0.384071,63,113,1
0.208819,66,107,1
0.052451,499,53921,108
0.124907,226,6166,27
0.285421,53,81,1
0.23331,54,90,1
0.164829,58,91,1
0.273439,103,208,2
0.351732,52,99,1
0.396833,57,94,1
0.294102,45,82,1
0.221278,121,397,3
0.120259,124,2752,22
0.255043,2432,454630,186
0.379264,61,97,1
0.062921,499,56520,113
0.329099,161,1441,8
0.335017,298,4146,13
0.397293,97,103,1
0.307377,116,169,1
0.319045,79,101,1
0.152357,100,117,1
0.168055,111,117,1
0.298408,82,102,1
0.067237,73,103,1
0.155735,197,595,3
0.350839,63,87,1
0.250524,83,93,1
0.246626,75,99,1
0.150351,63,186,2
0.099136,439,1314,2
0.291115,66,116,1
0.323187,90,103,1
0.155412,93,206,2
0.224615,76,248,3
0.268275,99,178,1
0.190428,4001,702448,175
0.183696,2344,215509,91
0.329817,72,174,2
0.376667,66,176,2
0.213333,69,162,2
0.365,71,137,1
0.295,74,201,2
0.073333,79,460,5
0.271667,80,156,1
0.131667,81,158,1
0.155,82,327,3
0.236667,82,240,2
0.318333,83,508,6
0.201667,87,209,2
0.248333,87,217,2
0.388333,88,399,4
0.26,90,145,1
0.306667,90,623,6
0.19,91,266,2
0.05,92,524,5
0.33,92,236,2
0.353333,95,723,7
0.061667,96,383,3
0.166667,102,1330,13
0.225,104,306,2
0.341667,105,185,1
0.12,106,638,6
0.178333,107,767,7
0.283333,107,1117,10
0.143333,346,3982,11
0.085,498,23225,46
0.096667,498,38476,77
0.108333,498,24190,48
0.222643,81,200,2
0.383404,149,741,4
0.30639,151,614,4
0.299018,82,216,2
0.342061,79,240,3
0.166919,33,62,1
0.120122,71,106,1
0.329185,81,151,1
0.227464,81,94,1
0.21874,313,1586,5
0.397111,1232,50593,41
0.157024,449,46563,103
0.310292,47,89,1
0.110616,686,11541,16
0.206838,70,108,1
0.074894,451,24485,54
0.329118,126,338,2
0.300582,79,110,1
0.304347,103,115,1
0.366319,662,42119,63
0.095256,78,153,1
0.184887,71,79,1
0.259298,99,124,1
0.390544,63,104,1
0.114961,104,249,2
0.25826,1155,47950,41
0.123404,328,11632,35
0.338068,132,270,2
0.119244,65,86,1
0.193059,67,161,2
0.07306,499,50500,101
0.058142,224,683,3
0.177835,4001,359198,89
0.295,58,132,2
0.26,61,180,2
0.306667,64,129,2
0.318333,67,151,2
0.236667,68,99,1
0.376667,69,187,2
0.33,75,153,2
0.225,77,244,3
0.388333,81,245,3
0.143333,82,243,2
0.365,83,261,3
0.353333,86,571,6
0.073333,89,852,9
0.131667,89,891,10
0.341667,90,271,3
0.178333,91,151,1
0.248333,92,153,1
0.155,95,247,2
0.271667,95,311,3
0.19,96,192,2
0.166667,101,301,2
0.201667,102,280,2
0.12,104,1093,10
0.061667,115,666,5
0.213333,115,979,8
0.096667,116,2733,23
0.085,122,391,3
0.283333,123,403,3
0.3682,90,138,1
0.233715,94,109,1
0.05,498,36107,72
0.108333,498,23650,47
0.314543,100,208,2
0.387806,259,3817,14
0.168329,239,8681,36
0.244916,68,90,1
0.314398,748,27473,36
0.225384,83,243,2
0.137552,430,31440,73
0.398072,143,430,3
0.346642,80,141,1
0.303424,167,440,2
0.36733,97,139,1
0.219168,1481,131114,88
0.087389,474,15769,33
0.185638,72,129,1
0.397501,86,208,2
0.3237,182,792,4
0.175436,119,858,7
0.340942,103,299,2
0.116336,500,14903,29
0.395084,524,7952,15
0.184402,123,416,3
0.197458,120,571,4
0.269296,356,7374,20
0.228145,101,189,1
0.233508,499,9151,18
0.058256,498,10187,20
0.077609,41,281,6
0.327639,98,241,2
0.343344,102,171,1
0.398549,150,1559,10
0.093625,499,86389,173
0.15018,146,2987,20
0.205461,229,646,2
0.365156,93,97,1
0.086738,1000,134370,134
0.060702,69,115,1
0.13678,349,3232,9
0.071528,998,103163,103
0.105455,498,4829,9
0.100266,149,2148,14
0.344016,109,241,2
0.1266,114,236,2
0.207231,345,5879,17
0.056654,152,10118,66
0.292592,527,14687,27
0.190084,124,331,2
0.382137,61,102,1
0.10097,672,16909,25
0.318758,303,2451,8
0.218451,86,157,1
0.161318,70,101,1
0.099019,284,13026,45
0.164041,195,2875,14
0.355181,79,155,1
0.361074,89,170,1
0.223461,90,459,5
0.13448,124,195,1
0.103778,56,96,1
0.235307,176,307,1
0.076478,553,19588,35
0.256301,56,88,1
0.203351,150,407,2
0.33963,90,137,1
0.330178,168,434,2
0.15314,1000,54085,54
0.199763,537,23841,44
0.365361,117,680,5
0.14404,499,75892,152
0.281511,127,1300,10
0.35272,635,47709,75
0.368134,608,13207,21
0.322566,94,184,1
0.350689,59,100,1
0.356824,88,96,1
0.095415,322,22739,70
0.076968,304,17396,57
0.05946,29,37,1
0.388086,88,453,5
0.364611,59,93,1
0.10029,116,250,2
0.314076,141,470,3
0.385042,83,151,1
0.301553,153,401,2
0.183481,135,374,2
0.061931,499,236072,473
0.167191,88,343,3
0.308452,111,150,1
0.195238,87,102,1
0.111943,57,95,1
0.253367,127,203,1
0.140915,498,165063,331
0.253251,111,223,2
0.370574,163,495,3
0.215233,118,222,1
0.18054,80,88,1
0.244273,865,25714,29
0.201074,74,95,1
0.087255,544,7399,13
0.348518,96,246,2
0.275329,1724,201308,116
0.228824,176,1311,7
0.295503,74,92,1
0.25623,75,91,1
0.143794,458,62025,135
0.231697,47,92,1
0.118826,280,2076,7
0.243927,114,239,2
0.104349,89,97,1
0.124939,498,40940,82
0.351533,118,333,2
0.071489,513,102547,199
0.319184,53,96,1
0.375689,101,103,1
0.114981,79,142,1
0.138472,838,57092,68
0.243722,164,744,4
0.284403,103,112,1
0.250869,69,89,1
0.136819,94,108,1
0.077875,559,74305,132
0.205719,129,486,3
0.249123,124,163,1
0.062306,510,123736,242
0.281065,120,363,3
0.266889,95,143,1
0.289871,100,187,1
0.139677,125,208,1
0.324724,53,92,1
0.210543,57,107,1
0.332793,112,151,1
0.367118,105,168,1
0.158636,122,360,2
0.138503,99,158,1
0.193934,4001,471535,117
0.1731,1246,84159,67
0.318333,46,85,1
