evolution rate,length lived,species population time,population
0.396669,143,248,1
0.089169,104,15231,146
0.374494,796,270164,339
0.193689,78,260,3
0.102388,499,22544,45
0.24385,123,523,4
0.335727,68,132,1
0.138747,92,266,2
0.204527,85,104,1
0.175478,70,100,1
0.073872,499,68286,136
0.380147,66,88,1
0.297075,93,107,1
0.207918,122,199,1
0.258078,64,100,1
0.189179,103,157,1
0.05616,679,24885,36
0.051076,46,648,14
0.328841,95,215,2
0.176614,2455,537772,219
0.285872,56,94,1
0.064139,499,103810,208
0.368048,68,92,1
0.190348,70,252,3
0.101091,902,94346,104
0.076522,503,30774,61
0.197557,161,387,2
0.393092,55,97,1
0.326363,266,1365,5
0.145948,228,1515,6
0.360885,46,83,1
0.078452,231,13267,57
0.173947,112,356,3
0.37626,239,2693,11
0.365995,59,98,1
0.220336,50,90,1
0.092566,1301,173382,133
0.082915,392,24774,63
0.138091,148,369,2
0.31681,78,97,1
0.156511,68,97,1
0.249256,85,104,1
0.391671,97,109,1
0.107731,500,544123,1088
0.214005,146,647,4
0.260829,102,149,1
0.082996,460,55873,121
0.352252,55,74,1
0.232972,221,3034,13
0.276464,63,96,1
0.156708,359,2465,6
0.333879,54,86,1
0.325616,72,92,1
0.071971,213,16749,78
0.350654,89,141,1
0.311617,242,1869,7
0.2939,174,596,3
0.160047,136,784,5
0.203303,73,153,2
0.06611,234,15426,65
0.336936,62,82,1
0.164334,199,2628,13
0.120175,95,147,1
0.328522,58,98,1
0.265877,58,109,1
0.237563,79,89,1
0.099357,2499,606149,242
0.093764,453,32155,70
0.39775,116,628,5
0.096925,223,2167,9
0.235359,82,96,1
0.099366,500,51486,102
0.290878,605,42895,70
0.264494,91,249,2
0.323141,108,144,1
0.186953,327,3361,10
0.079295,492,4414,8
0.080946,171,15672,91
0.056051,82,3142,38
0.249627,159,5882,36
0.240227,402,7942,19
0.320831,83,345,4
0.206168,109,247,2
0.150595,339,21848,64
0.109277,30,33,1
0.289491,90,365,4
0.390177,80,100,1
0.133123,79,106,1
0.28106,66,152,2
0.311466,381,17874,46
0.071426,179,5685,31
0.170078,133,420,3
0.187658,62,105,1
0.231226,1304,62415,47
0.29527,87,179,2
0.133656,499,30735,61
0.088117,193,926,4
0.06206,119,168,1
0.209125,90,103,1
