evolution rate,length lived,species population time,population
0.202166,90,96,1
0.178995,95,101,1
0.053289,499,26895,53
0.299691,63,89,1
0.390801,90,192,2
0.338153,77,237,3
0.349324,82,114,1
0.335348,54,91,1
0.133934,163,814,4
0.109014,1374,57420,41
0.05591,28,107,3
0.344958,112,314,2
0.238419,177,622,3
0.213189,51,96,1
0.135702,133,1174,8
0.15423,76,102,1
0.131921,499,92239,184
0.315159,69,96,1
0.360675,64,208,3
0.184615,1073,116990,109
0.358039,84,131,1
0.136501,151,1410,9
0.268539,72,110,1
0.233675,403,9617,23
0.071779,403,19586,48
0.086183,41,62,1
0.239491,67,191,2
0.123369,62,118,1
0.361754,75,106,1
0.255041,84,151,1
0.15626,118,304,2
0.205013,108,977,9
0.327654,88,101,1
0.053751,499,137993,276
0.321939,157,856,5
0.213403,71,144,2
0.126013,325,1920,5
0.340777,61,104,1
0.348483,92,107,1
0.098507,913,174934,191
0.122586,155,1605,10
0.253932,91,158,1
0.16192,81,156,1
0.34937,131,357,2
0.070311,769,51923,67
0.134823,499,19187,38
0.150151,65,68,1
0.359018,195,17510,89
0.306501,194,62382,321
0.282375,194,5344,27
0.316012,193,37882,196
