evolution rate,length lived,species population time,population
0.255468,271,1690,6
0.314496,88,295,3
0.264717,124,405,3
0.10527,62,209,3
0.139983,213,5518,25
0.309416,57,104,1
0.24817,81,101,1
0.211536,65,94,1
0.212896,97,104,1
0.344458,58,99,1
0.141946,146,458,3
0.11833,499,19320,38
0.271825,88,252,2
0.156694,70,96,1
0.172629,78,91,1
0.277726,62,89,1
0.079548,119,185,1
0.078233,499,160678,322
0.182118,103,436,4
0.145454,68,156,2
0.304978,86,282,3
0.222452,104,164,1
0.36111,591,28721,48
0.313186,79,101,1
0.120408,524,22732,43
0.371479,108,357,3
0.393754,251,4759,18
0.355824,107,164,1
0.169168,499,14697,29
0.283446,87,152,1
0.268533,157,518,3
0.078486,150,496,3
0.311978,75,101,1
0.163426,103,155,1
0.346244,110,160,1
0.373376,74,102,1
0.291427,80,107,1
0.235868,86,96,1
0.199133,4001,358777,89
0.234419,913,44663,48
0.050571,88,165,1
0.271667,64,140,2
0.295,65,164,2
0.376667,65,154,2
0.306667,71,144,2
0.178333,74,148,2
0.201667,76,134,1
0.225,76,195,2
0.236667,80,155,1
0.341667,82,197,2
0.248333,86,275,3
0.283333,87,242,2
0.388333,90,251,2
0.365,92,197,2
0.166667,93,207,2
0.353333,93,252,2
0.096667,94,602,6
0.19,94,241,2
0.33,96,270,2
0.155,103,506,4
0.12,105,892,8
0.108333,108,1229,11
0.131667,114,322,2
0.213333,114,415,3
0.05,116,534,4
0.061667,123,728,5
0.318333,124,825,6
0.26,139,2579,18
0.143333,273,3381,12
0.381761,87,95,1
0.066131,65,105,1
0.073333,498,45689,91
0.085,498,41456,83
0.285187,63,168,2
0.239368,103,446,4
0.270982,337,5681,16
0.314275,79,101,1
0.145753,497,79456,159
0.07424,80,514,6
0.3961,92,175,1
0.289507,47,89,1
0.304939,77,91,1
0.151327,499,356175,713
0.121597,226,131589,582
0.294285,1158,370764,320
0.273866,85,186,2
0.06285,498,165269,331
0.235795,65,139,2
0.079725,322,1071,3
0.38761,71,195,2
0.123212,999,191782,191
0.129723,654,44707,68
0.175659,38,94,2
0.166998,160,970,6
0.124516,499,410805,823
0.095399,499,29916,59
0.365876,83,99,1
0.234438,998,651620,652
0.06252,498,785634,1577
