enviorment change rate,master run,apex x,apex y,sigma left,sigma right,r2,equation
0.5,9106,0.167,4615.394167225315,0.1137571390496601,0.19415046680085774,0.5724550498129707,y=4615.39*exp(-(|x-0.167|^6.6)/(2*0.113757^6.6)) for x<=0.167; y=4615.39*exp(-(|x-0.167|^6.6)/(2*0.19415^6.6)) for x>0.167
0.6,9107,0.123,5132.199616400709,0.07035559143111535,0.22024432826354948,0.7473616750077943,y=5132.2*exp(-(|x-0.123|^9.1)/(2*0.0703556^9.1)) for x<=0.123; y=5132.2*exp(-(|x-0.123|^9.1)/(2*0.220244^9.1)) for x>0.123
0.7,9108,0.261,4474.800135237863,0.21063298321991322,0.08632537847506881,0.72294810014366,y=4474.8*exp(-(|x-0.261|^4)/(2*0.210633^4)) for x<=0.261; y=4474.8*exp(-(|x-0.261|^4)/(2*0.0863254^4)) for x>0.261
0.8,9109,0.314,3785.3838108014056,0.21635975347590972,0.052070905948752626,0.4387012315960651,y=3785.38*exp(-(|x-0.314|^1.5)/(2*0.21636^1.5)) for x<=0.314; y=3785.38*exp(-(|x-0.314|^1.5)/(2*0.0520709^1.5)) for x>0.314
0.9,9110,0.314,4457.145002591791,0.14582558693902933,0.04685874335413802,0.6512098353676059,y=4457.15*exp(-(|x-0.314|^1.3)/(2*0.145826^1.3)) for x<=0.314; y=4457.15*exp(-(|x-0.314|^1.3)/(2*0.0468587^1.3)) for x>0.314
1.0,9111,0.329,5204.559398745017,0.12084514272666737,0.03123699123336729,0.7120025488386641,y=5204.56*exp(-(|x-0.329|^1.1)/(2*0.120845^1.1)) for x<=0.329; y=5204.56*exp(-(|x-0.329|^1.1)/(2*0.031237^1.1)) for x>0.329
1.1,9112,0.329,4427.171858304167,0.11143653391216667,0.041220955635732984,0.7001954127608985,y=4427.17*exp(-(|x-0.329|^1)/(2*0.111437^1)) for x<=0.329; y=4427.17*exp(-(|x-0.329|^1)/(2*0.041221^1)) for x>0.329
1.2,9113,0.338,3767.0933672536758,0.13009315874876454,0.05176335761407748,0.6751672091388436,y=3767.09*exp(-(|x-0.338|^1.2)/(2*0.130093^1.2)) for x<=0.338; y=3767.09*exp(-(|x-0.338|^1.2)/(2*0.0517634^1.2)) for x>0.338
1.3,9114,0.348,3589.2857386168216,0.1398359211417939,0.04857439489323782,0.6641326301021423,y=3589.29*exp(-(|x-0.348|^1.3)/(2*0.139836^1.3)) for x<=0.348; y=3589.29*exp(-(|x-0.348|^1.3)/(2*0.0485744^1.3)) for x>0.348
1.4,9115,0.293,3497.182251805427,0.04575731926137196,0.17236313976495637,0.5943926970030435,y=3497.18*exp(-(|x-0.293|^0.5)/(2*0.0457573^0.5)) for x<=0.293; y=3497.18*exp(-(|x-0.293|^0.5)/(2*0.172363^0.5)) for x>0.293
1.5,9116,0.311,3053.1333826317605,0.0905714327722072,0.10832517971633106,0.5916009255364559,y=3053.13*exp(-(|x-0.311|^0.7)/(2*0.0905714^0.7)) for x<=0.311; y=3053.13*exp(-(|x-0.311|^0.7)/(2*0.108325^0.7)) for x>0.311
1.6,9117,0.325,2519.2620091268504,0.15175338401220112,0.108298121441181,0.5537819663690393,y=2519.26*exp(-(|x-0.325|^1.1)/(2*0.151753^1.1)) for x<=0.325; y=2519.26*exp(-(|x-0.325|^1.1)/(2*0.108298^1.1)) for x>0.325
1.7,9118,0.283,2221.1120424839223,0.130473810787937,0.5400614904276526,0.4446788847276941,y=2221.11*exp(-(|x-0.283|^0.7)/(2*0.130474^0.7)) for x<=0.283; y=2221.11*exp(-(|x-0.283|^0.7)/(2*0.540061^0.7)) for x>0.283
1.8,9119,0.35,2006.3524435335787,0.23074180464700486,0.09887691807301452,0.40513128912487006,y=2006.35*exp(-(|x-0.35|^1.2)/(2*0.230742^1.2)) for x<=0.35; y=2006.35*exp(-(|x-0.35|^1.2)/(2*0.0988769^1.2)) for x>0.35
1.9,9120,0.329,1862.8522530214864,0.24032926335754337,0.18492000413506,0.30797476941814184,y=1862.85*exp(-(|x-0.329|^1.1)/(2*0.240329^1.1)) for x<=0.329; y=1862.85*exp(-(|x-0.329|^1.1)/(2*0.18492^1.1)) for x>0.329
2.0,9121,0.318,1807.5234722783737,0.24670452425196363,0.1344338244854856,0.25058228794877724,y=1807.52*exp(-(|x-0.318|^1.2)/(2*0.246705^1.2)) for x<=0.318; y=1807.52*exp(-(|x-0.318|^1.2)/(2*0.134434^1.2)) for x>0.318
2.1,9122,0.357,1616.6388885585136,0.336258515172084,0.04812091941486936,0.21758822458766514,y=1616.64*exp(-(|x-0.357|^1.6)/(2*0.336259^1.6)) for x<=0.357; y=1616.64*exp(-(|x-0.357|^1.6)/(2*0.0481209^1.6)) for x>0.357
2.2,9123,0.174,1441.4206195680388,0.15878706209572374,3.5,0.10724264897563973,y=1441.42*exp(-(|x-0.174|^1.2)/(2*0.158787^1.2)) for x<=0.174; y=1441.42*exp(-(|x-0.174|^1.2)/(2*3.5^1.2)) for x>0.174
2.3,9124,0.142,1342.5113323323774,0.08510414752698701,0.34253536380640787,0.10339057468275659,y=1342.51*exp(-(|x-0.142|^3.9)/(2*0.0851041^3.9)) for x<=0.142; y=1342.51*exp(-(|x-0.142|^3.9)/(2*0.342535^3.9)) for x>0.142
2.4,9125,0.299,1505.4935546688776,0.30604121376962856,0.13188552002911938,0.1527060174620174,y=1505.49*exp(-(|x-0.299|^1.1)/(2*0.306041^1.1)) for x<=0.299; y=1505.49*exp(-(|x-0.299|^1.1)/(2*0.131886^1.1)) for x>0.299
2.5,9126,0.142,2025.8077635489492,0.01373101333485998,0.24336880999848753,0.05588409018833651,y=2025.81*exp(-(|x-0.142|^0.1)/(2*0.013731^0.1)) for x<=0.142; y=2025.81*exp(-(|x-0.142|^0.1)/(2*0.243369^0.1)) for x>0.142
