enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,9106,9106,0.167,4615.394167225315,342.0,0.1137571390496601,0.19415046680085774,0.5724550498129707
0.6,9107,9107,0.123,5132.199616400709,359.0,0.07035559143111535,0.22024432826354948,0.7473616750077943
0.7,9108,9108,0.261,4474.800135237863,336.0,0.21063298321991322,0.08632537847506881,0.72294810014366
0.8,9109,9109,0.314,3785.3838108014056,263.0,0.21635975347590972,0.052070905948752626,0.4387012315960651
0.9,9110,9110,0.314,4457.145002591791,307.0,0.14582558693902933,0.04685874335413802,0.6512098353676059
1.0,9111,9111,0.329,5204.559398745017,300.0,0.12084514272666737,0.03123699123336729,0.7120025488386641
1.1,9112,9112,0.329,4427.171858304167,355.0,0.11143653391216667,0.041220955635732984,0.7001954127608985
1.2,9113,9113,0.338,3767.0933672536758,315.0,0.13009315874876454,0.05176335761407748,0.6751672091388436
1.3,9114,9114,0.348,3589.2857386168216,278.0,0.1398359211417939,0.04857439489323782,0.6641326301021423
1.4,9115,9115,0.293,3497.182251805427,315.0,0.04575731926137196,0.17236313976495637,0.5943926970030435
1.5,9116,9116,0.311,3053.1333826317605,332.0,0.0905714327722072,0.10832517971633106,0.5916009255364559
1.6,9117,9117,0.325,2519.2620091268504,472.0,0.15175338401220112,0.108298121441181,0.5537819663690393
1.7,9118,9118,0.283,2221.1120424839223,339.0,0.130473810787937,0.5400614904276526,0.4446788847276941
1.8,9119,9119,0.35,2006.3524435335787,396.0,0.23074180464700486,0.09887691807301452,0.40513128912487006
1.9,9120,9120,0.329,1862.8522530214864,296.0,0.24032926335754337,0.18492000413506,0.30797476941814184
2.0,9121,9121,0.318,1807.5234722783737,403.0,0.24670452425196363,0.1344338244854856,0.25058228794877724
2.1,9122,9122,0.357,1616.6388885585136,368.0,0.336258515172084,0.04812091941486936,0.21758822458766514
2.2,9123,9123,0.174,1441.4206195680388,286.0,0.15878706209572374,3.5,0.10724264897563973
2.3,9124,9124,0.142,1342.5113323323774,334.0,0.08510414752698701,0.34253536380640787,0.10339057468275659
2.4,9125,9125,0.299,1505.4935546688776,359.0,0.30604121376962856,0.13188552002911938,0.1527060174620174
2.5,9126,9126,0.142,2025.8077635489492,419.0,0.01373101333485998,0.24336880999848753,0.05588409018833651
