selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.00040463146440627984,y=0.147831 + 0.103176*x,2106,1081905,2106,1081905,log,0.00039795712915546844,y=0.0126564*ln(x) + 0.187167
,lowest_r2,quadratic,0.0004101951999122555,y=0.160604 - 0.104611*x + 0.829367*x^2,2106,1081905,2106,1081905,log,0.00039795712915546844,y=0.0126564*ln(x) + 0.187167
,lowest_r2,polynomial,0.00041186750594013333,y=0.0952785 + 1.4954*x - 12.0882*x^2 + 34.3906*x^3,2106,1081905,2106,1081905,log,0.00039795712915546844,y=0.0126564*ln(x) + 0.187167
yes,lowest_r2,log,0.00039795712915546844,y=0.0126564*ln(x) + 0.187167,2106,1081905,2106,1081905,log,0.00039795712915546844,y=0.0126564*ln(x) + 0.187167
