enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,992,992,0.171,4001.0,76.0,0.05655642060816487,0.06498167163522325,-6.6136392630670695
0.51,993,993,0.166,2977.0,72.0,0.048625603223735055,0.07430198354760671,-6.239753815952726
0.52,994,994,0.159,4001.0,77.0,0.043450339169360995,0.07236182366088764,-10.167971481220224
0.53,995,995,0.082,3288.0,72.0,0.014984558285943892,0.10037113497339088,-7.034356146367241
0.54,996,996,0.164,3749.0,73.0,0.04786400104359232,0.07396809786258436,-8.721795154251883
0.55,997,997,0.189,3522.0,74.0,0.05785201307364896,0.06420932844253949,-9.605792098047486
0.56,998,998,0.06,4001.0,74.0,0.0037671822646810453,0.1071027897258333,-5.0829552263946205
0.57,999,999,0.178,4001.0,72.0,0.05128847457462133,0.06677216006831507,-10.4724842582629
0.58,1000,1000,0.251,3106.0,74.0,0.08114235170182353,0.04484572965145015,-11.415152982421715
0.59,1001,1001,0.158,3694.0,77.0,0.04495397274586023,0.0759384314539962,-11.525101182783159
0.6,1002,1002,0.156,4001.0,74.0,0.04196245541872011,0.0739957937931706,-8.355819991643347
0.61,1003,1003,0.154,4001.0,74.0,0.04369070084999082,0.07421401486432742,-10.437983595672783
0.62,1004,1004,0.203,3882.0,79.0,0.06010223733251552,0.05985876999623173,-9.656862469395389
0.63,1005,1005,0.188,4001.0,80.0,0.052829652900794034,0.06367449822670035,-13.298609429789694
0.64,1006,1006,0.191,3171.0,74.0,0.057369236409252636,0.0663073985944729,-8.823745979288443
0.65,1007,1007,0.182,3298.0,76.0,0.05193088680568838,0.06621211226623082,-8.970588837790794
0.66,1008,1008,0.158,4001.0,74.0,0.041997298248289995,0.07279128222236346,-10.997897546288378
0.67,1009,1009,0.316,2183.0,70.0,0.11153600276431049,0.028516030932016666,-6.399694388779122
0.68,1010,1010,0.163,3583.0,75.0,0.04373963348615909,0.07390098587226153,-11.123267971902225
0.69,1011,1011,0.161,3251.0,75.0,0.04635437706456698,0.07785092722753512,-7.759063729697752
0.7,1012,1012,0.209,3191.0,73.0,0.06277955717680206,0.06105795306664321,-9.481123676681634
0.71,1013,1013,0.171,4001.0,72.0,0.0488394665635878,0.06856047604003242,-10.263580829937002
0.72,1014,1014,0.162,4001.0,73.0,0.0434080414956188,0.07422963874476764,-10.587176022201344
0.73,1015,1015,0.177,3237.0,74.0,0.05256701824796863,0.06951152271681071,-8.630417955379672
0.74,1016,1016,0.209,4001.0,78.0,0.05913142975166284,0.06077702886601904,-13.708363443396983
0.75,1017,1017,0.166,4001.0,77.0,0.04504982289567946,0.07003782769998536,-11.119087469954925
0.76,1018,1018,0.194,3471.5,74.0,0.052347371073742155,0.06517395546071023,-11.060141911646038
0.77,1019,1019,0.23,4001.0,74.0,0.07010192697458427,0.051295944327086444,-12.872275169568852
0.78,1020,1020,0.204,3833.0,76.0,0.057938866459165024,0.06050246312173257,-11.777635097822644
0.79,1021,1021,0.179,4001.0,74.0,0.04769130692302602,0.06851485564062257,-11.892339059527265
0.8,1022,1022,0.113,2499.0,74.0,0.02652296372301869,0.0983183876502145,-4.79141807892835
