selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
,lowest_r2,linear,0.015083344325574899,y=0.158707 + 0.0395367*x,23420,10152539,23420,10152539,bell_curve,-0.045221190400822175,y=0.187535*exp(-((x-1.38628)^2)/(2*1.30943^2))
,lowest_r2,quadratic,0.016306424071959147,y=0.119789 + 0.12661*x - 0.0446606*x^2,23420,10152539,23420,10152539,bell_curve,-0.045221190400822175,y=0.187535*exp(-((x-1.38628)^2)/(2*1.30943^2))
,lowest_r2,polynomial,0.016310255249526118,y=0.127811 + 0.0990984*x - 0.0150137*x^2 - 0.0101192*x^3,23420,10152539,23420,10152539,bell_curve,-0.045221190400822175,y=0.187535*exp(-((x-1.38628)^2)/(2*1.30943^2))
,lowest_r2,log,0.01600554603291582,y=0.0372429*ln(x) + 0.199873,23420,10152539,23420,10152539,bell_curve,-0.045221190400822175,y=0.187535*exp(-((x-1.38628)^2)/(2*1.30943^2))
yes,lowest_r2,bell_curve,-0.045221190400822175,y=0.187535*exp(-((x-1.38628)^2)/(2*1.30943^2)),23420,10152539,23420,10152539,bell_curve,-0.045221190400822175,y=0.187535*exp(-((x-1.38628)^2)/(2*1.30943^2))
