enviorment change rate,master run,apex x,apex y,sigma left,sigma right,r2,equation
0.1,6574,0.05,903.0433057811589,0.04176,3.4800000000000006e-05,0.0878428357232981,y=903.043*exp(-(|x-0.05|^0.1)/(2*0.04176^0.1)) for x<=0.05; y=903.043*exp(-(|x-0.05|^0.1)/(2*3.48e-05^0.1)) for x>0.05
0.11,6575,0.348,410.38246235778695,3.5,0.00033943355106667687,0.10312348928743353,y=410.382*exp(-(|x-0.348|^0.1)/(2*3.5^0.1)) for x<=0.348; y=410.382*exp(-(|x-0.348|^0.1)/(2*0.000339434^0.1)) for x>0.348
0.12,6576,0.05,848.5942319361352,0.041999999999999996,3.5000000000000004e-05,0.2076550936536501,y=848.594*exp(-(|x-0.05|^0.1)/(2*0.042^0.1)) for x<=0.05; y=848.594*exp(-(|x-0.05|^0.1)/(2*3.5e-05^0.1)) for x>0.05
0.13,6577,0.05,809.1789229445566,0.041999999999999996,3.5000000000000004e-05,0.16679443273686279,y=809.179*exp(-(|x-0.05|^0.1)/(2*0.042^0.1)) for x<=0.05; y=809.179*exp(-(|x-0.05|^0.1)/(2*3.5e-05^0.1)) for x>0.05
0.14,6578,0.392,417.8219287460859,3.49,3.4900000000000035e-05,0.024682593240217265,y=417.822*exp(-(|x-0.392|^0.1)/(2*3.49^0.1)) for x<=0.392; y=417.822*exp(-(|x-0.392|^0.1)/(2*3.49e-05^0.1)) for x>0.392
0.15,6579,0.337,392.4127599823293,3.1655593068802106,0.010290967893882922,0.03972890376927718,y=392.413*exp(-(|x-0.337|^0.1)/(2*3.16556^0.1)) for x<=0.337; y=392.413*exp(-(|x-0.337|^0.1)/(2*0.010291^0.1)) for x>0.337
0.16,6580,0.391,263.503721242388,3.5,0.010524298976334487,0.00031016676360995366,y=263.504*exp(-(|x-0.391|^10)/(2*3.5^10)) for x<=0.391; y=263.504*exp(-(|x-0.391|^10)/(2*0.0105243^10)) for x>0.391
0.17,6581,0.387,455.5721881173246,0.017777121334694234,3.5000000000000004e-05,0.10595602931411097,y=455.572*exp(-(|x-0.387|^0.1)/(2*0.0177771^0.1)) for x<=0.387; y=455.572*exp(-(|x-0.387|^0.1)/(2*3.5e-05^0.1)) for x>0.387
0.18,6582,0.397,252.93129639852975,3.5,0.0023783396260489025,0.014600989471722725,y=252.931*exp(-(|x-0.397|^4)/(2*3.5^4)) for x<=0.397; y=252.931*exp(-(|x-0.397|^4)/(2*0.00237834^4)) for x>0.397
0.19,6583,0.05,799.9044376150499,0.041999999999999996,4.039677642555092e-05,0.14589559461213064,y=799.904*exp(-(|x-0.05|^0.1)/(2*0.042^0.1)) for x<=0.05; y=799.904*exp(-(|x-0.05|^0.1)/(2*4.03968e-05^0.1)) for x>0.05
