enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.1,6574,6574,0.05,903.0433057811589,672.0,0.04176,3.4800000000000006e-05,0.0878428357232981
0.11,6575,6575,0.348,410.38246235778695,853.0,3.5,0.00033943355106667687,0.10312348928743353
0.12,6576,6576,0.05,848.5942319361352,783.0,0.041999999999999996,3.5000000000000004e-05,0.2076550936536501
0.13,6577,6577,0.05,809.1789229445566,752.0,0.041999999999999996,3.5000000000000004e-05,0.16679443273686279
0.14,6578,6578,0.392,417.8219287460859,997.0,3.49,3.4900000000000035e-05,0.024682593240217265
0.15,6579,6579,0.337,392.4127599823293,837.0,3.1655593068802106,0.010290967893882922,0.03972890376927718
0.16,6580,6580,0.391,263.503721242388,854.0,3.5,0.010524298976334487,0.00031016676360995366
0.17,6581,6581,0.387,455.5721881173246,871.0,0.017777121334694234,3.5000000000000004e-05,0.10595602931411097
0.18,6582,6582,0.397,252.93129639852975,830.0,3.5,0.0023783396260489025,0.014600989471722725
0.19,6583,6583,0.05,799.9044376150499,817.0,0.041999999999999996,4.039677642555092e-05,0.14589559461213064
