selected,selection rule,model,r2,equation,points used,weighted copies used,total points,total weighted copies,best model,best r2,best equation
yes,lowest_r2,linear,4.464368552725695e-05,y=0.219835 - 0.0228176*x,3495,936609,3495,936609,linear,4.464368552725695e-05,y=0.219835 - 0.0228176*x
,lowest_r2,quadratic,4.518852906165716e-05,y=0.221819 - 0.0513885*x + 0.098766*x^2,3495,936609,3495,936609,linear,4.464368552725695e-05,y=0.219835 - 0.0228176*x
,lowest_r2,polynomial,0.0005788395665521362,y=0.586607 - 7.99225*x + 56.2677*x^2 - 129.317*x^3,3495,936609,3495,936609,linear,4.464368552725695e-05,y=0.219835 - 0.0228176*x
,lowest_r2,log,4.857357467979995e-05,y=-0.00334546*ln(x) + 0.209997,3495,936609,3495,936609,linear,4.464368552725695e-05,y=0.219835 - 0.0228176*x
