evolution rate,arithmetic mean length lived,arithmetic mean species population time
0.05,2094.6666666666665,213727.33333333334
0.05,1556.0,254219.33333333334
0.05,860.4,54894.4
0.05,773.5,19791.0
0.05,1284.6666666666667,37442.0
0.05,1857.8,189270.8
0.051,84.0,98.0
0.051,90.0,99.0
0.052,138.0,1040.0
0.052,148.0,161.0
0.053,1157.0,39229.5
0.053,257.0,7120.0
0.053,255.0,1193.0
0.053,1024.0,46562.0
0.053,413.0,1039.0
0.054,333.0,3926.5
0.054,505.3333333333333,26663.666666666668
0.054,1074.0,14268.0
0.055,162.0,969.3333333333334
0.055,402.0,8808.0
0.055,2783.0,557668.0
0.055,324.6666666666667,12935.333333333334
0.056,458.0,3371.0
0.056,732.6,49914.0
0.056,516.0,8467.0
0.057,103.0,477.0
0.057,489.0,3309.0
0.058,429.0,113444.0
0.059,849.0,55916.0
0.059,321.5,4614.5
0.059,299.0,622.0
0.059,209.0,288.0
0.06,731.0,28153.5
0.06,105.0,298.0
0.061,405.0,6178.0
0.061,695.0,56026.0
0.061,193.0,672.0
0.061,1078.0,18311.0
0.062,1870.4,140988.4
0.062,534.0,18771.0
0.062,698.0,21515.0
0.062,820.0,57481.0
0.062,2469.75,260473.0
0.062,3837.0,371381.5
0.063,137.0,341.0
0.063,498.0,18110.0
0.063,4001.0,577656.0
0.064,539.0,2795.0
0.064,26.0,37.0
0.064,219.0,768.0
0.064,98.0,288.0
0.064,174.0,364.0
0.065,122.0,512.0
0.065,2704.0,209908.0
0.065,606.0,28349.0
0.066,998.0,131770.0
0.066,447.0,6097.0
0.067,119.0,415.0
0.067,151.0,2028.0
0.067,100.0,202.0
0.068,117.0,170.0
0.068,952.0,34885.0
0.068,4001.0,681559.0
0.069,409.0,15558.0
0.07,1182.0,59263.0
0.07,323.5,26742.5
0.07,232.0,528.0
0.07,487.0,1960.0
0.07,115.0,2043.0
0.072,257.0,1555.0
0.072,736.0,12384.0
0.072,160.0,3561.0
0.073,1923.0,164554.25
0.073,1412.8333333333333,114798.0
0.073,2256.5,213560.5
0.073,1321.5,93282.0
0.073,2296.75,194788.0
0.073,1225.7142857142858,70299.57142857143
0.075,983.0,13645.0
0.075,186.0,723.0
0.076,386.0,13395.0
0.076,82.0,93.0
0.077,224.0,13356.0
0.077,77.0,364.0
0.077,1891.0,174301.5
0.077,113.0,375.0
0.077,352.0,9964.0
0.078,1292.5,70067.5
0.078,4001.0,344177.0
0.078,220.0,3312.5
0.079,2432.5,197852.0
0.079,1488.0,49659.0
0.079,99.0,161.0
0.08,2099.0,135199.0
0.08,84.0,510.0
0.081,250.0,1654.0
0.081,1101.5,42290.5
0.081,392.0,5040.0
0.082,370.5,11513.0
0.082,468.0,1294.0
0.083,66.0,196.0
0.083,2056.5,141133.0
0.083,93.0,149.0
0.084,89.0,318.0
0.084,465.0,13984.0
0.084,69.0,99.0
0.084,848.0,28637.0
0.085,800.4,34526.4
0.085,1349.5,165833.25
0.085,1708.3333333333333,207248.66666666666
0.085,606.5,16198.0
0.085,788.0,11309.0
0.085,1041.3333333333333,31165.333333333332
0.086,201.0,1447.0
0.087,554.0,34423.0
0.087,60.0,68.0
0.087,300.5,1403.0
0.088,426.5,3662.5
0.088,1091.0,21348.0
0.089,122.0,141.0
0.09,102.0,195.0
0.09,215.0,1549.0
0.091,114.0,1154.0
0.092,331.0,4258.0
0.092,340.0,2314.0
0.092,193.0,383.0
0.093,1320.0,56097.0
0.093,233.0,2261.0
0.094,329.0,1214.0
0.094,147.0,1131.0
0.095,206.0,727.0
0.095,2099.0,272016.0
0.096,2037.5,202449.0
0.096,577.5,44000.0
0.097,1038.3333333333333,56772.333333333336
0.097,1341.6666666666667,72166.33333333333
0.097,1745.5,124829.0
0.097,1646.5,100428.5
0.097,1735.4,118330.8
0.097,1980.0,195220.0
0.098,66.0,246.0
0.098,67.0,95.0
0.098,73.0,461.0
0.099,263.0,1996.0
0.099,1400.0,57836.0
0.099,156.0,942.0
0.1,412.0,4708.0
0.1,293.0,1542.0
0.101,224.0,479.0
0.101,1124.0,28235.0
0.101,206.0,873.0
0.102,562.0,13195.0
0.102,132.0,205.0
0.103,148.0,164.0
0.103,59.0,159.0
0.103,91.0,291.0
0.103,286.0,4425.0
0.104,189.0,1101.0
0.104,552.0,9707.0
0.105,148.0,211.0
0.105,437.0,17662.0
0.106,165.0,353.0
0.106,157.0,450.0
0.108,808.25,41354.5
0.108,1637.0,176375.66666666666
0.108,1741.0,158791.0
0.108,548.3333333333334,26621.333333333332
0.108,2438.75,158453.0
0.108,1942.25,158249.5
0.109,2381.0,138419.0
0.109,3699.0,359106.0
0.11,101.0,447.0
0.111,237.0,13549.0
0.111,121.5,434.0
0.112,319.0,58769.0
0.112,760.0,45007.0
0.112,523.5,18020.0
0.113,94.0,181.0
0.113,225.0,738.0
0.114,994.0,76420.0
0.114,72.0,108.0
0.115,79.0,351.0
0.115,277.0,2717.0
0.115,55.0,84.0
0.116,182.0,370.0
0.116,840.0,28515.0
0.116,243.0,849.0
0.117,207.0,3199.0
0.117,68.0,110.0
0.117,435.5,5490.0
0.118,84.0,284.0
0.118,871.0,12323.0
0.119,303.0,3246.0
0.12,1411.0,89080.0
0.12,412.0,19821.0
0.12,1032.6666666666667,90832.33333333333
0.12,1661.0,104878.0
0.12,257.0,4889.0
0.121,1070.0,106027.0
0.121,102.5,226.5
0.122,102.0,108.0
0.122,95.0,199.0
0.123,93.0,129.0
0.123,108.0,180.0
0.123,117.0,141.0
0.123,94.0,106.0
0.123,3097.0,252904.0
0.124,165.0,1963.0
0.124,689.0,22048.0
0.125,70.0,153.0
0.125,223.0,428.0
0.125,162.0,998.0
0.125,409.0,6998.0
0.126,268.0,2990.0
0.126,310.5,12162.5
0.126,108.0,389.0
0.127,116.0,444.0
0.127,277.0,12199.0
0.128,243.0,1414.0
0.128,104.0,169.5
0.128,122.0,276.0
0.128,74.0,108.0
0.129,141.0,1634.0
0.129,104.0,256.0
0.13,186.0,1292.5
0.13,1568.0,112341.5
0.131,609.0,13065.0
0.131,152.0,194.0
0.131,1059.0,45965.0
0.132,2099.0,88440.5
0.132,1419.0,90784.0
0.132,219.0,3454.0
0.132,216.5,6645.5
0.132,117.0,211.0
0.133,612.0,14668.0
0.133,87.0,103.0
0.134,272.0,2301.0
0.135,525.0,17137.0
0.136,152.0,1109.0
0.137,98.0,603.0
0.137,107.0,148.0
0.137,68.0,279.0
0.138,100.0,326.0
0.138,79.0,154.0
0.139,97.0,99.0
0.139,887.0,55479.0
0.14,211.0,29134.0
0.14,67.0,133.5
0.14,2171.0,110590.0
0.141,1180.0,56632.0
0.142,332.0,3112.0
0.142,92.0,191.0
0.143,568.0,18099.0
0.143,1096.0,155632.0
0.143,278.5,5751.0
0.143,589.5,27657.0
0.144,247.0,1879.0
0.144,91.0,95.0
0.144,100.0,233.0
0.145,175.5,765.0
0.145,512.0,118005.0
0.146,106.0,243.0
0.146,1176.0,72188.0
0.146,706.0,31197.0
0.147,245.25,3466.25
0.147,222.0,15460.0
0.148,1616.0,81608.0
0.148,68.0,89.0
0.148,405.0,19704.0
0.149,958.0,43155.0
0.149,59.0,132.0
0.149,140.0,512.3333333333334
0.149,77.0,108.0
0.15,62.0,95.0
0.15,128.0,342.0
0.151,631.0,16565.0
0.151,210.0,966.0
0.152,747.0,87228.0
0.152,125.0,539.0
0.152,96.0,143.0
0.153,161.0,966.5
0.153,64.0,108.0
0.154,330.5,74642.0
0.154,152.0,383.0
0.154,97.0,199.0
0.154,154.0,409.0
0.154,153.0,306.0
0.155,379.0,6230.0
0.155,1346.0,42975.0
0.155,1592.0,169553.0
0.155,54.0,99.0
0.155,109.5,893.0
0.156,71.0,118.0
0.156,82.5,175.0
0.157,78.0,149.0
0.159,73.0,186.0
0.16,91.0,106.0
0.16,86.0,98.0
0.161,156.0,268.0
0.161,89.0,186.0
0.161,107.0,164.0
0.163,192.0,806.0
0.163,447.0,15986.0
0.164,168.0,376.0
0.165,73.5,222.5
0.166,60.0,88.0
0.166,96.0,235.0
0.166,158.0,680.0
0.166,106.0,265.0
0.167,97.0,435.0
0.167,221.0,2889.3333333333335
0.167,2714.0,172647.0
0.167,803.0,30168.0
0.168,118.0,247.5
0.169,100.0,342.0
0.17,466.0,7491.0
0.17,98.0,112.0
0.171,78.0,97.0
0.171,366.0,2897.0
0.172,82.0,104.0
0.172,1303.0,59951.0
