enviorment change rate,master run,apex x,apex y,sigma left,sigma right,r2,equation
0.5,992,0.171,945.5723026906741,3.4600000000000004,0.07344122880577911,0.2522343663897506,y=945.572*exp(-((x-0.171)^2)/(2*3.46^2)) for x<=0.171; y=945.572*exp(-((x-0.171)^2)/(2*0.0734412^2)) for x>0.171
0.51,993,0.166,660.1079568887596,3.4600000000000004,0.10662514698471492,0.13163136592204738,y=660.108*exp(-((x-0.166)^2)/(2*3.46^2)) for x<=0.166; y=660.108*exp(-((x-0.166)^2)/(2*0.106625^2)) for x>0.166
0.52,994,0.159,639.4674497279992,3.49,0.10543773025616174,0.11482951660613705,y=639.467*exp(-((x-0.159)^2)/(2*3.49^2)) for x<=0.159; y=639.467*exp(-((x-0.159)^2)/(2*0.105438^2)) for x>0.159
0.53,995,0.082,747.8514525252815,3.4800000000000004,0.14895442781741758,0.20811848056262006,y=747.851*exp(-((x-0.082)^2)/(2*3.48^2)) for x<=0.082; y=747.851*exp(-((x-0.082)^2)/(2*0.148954^2)) for x>0.082
0.54,996,0.164,683.6795706259123,3.49,0.10459689426774886,0.14365456345517025,y=683.68*exp(-((x-0.164)^2)/(2*3.49^2)) for x<=0.164; y=683.68*exp(-((x-0.164)^2)/(2*0.104597^2)) for x>0.164
0.55,997,0.189,581.9366612474226,3.5,0.08682919592607312,0.122095332093903,y=581.937*exp(-((x-0.189)^2)/(2*3.5^2)) for x<=0.189; y=581.937*exp(-((x-0.189)^2)/(2*0.0868292^2)) for x>0.189
0.56,998,0.06,845.8335621990494,0.006558339425627613,0.1741844035224552,0.11360698615235143,y=845.834*exp(-((x-0.06)^2)/(2*0.00655834^2)) for x<=0.06; y=845.834*exp(-((x-0.06)^2)/(2*0.174184^2)) for x>0.06
0.57,999,0.178,666.7509242306011,3.4800000000000004,0.07649835496359605,0.1557181721616736,y=666.751*exp(-((x-0.178)^2)/(2*3.48^2)) for x<=0.178; y=666.751*exp(-((x-0.178)^2)/(2*0.0764984^2)) for x>0.178
0.58,1000,0.251,494.10309394925616,3.4800000000000004,0.05901554406743086,0.10766766333298305,y=494.103*exp(-((x-0.251)^2)/(2*3.48^2)) for x<=0.251; y=494.103*exp(-((x-0.251)^2)/(2*0.0590155^2)) for x>0.251
0.59,1001,0.158,609.2279601637276,3.5,0.10825565533169848,0.1505641695299561,y=609.228*exp(-((x-0.158)^2)/(2*3.5^2)) for x<=0.158; y=609.228*exp(-((x-0.158)^2)/(2*0.108256^2)) for x>0.158
